latency,RSSI,TIMESTAMP,Predicted Drops
50.0,-98.0,0.0,1
265.0,-94.0,0.3725550000017392,1
331.0,-101.0,0.6657410000043456,0
184.0,-95.0,0.9592020000054616,1
270.0,-103.0,1.2397380000038538,1
136.0,-96.0,1.5428350000001956,1
190.0,-101.0,1.826109000001452,1
146.0,-92.0,2.117054000002099,1
130.0,-102.0,2.3413980000041192,1
247.0,-96.0,2.58363300000201,1
342.0,-102.0,2.836079000000609,0
339.0,-102.0,3.0571580000032554,0
293.0,-94.0,3.3015280000036,0
292.0,-103.0,3.542357999998785,1
186.0,-95.0,3.783502000005683,1
177.0,-103.0,4.008134000003338,1
238.0,-95.0,4.248794999999518,1
347.0,-102.0,4.4939960000047,0
339.0,-101.0,4.744551000003412,0
272.0,-100.0,4.978946000002907,1
263.0,-103.0,5.230095999999321,1
220.0,-94.0,5.473860000005516,1
212.0,-104.0,5.708413000000292,1
17.0,-97.0,5.961048000004666,1
143.0,-101.0,6.192111000003933,1
135.0,-103.0,6.417434000002686,1
348.0,-95.0,6.648484000004828,0
335.0,-102.0,6.884864999999991,0
214.0,-94.0,7.1289099999994505,1
241.0,-102.0,7.361370999999053,1
52.0,-100.0,7.60413900000276,1
164.0,-101.0,7.84474400000181,1
162.0,-103.0,8.086702000000514,1
343.0,-97.0,8.330359999999928,0
337.0,-104.0,8.56227100000251,0
250.0,-94.0,8.846089999999094,1
250.0,-102.0,9.10880200000247,1
158.0,-94.0,9.403010000001814,1
143.0,-105.0,9.685768000003009,1
345.0,-94.0,9.978564000004551,0
335.0,-103.0,10.260212000001047,0
258.0,-95.0,10.54525200000353,1
254.0,-103.0,10.847694000003685,1
182.0,-93.0,11.121562000000267,1
173.0,-104.0,11.38904200000252,1
345.0,-93.0,11.637399999999616,0
332.0,-103.0,11.878080000002228,0
198.0,-96.0,12.122583000003942,1
275.0,-100.0,12.353769000001192,1
278.0,-101.0,12.5758679999999,1
215.0,-96.0,12.828813000000082,1
202.0,-102.0,13.043540999999095,1
86.0,-94.0,13.28469000000041,1
136.0,-103.0,13.509366000005684,1
220.0,-98.0,13.762061000001268,1
335.0,-100.0,13.994246000002022,0
327.0,-105.0,14.25436500000069,0
266.0,-94.0,14.477192999998806,1
263.0,-104.0,14.701128000000608,1
139.0,-94.0,14.961792000001878,1
171.0,-102.0,15.185906999999132,1
219.0,-99.0,15.431242000006025,1
347.0,-100.0,15.673534000001382,0
321.0,-102.0,15.89402600000176,0
244.0,-92.0,16.119049000000814,1
235.0,-104.0,16.362222000003385,1
127.0,-94.0,16.60351400000218,1
157.0,-101.0,16.8488570000045,1
141.0,-100.0,17.102504000002227,1
348.0,-101.0,17.373246000002837,0
323.0,-101.0,17.657541000000492,0
269.0,-100.0,17.879452000001038,1
262.0,-102.0,18.142628000001423,1
197.0,-97.0,18.39343600000575,1
198.0,-104.0,18.642343999999863,1
140.0,-94.0,18.898298000000068,1
140.0,-103.0,19.153607000000196,1
323.0,-92.0,19.456592000002274,0
307.0,-102.0,19.76044499999989,0
263.0,-94.0,20.066953000001376,1
221.0,-103.0,20.398692000002484,1
155.0,-101.0,20.75302600000577,1
224.0,-95.0,21.088086000003383,1
348.0,-102.0,21.370339000000968,0
213.0,-94.0,21.695212000005995,1
261.0,-102.0,21.9758490000022,1
221.0,-95.0,22.260472000001755,1
216.0,-104.0,22.54169499999989,1
138.0,-98.0,22.773427000000083,1
147.0,-102.0,22.99818700000469,1
150.0,-100.0,23.241557000001198,1
348.0,-97.0,23.45370900000125,0
340.0,-103.0,23.686086000001524,0
246.0,-94.0,23.92904900000576,1
256.0,-103.0,24.1518120000037,1
258.0,-100.0,24.394340999999255,1
165.0,-102.0,24.647218000005523,1
156.0,-101.0,24.880603000005067,1
345.0,-95.0,25.082782000004958,0
303.0,-103.0,25.32509800000116,1
205.0,-95.0,25.56754000000365,1
251.0,-101.0,25.790349000002607,1
257.0,-102.0,26.05104500000016,1
194.0,-99.0,26.284268000003067,1
170.0,-103.0,26.510504000005312,1
343.0,-96.0,26.772759999999835,0
352.0,-102.0,27.015762000002724,0
209.0,-95.0,27.258346000002348,1
277.0,-103.0,27.49080700000195,1
80.0,-98.0,27.723015000003212,1
202.0,-99.0,27.96557500000199,1
196.0,-103.0,28.208462000002328,1
324.0,-93.0,28.44072199999937,0
335.0,-104.0,28.661007000002428,0
173.0,-98.0,28.93457599999965,1
273.0,-102.0,29.137894999999844,1
270.0,-102.0,29.38887500000419,1
162.0,-96.0,29.63301000000501,1
145.0,-106.0,29.915013000005278,1
347.0,-95.0,30.191202000001795,0
