latency,RSSI,TIMESTAMP,Predicted Drops
213.0,-103.0,0.0,1
214.0,-100.0,0.2533330000005662,1
154.0,-97.0,0.4532389999949373,0
268.0,-93.0,0.6845849999954225,0
270.0,-95.0,0.9156699999948614,0
247.0,-100.0,1.1535900000017136,1
207.0,-102.0,1.3541130000012345,1
207.0,-103.0,1.580391999996209,1
207.0,-102.0,1.8021579999985988,1
172.0,-100.0,2.0137360000007902,1
241.0,-93.0,2.254871999997704,0
268.0,-94.0,2.491254000000481,0
287.0,-101.0,2.708466999996745,0
278.0,-101.0,2.9177730000010342,1
210.0,-103.0,3.128817999997409,1
210.0,-102.0,3.3337590000010096,1
220.0,-100.0,3.5705830000006245,1
172.0,-95.0,3.786265999995521,0
294.0,-91.0,3.9869179999950575,0
291.0,-94.0,4.203086000001349,0
295.0,-101.0,4.419273999999859,0
202.0,-101.0,4.6357199999984005,1
202.0,-103.0,4.855607999998028,1
202.0,-103.0,5.05584899999667,1
186.0,-100.0,5.272480999999971,1
208.0,-97.0,5.488274999996065,0
272.0,-93.0,5.700447999995959,0
269.0,-95.0,5.916735999999219,0
247.0,-102.0,6.120757999997295,1
190.0,-105.0,6.343027999995684,1
190.0,-105.0,6.557441999997536,1
190.0,-102.0,6.773487999998906,1
170.0,-104.0,6.989162999998371,1
207.0,-95.0,7.213476999997511,0
246.0,-96.0,7.422320999998192,0
250.0,-98.0,7.637586999997438,0
225.0,-102.0,7.875302000000374,1
200.0,-102.0,8.090758999998798,1
200.0,-102.0,8.290587999996205,1
200.0,-101.0,8.522087999997893,1
234.0,-98.0,8.74243800000113,0
330.0,-94.0,8.975291999995534,0
345.0,-98.0,9.19092300000193,0
341.0,-101.0,9.406488000000536,0
290.0,-103.0,9.636239999999816,1
290.0,-103.0,9.859988999996858,1
290.0,-103.0,10.113916999995126,1
206.0,-98.0,10.351605999996536,0
305.0,-92.0,10.60844299999735,0
301.0,-94.0,10.827784000000976,0
306.0,-100.0,11.0404320000016,0
269.0,-103.0,11.261830999996164,1
269.0,-103.0,11.477804999994987,1
269.0,-103.0,11.677858999995806,1
162.0,-99.0,11.935390999999072,1
245.0,-98.0,12.158278999995671,0
282.0,-93.0,12.363038999996206,0
283.0,-98.0,12.594697000000451,0
261.0,-101.0,12.835761000002094,1
226.0,-104.0,13.052061999995203,1
226.0,-105.0,13.263805999995384,1
226.0,-100.0,13.479521000001114,1
191.0,-101.0,13.679498999998032,1
272.0,-92.0,13.896155999995244,0
278.0,-98.0,14.11185000000114,0
280.0,-101.0,14.343369000001983,1
227.0,-103.0,14.580329999997048,1
181.0,-104.0,14.848679999995513,1
181.0,-102.0,15.111849000000802,1
150.0,-102.0,15.374902999996266,1
218.0,-91.0,15.627530999998273,0
