dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 12:30:02.125112, 
 ,1, ,2023-05-17 12:30:02.532772
2, ,2023-05-17 12:30:03.754695, 
 ,2, ,2023-05-17 12:30:04.060619
3, ,2023-05-17 12:30:05.470309, 
 ,3, ,2023-05-17 12:30:05.753943
4, ,2023-05-17 12:30:07.142799, 
 ,4, ,2023-05-17 12:30:07.447428
5, ,2023-05-17 12:30:08.732467, 
 ,5, ,2023-05-17 12:30:09.099146
6, ,2023-05-17 12:30:10.528287, 
 ,6, ,2023-05-17 12:30:10.813939
7, ,2023-05-17 12:30:12.183041, 
 ,7, ,2023-05-17 12:30:12.469240
8, ,2023-05-17 12:30:13.712692, 
 ,8, ,2023-05-17 12:30:14.099870
9, ,2023-05-17 12:30:15.383854, 
 ,9, ,2023-05-17 12:30:15.750482
10, ,2023-05-17 12:30:16.995354, 
 ,10, ,2023-05-17 12:30:17.424447
11, ,2023-05-17 12:30:18.832244, 
 ,11, ,2023-05-17 12:30:19.137622
12, ,2023-05-17 12:30:20.263057, 
 ,12, ,2023-05-17 12:30:20.613319
13, ,2023-05-17 12:30:21.918802, 
 ,13, ,2023-05-17 12:30:22.227262
14, ,2023-05-17 12:30:23.591631, 
 ,14, ,2023-05-17 12:30:24.020131
15, ,2023-05-17 12:30:25.181039, 
 ,15, ,2023-05-17 12:30:25.629564
16, ,2023-05-17 12:30:26.894350, 
 ,16, ,2023-05-17 12:30:27.260716
17, ,2023-05-17 12:30:28.626935, 
 ,17, ,2023-05-17 12:30:28.952558
18, ,2023-05-17 12:30:30.072686, 
 ,18, ,2023-05-17 12:30:30.440234
19, ,2023-05-17 12:30:31.622737, 
 ,19, ,2023-05-17 12:30:32.265637
20, ,2023-05-17 12:30:33.561279, 
 ,20, ,2023-05-17 12:30:33.968384
21, ,2023-05-17 12:30:35.016600, 
 ,21, ,2023-05-17 12:30:35.648603
22, ,2023-05-17 12:30:36.719288, 
 ,22, ,2023-05-17 12:30:37.946276
23, ,2023-05-17 12:30:38.801547, 
 ,23, ,2023-05-17 12:30:39.128015
24, ,2023-05-17 12:30:40.230604, 
 ,24, ,2023-05-17 12:30:40.516261
25, ,2023-05-17 12:30:41.577555, 
 ,25, ,2023-05-17 12:30:42.185128
26, ,2023-05-17 12:30:43.505158, 
 ,26, ,2023-05-17 12:30:43.932562
27, ,2023-05-17 12:30:45.297805, 
 ,27, ,2023-05-17 12:30:45.684986
