dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-04-18 13:26:22.118396, 
 ,1, ,2023-04-18 13:26:25.480852
2, ,2023-04-18 13:26:31.138497, 
 ,2, ,2023-04-18 13:26:34.609007
3, ,2023-04-18 13:26:39.796406, 
 ,3, ,2023-04-18 13:26:43.363044
4, ,2023-04-18 13:26:48.954044, 
 ,4, ,2023-04-18 13:26:52.325635
5, ,2023-04-18 13:26:58.175602, 
 ,5, ,2023-04-18 13:27:01.290198
6, ,2023-04-18 13:27:07.316438, 
 ,6, ,2023-04-18 13:27:10.328467
7, ,2023-04-18 13:27:16.386879, 
 ,7, ,2023-04-18 13:27:19.545444
