dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-03-20 14:43:20.880796, 
 ,1, ,2023-03-20 14:43:22.515638
2, ,2023-03-20 14:43:31.826572, 
 ,2, ,2023-03-20 14:43:33.270064
3, ,2023-03-20 14:43:45.171248, 
 ,3, ,2023-03-20 14:43:45.627852
4, ,2023-03-20 14:43:54.404597, 
 ,4, ,2023-03-20 14:43:55.338783
5, ,2023-03-20 14:44:05.643353, 
 ,5, ,2023-03-20 14:44:06.647457
6, ,2023-03-20 14:44:16.980859, 
 ,6, ,2023-03-20 14:44:17.735920
7, ,2023-03-20 14:44:28.334079, 
 ,7, ,2023-03-20 14:44:28.863241
8, ,2023-03-20 14:44:38.660337, 
 ,8, ,2023-03-20 14:44:40.160051
9, ,2023-03-20 14:44:50.547298, 
 ,9, ,2023-03-20 14:44:51.096499
