dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-11 11:22:11.671800, 
 ,1, ,2023-05-11 11:22:12.087684
2, ,2023-05-11 11:22:12.666227, 
 ,2, ,2023-05-11 11:22:13.367546
3, ,2023-05-11 11:22:13.984671, 
 ,3, ,2023-05-11 11:22:14.450557
4, ,2023-05-11 11:22:15.079290, 
 ,4, ,2023-05-11 11:22:15.717278
5, ,2023-05-11 11:22:16.303265, 
 ,5, ,2023-05-11 11:22:16.688644
6, ,2023-05-11 11:22:17.444044, 
 ,6, ,2023-05-11 11:22:18.113882
7, ,2023-05-11 11:22:18.692353, 
 ,7, ,2023-05-11 11:22:19.111287
8, ,2023-05-11 11:22:19.861823, 
 ,8, ,2023-05-11 11:22:20.744419
9, ,2023-05-11 11:22:21.209611, 
 ,9, ,2023-05-11 11:22:21.675492
10, ,2023-05-11 11:22:22.601435, 
 ,10, ,2023-05-11 11:22:23.037321
11, ,2023-05-11 11:22:23.657063, 
 ,11, ,2023-05-11 11:22:24.297464
12, ,2023-05-11 11:22:24.835858, 
 ,12, ,2023-05-11 11:22:25.278215
13, ,2023-05-11 11:22:25.818597, 
 ,13, ,2023-05-11 11:22:26.468368
14, ,2023-05-11 11:22:27.113673, 
 ,14, ,2023-05-11 11:22:27.569991
