dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 14:55:38.048689, 
 ,1, ,2023-05-17 14:55:38.380700
2, ,2023-05-17 14:55:39.019140, 
 ,2, ,2023-05-17 14:55:39.241848
3, ,2023-05-17 14:55:40.113857, 
 ,3, ,2023-05-17 14:55:40.519747
4, ,2023-05-17 14:55:40.903978, 
 ,4, ,2023-05-17 14:55:41.105923
5, ,2023-05-17 14:55:42.138056, 
 ,5, ,2023-05-17 14:55:42.704978
6, ,2023-05-17 14:55:43.089699, 
 ,6, ,2023-05-17 14:55:43.412904
7, ,2023-05-17 14:55:44.667918, 
 ,7, ,2023-05-17 14:55:45.072726
8, ,2023-05-17 14:55:45.396709, 
 ,8, ,2023-05-17 14:55:45.619153
9, ,2023-05-17 14:55:46.792553, 
 ,9, ,2023-05-17 14:55:47.400278
10, ,2023-05-17 14:55:47.865408, 
 ,10, ,2023-05-17 14:55:48.047775
11, ,2023-05-17 14:55:48.553561, 
 ,11, ,2023-05-17 14:55:48.836165
12, ,2023-05-17 14:55:49.504797, 
 ,12, ,2023-05-17 14:55:49.726311
13, ,2023-05-17 14:55:50.313706, 
 ,13, ,2023-05-17 14:55:50.495650
14, ,2023-05-17 14:55:51.042487, 
 ,14, ,2023-05-17 14:55:51.508382
