dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 16:34:20.143678, 
 ,1, ,2023-05-16 16:34:21.405916
2, ,2023-05-16 16:34:22.225075, 
 ,2, ,2023-05-16 16:34:23.479598
3, ,2023-05-16 16:34:24.531888, 
 ,3, ,2023-05-16 16:34:25.966580
4, ,2023-05-16 16:34:27.220135, 
 ,4, ,2023-05-16 16:34:28.180181
5, ,2023-05-16 16:34:29.029134, 
 ,5, ,2023-05-16 16:34:30.342236
6, ,2023-05-16 16:34:30.968123, 
 ,6, ,2023-05-16 16:34:31.169768
7, ,2023-05-16 16:34:31.614629, 
 ,7, ,2023-05-16 16:34:32.361931
8, ,2023-05-16 16:34:33.189864, 
 ,8, ,2023-05-16 16:34:34.605878
9, ,2023-05-16 16:34:35.575512, 
 ,9, ,2023-05-16 16:34:36.828497
10, ,2023-05-16 16:34:37.898771, 
 ,10, ,2023-05-16 16:34:39.131060
11, ,2023-05-16 16:34:40.202055, 
 ,11, ,2023-05-16 16:34:41.374997
12, ,2023-05-16 16:34:42.345839, 
 ,12, ,2023-05-16 16:34:43.679406
13, ,2023-05-16 16:34:44.568688, 
 ,13, ,2023-05-16 16:34:45.800862
14, ,2023-05-16 16:34:46.911987, 
 ,14, ,2023-05-16 16:34:47.963462
15, ,2023-05-16 16:34:48.771021, 
 ,15, ,2023-05-16 16:34:50.246536
16, ,2023-05-16 16:34:51.033606, 
 ,16, ,2023-05-16 16:34:52.327421
17, ,2023-05-16 16:34:53.499762, 
 ,17, ,2023-05-16 16:34:54.651946
18, ,2023-05-16 16:34:55.823708, 
 ,18, ,2023-05-16 16:34:56.934323
19, ,2023-05-16 16:34:57.902402, 
 ,19, ,2023-05-16 16:34:59.206138
20, ,2023-05-16 16:35:00.197382, 
 ,20, ,2023-05-16 16:35:01.530113
21, ,2023-05-16 16:35:02.500712, 
 ,21, ,2023-05-16 16:35:03.732858
22, ,2023-05-16 16:35:04.540992, 
 ,22, ,2023-05-16 16:35:05.723844
23, ,2023-05-16 16:35:06.794887, 
 ,23, ,2023-05-16 16:35:07.946982
24, ,2023-05-16 16:35:09.139654, 
 ,24, ,2023-05-16 16:35:10.301201
25, ,2023-05-16 16:35:11.391619, 
 ,25, ,2023-05-16 16:35:12.816667
