dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-02 16:06:41.631471, 
 ,1, ,2023-05-02 16:06:46.926361
2, ,2023-05-02 16:06:56.054991, 
 ,2, ,2023-05-02 16:07:01.420770
3, ,2023-05-02 16:07:03.373888, 
 ,3, ,2023-05-02 16:07:03.556618
4, ,2023-05-02 16:07:05.831668, 
 ,4, ,2023-05-02 16:07:06.035319
5, ,2023-05-02 16:07:08.330377, 
 ,5, ,2023-05-02 16:07:08.534445
6, ,2023-05-02 16:07:10.198754, 
 ,6, ,2023-05-02 16:07:10.504608
7, ,2023-05-02 16:07:11.055173, 
 ,7, ,2023-05-02 16:07:16.419653
8, ,2023-05-02 16:07:19.801012, 
 ,8, ,2023-05-02 16:07:20.240062
9, ,2023-05-02 16:07:22.351049, 
 ,9, ,2023-05-02 16:07:22.554277
10, ,2023-05-02 16:07:24.482038, 
 ,10, ,2023-05-02 16:07:24.645060
11, ,2023-05-02 16:07:25.498810, 
 ,11, ,2023-05-02 16:07:25.672149
12, ,2023-05-02 16:07:26.059807, 
13, ,2023-05-02 16:07:30.862669, 
 ,12, ,2023-05-02 16:07:31.349995
