dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 14:24:08.351864, 
 ,1, ,2023-05-17 14:24:08.990126
2, ,2023-05-17 14:24:09.748934, 
 ,2, ,2023-05-17 14:24:10.579878
3, ,2023-05-17 14:24:11.470827, 
 ,3, ,2023-05-17 14:24:12.261186
4, ,2023-05-17 14:24:13.090395, 
 ,4, ,2023-05-17 14:24:13.718814
5, ,2023-05-17 14:24:14.731535, 
 ,5, ,2023-05-17 14:24:15.687454
6, ,2023-05-17 14:24:16.497759, 
 ,6, ,2023-05-17 14:24:17.145581
7, ,2023-05-17 14:24:18.208731, 
 ,7, ,2023-05-17 14:24:18.875358
8, ,2023-05-17 14:24:19.726846, 
 ,8, ,2023-05-17 14:24:20.476430
9, ,2023-05-17 14:24:21.450682, 
 ,9, ,2023-05-17 14:24:22.049565
10, ,2023-05-17 14:24:23.121747, 
 ,10, ,2023-05-17 14:24:23.789562
11, ,2023-05-17 14:24:24.779133, 
 ,11, ,2023-05-17 14:24:25.609205
12, ,2023-05-17 14:24:26.397723, 
 ,12, ,2023-05-17 14:24:26.984433
13, ,2023-05-17 14:24:27.895698, 
 ,13, ,2023-05-17 14:24:28.908644
14, ,2023-05-17 14:24:29.717857, 
 ,14, ,2023-05-17 14:24:30.305236
15, ,2023-05-17 14:24:31.317153, 
 ,15, ,2023-05-17 14:24:32.207306
16, ,2023-05-17 14:24:33.016662, 
 ,16, ,2023-05-17 14:24:33.643084
17, ,2023-05-17 14:24:34.774216, 
 ,17, ,2023-05-17 14:24:35.625875
18, ,2023-05-17 14:24:36.456451, 
 ,18, ,2023-05-17 14:24:36.963160
19, ,2023-05-17 14:24:37.995811, 
 ,19, ,2023-05-17 14:24:38.725034
20, ,2023-05-17 14:24:39.553937, 
 ,20, ,2023-05-17 14:24:40.152368
21, ,2023-05-17 14:24:41.428689, 
 ,21, ,2023-05-17 14:24:41.994148
22, ,2023-05-17 14:24:43.045554, 
 ,22, ,2023-05-17 14:24:43.875274
23, ,2023-05-17 14:24:44.764847, 
 ,23, ,2023-05-17 14:24:45.473722
24, ,2023-05-17 14:24:46.526966, 
 ,24, ,2023-05-17 14:24:47.338244
25, ,2023-05-17 14:24:48.208497, 
 ,25, ,2023-05-17 14:24:48.613615
 ,26, ,2023-05-17 14:24:49.787796
26, ,2023-05-17 14:24:50.709419, 
 ,27, ,2023-05-17 14:24:51.498272
