RSSI,latency var.,attn1,attn2,TIMESTAMP
-99,4195,-107374182,34,2023-05-10 15:37:20.611306
-95,4265,-107374182,22,2023-05-10 15:37:21.043311
-103,4321,-107374182,32,2023-05-10 15:37:21.330290
-92,4451,-107374182,26,2023-05-10 15:37:21.598187
-102,4524,-107374182,28,2023-05-10 15:37:21.954406
-99,4555,-107374182,30,2023-05-10 15:37:22.280536
-93,4578,-107374182,20,2023-05-10 15:37:22.671440
-102,4525,-107374182,36,2023-05-10 15:37:22.945352
-91,4490,-107374182,22,2023-05-10 15:37:23.222009
-102,4420,-107374182,36,2023-05-10 15:37:23.518343
-96,4446,-107374182,26,2023-05-10 15:37:23.874997
-100,4447,-107374182,28,2023-05-10 15:37:24.191626
-100,4436,-107374182,34,2023-05-10 15:37:24.563426
-97,4477,-107374182,24,2023-05-10 15:37:24.845154
-101,4505,-107374182,38,2023-05-10 15:37:25.138584
-94,4563,-107374182,20,2023-05-10 15:37:25.461798
-103,4601,-107374182,38,2023-05-10 15:37:25.734616
-94,4672,-107374182,22,2023-05-10 15:37:26.007937
-103,4723,-107374182,38,2023-05-10 15:37:26.302718
-94,4799,-107374182,22,2023-05-10 15:37:26.580603
-102,4786,-107374182,32,2023-05-10 15:37:26.911044
-97,4818,-107374182,26,2023-05-10 15:37:27.259154
-101,4798,-107374182,28,2023-05-10 15:37:27.605296
-99,4818,-107374182,34,2023-05-10 15:37:27.892540
-96,4821,-107374182,24,2023-05-10 15:37:28.180493
-100,4773,-107374182,34,2023-05-10 15:37:28.448993
-100,4683,-107374182,28,2023-05-10 15:37:28.687515
-100,4717,-107374182,34,2023-05-10 15:37:29.007446
-92,4803,-107374182,22,2023-05-10 15:37:29.384176
-104,4806,-107374182,38,2023-05-10 15:37:29.632926
-96,4784,-107374182,20,2023-05-10 15:37:29.956059
-104,4648,-107374182,36,2023-05-10 15:37:30.287036
-92,4538,-107374182,26,2023-05-10 15:37:30.574924
-102,4368,-107374182,28,2023-05-10 15:37:30.921009
-98,4317,-107374182,30,2023-05-10 15:37:31.216950
-103,4311,-107374182,24,2023-05-10 15:37:31.544450
-103,4278,-107374182,38,2023-05-10 15:37:31.833390
-96,4250,-107374182,20,2023-05-10 15:37:32.153561
-103,4270,-107374182,36,2023-05-10 15:37:32.482137
-92,4363,-107374182,22,2023-05-10 15:37:32.818373
-103,4418,-107374182,32,2023-05-10 15:37:33.135568
-97,4452,-107374182,30,2023-05-10 15:37:33.452713
-95,4413,-107374182,20,2023-05-10 15:37:33.831516
-104,4333,-107374182,38,2023-05-10 15:37:34.138782
-94,4346,-107374182,22,2023-05-10 15:37:34.470107
-104,4387,-107374182,36,2023-05-10 15:37:34.738913
-93,4463,-107374182,22,2023-05-10 15:37:34.995594
-102,4436,-107374182,36,2023-05-10 15:37:35.293722
-96,4512,-107374182,26,2023-05-10 15:37:35.610288
-103,4552,-107374182,32,2023-05-10 15:37:35.888457
-93,4674,-107374182,26,2023-05-10 15:37:36.162092
-104,4813,-107374182,28,2023-05-10 15:37:36.509693
-96,4801,-107374182,30,2023-05-10 15:37:36.781658
-100,4693,-107374182,28,2023-05-10 15:37:37.108821
-102,4668,-107374182,34,2023-05-10 15:37:37.428042
-97,4668,-107374182,20,2023-05-10 15:37:37.758847
-103,4650,-107374182,38,2023-05-10 15:37:38.029583
-93,4712,-107374182,20,2023-05-10 15:37:38.331542
-103,4823,-107374182,38,2023-05-10 15:37:38.619879
-92,4748,-107374182,22,2023-05-10 15:37:38.928835
-103,4728,-107374182,36,2023-05-10 15:37:39.207250
-95,4649,-107374182,22,2023-05-10 15:37:39.493981
-103,4578,-107374182,32,2023-05-10 15:37:39.808811
-95,4430,-107374182,26,2023-05-10 15:37:40.116146
-102,4365,-107374182,32,2023-05-10 15:37:40.379310
-98,4296,-107374182,26,2023-05-10 15:37:40.685772
-99,4166,-107374182,24,2023-05-10 15:37:41.058820
-102,3944,-107374182,38,2023-05-10 15:37:41.392586
-94,3797,-107374182,22,2023-05-10 15:37:41.718815
-104,3694,-107374182,32,2023-05-10 15:37:42.061978
-97,3533,-107374182,30,2023-05-10 15:37:42.402382
-102,3506,-107374182,28,2023-05-10 15:37:42.705722
-102,3487,-107374182,38,2023-05-10 15:37:43.055184
-94,3396,-107374182,20,2023-05-10 15:37:43.346964
-103,3345,-107374182,38,2023-05-10 15:37:43.629060
-95,3260,-107374182,20,2023-05-10 15:37:43.950176
-103,3219,-107374182,36,2023-05-10 15:37:44.235634
-93,3195,-107374182,22,2023-05-10 15:37:44.553800
-104,3187,-107374182,32,2023-05-10 15:37:44.866253
-97,3109,-107374182,30,2023-05-10 15:37:45.205024
-97,3105,-107374182,24,2023-05-10 15:37:45.518411
-100,3091,-107374182,34,2023-05-10 15:37:45.836246
-94,2977,-107374182,20,2023-05-10 15:37:46.183911
-103,2904,-107374182,38,2023-05-10 15:37:46.436653
-93,2867,-107374182,22,2023-05-10 15:37:46.742398
-102,2844,-107374182,36,2023-05-10 15:37:47.036041
-91,2742,-107374182,22,2023-05-10 15:37:47.356557
-101,2711,-107374182,32,2023-05-10 15:37:47.713059
-100,2672,-107374182,34,2023-05-10 15:37:48.059233
-94,2670,-107374182,20,2023-05-10 15:37:48.368548
-102,2666,-107374182,38,2023-05-10 15:37:48.656428
-95,2634,-107374182,20,2023-05-10 15:37:48.942476
-102,2618,-107374182,38,2023-05-10 15:37:49.238143
-94,2628,-107374182,22,2023-05-10 15:37:49.564382
-103,2629,-107374182,36,2023-05-10 15:37:49.858414
-94,2554,-107374182,26,2023-05-10 15:37:50.178555
-101,2538,-107374182,32,2023-05-10 15:37:50.488898
-100,2534,-107374182,30,2023-05-10 15:37:50.811949
-101,2553,-107374182,28,2023-05-10 15:37:51.043784
-96,2523,-107374182,30,2023-05-10 15:37:51.393703
-98,2503,-107374182,24,2023-05-10 15:37:51.684954
-103,2474,-107374182,34,2023-05-10 15:37:51.996295
-96,2533,-107374182,20,2023-05-10 15:37:52.303917
-102,2617,-107374182,38,2023-05-10 15:37:52.586639
-95,2647,-107374182,26,2023-05-10 15:37:53.004937
-102,2709,-107374182,24,2023-05-10 15:37:53.388008
-104,2748,-107374182,36,2023-05-10 15:37:53.738606
-93,2689,-107374182,22,2023-05-10 15:37:54.064104
-104,2687,-107374182,32,2023-05-10 15:37:54.380876
-93,2690,-107374182,26,2023-05-10 15:37:54.654458
-104,2694,-107374182,36,2023-05-10 15:37:54.912478
-95,2576,-107374182,26,2023-05-10 15:37:55.267867
-101,2597,-107374182,28,2023-05-10 15:37:55.593382
-101,2643,-107374182,34,2023-05-10 15:37:55.912934
-98,2662,-107374182,20,2023-05-10 15:37:56.242746
-103,2694,-107374182,38,2023-05-10 15:37:56.509254
-95,2707,-107374182,20,2023-05-10 15:37:56.800289
-103,2729,-107374182,36,2023-05-10 15:37:57.132278
-93,2696,-107374182,22,2023-05-10 15:37:57.433630
-104,2701,-107374182,36,2023-05-10 15:37:57.726536
-98,2657,-107374182,30,2023-05-10 15:37:58.085555
-99,2694,-107374182,24,2023-05-10 15:37:58.392418
-101,2711,-107374182,34,2023-05-10 15:37:58.713007
-97,2652,-107374182,24,2023-05-10 15:37:58.994386
-103,2588,-107374182,38,2023-05-10 15:37:59.317286
-93,2605,-107374182,22,2023-05-10 15:37:59.640309
-104,2627,-107374182,36,2023-05-10 15:37:59.956056
-95,2550,-107374182,26,2023-05-10 15:38:00.221849
-103,2530,-107374182,36,2023-05-10 15:38:00.495834
-99,2557,-107374182,30,2023-05-10 15:38:00.885806
-101,2575,-107374182,28,2023-05-10 15:38:01.171042
-100,2530,-107374182,34,2023-05-10 15:38:01.496614
-100,2526,-107374182,24,2023-05-10 15:38:01.741962
-101,2528,-107374182,34,2023-05-10 15:38:02.063434
-97,2543,-107374182,20,2023-05-10 15:38:02.391580
-102,2573,-107374182,38,2023-05-10 15:38:02.706078
-95,2574,-107374182,26,2023-05-10 15:38:03.105320
