dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-04-18 13:44:50.175182, 
 ,1, ,2023-04-18 13:44:56.744929
2, ,2023-04-18 13:45:18.390672, 
 ,2, ,2023-04-18 13:45:22.751717
3, ,2023-04-18 13:45:43.528771, 
 ,3, ,2023-04-18 13:45:48.829095
4, ,2023-04-18 13:46:11.639498, 
 ,4, ,2023-04-18 13:46:15.258260
5, ,2023-04-18 13:46:16.978273, 
 ,5, ,2023-04-18 13:46:17.137222
6, ,2023-04-18 13:46:37.099118, 
 ,6, ,2023-04-18 13:46:41.933712
7, ,2023-04-18 13:47:04.515553, 
 ,7, ,2023-04-18 13:47:08.490594
8, ,2023-04-18 13:47:09.243684, 
 ,8, ,2023-04-18 13:47:09.384585
9, ,2023-04-18 13:47:10.343305, 
 ,9, ,2023-04-18 13:47:10.771300
10, ,2023-04-18 13:47:31.119603, 
 ,10, ,2023-04-18 13:47:35.348820
