dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 13:20:39.195924, 
 ,1, ,2023-05-17 13:20:39.500454
2, ,2023-05-17 13:20:40.899792, 
 ,2, ,2023-05-17 13:20:41.243574
3, ,2023-05-17 13:20:42.601540, 
 ,3, ,2023-05-17 13:20:42.944867
4, ,2023-05-17 13:20:44.159552, 
 ,4, ,2023-05-17 13:20:44.748608
5, ,2023-05-17 13:20:45.909793, 
 ,5, ,2023-05-17 13:20:46.318797
6, ,2023-05-17 13:20:47.798331, 
 ,6, ,2023-05-17 13:20:48.162201
7, ,2023-05-17 13:20:49.217635, 
 ,7, ,2023-05-17 13:20:49.522028
8, ,2023-05-17 13:20:50.910995, 
 ,8, ,2023-05-17 13:20:51.245796
9, ,2023-05-17 13:20:54.160984, 
 ,9, ,2023-05-17 13:20:54.423465
10, ,2023-05-17 13:20:55.963093, 
 ,10, ,2023-05-17 13:20:56.256432
11, ,2023-05-17 13:20:59.142469, 
 ,11, ,2023-05-17 13:20:59.446084
12, ,2023-05-17 13:21:02.437272, 
 ,12, ,2023-05-17 13:21:02.761638
13, ,2023-05-17 13:21:05.760348, 
 ,13, ,2023-05-17 13:21:06.105661
14, ,2023-05-17 13:21:07.665492, 
 ,14, ,2023-05-17 13:21:07.948729
15, ,2023-05-17 13:21:09.080708, 
 ,15, ,2023-05-17 13:21:09.343767
16, ,2023-05-17 13:21:12.435214, 
 ,16, ,2023-05-17 13:21:12.718369
17, ,2023-05-17 13:21:14.277387, 
 ,17, ,2023-05-17 13:21:14.501311
18, ,2023-05-17 13:21:15.675363, 
 ,18, ,2023-05-17 13:21:16.101581
19, ,2023-05-17 13:21:18.997333, 
 ,19, ,2023-05-17 13:21:19.280656
20, ,2023-05-17 13:21:20.738780, 
 ,20, ,2023-05-17 13:21:21.002519
21, ,2023-05-17 13:21:22.540820, 
 ,21, ,2023-05-17 13:21:22.802967
22, ,2023-05-17 13:21:25.830032, 
 ,22, ,2023-05-17 13:21:26.013991
23, ,2023-05-17 13:21:29.080796, 
 ,23, ,2023-05-17 13:21:29.344208
24, ,2023-05-17 13:21:30.722565, 
 ,24, ,2023-05-17 13:21:30.863648
25, ,2023-05-17 13:21:32.320641, 
 ,25, ,2023-05-17 13:21:32.624137
26, ,2023-05-17 13:21:33.930527, 
 ,26, ,2023-05-17 13:21:34.314563
27, ,2023-05-17 13:21:35.732629, 
 ,27, ,2023-05-17 13:21:36.118282
28, ,2023-05-17 13:21:37.414566, 
 ,28, ,2023-05-17 13:21:37.677647
29, ,2023-05-17 13:21:39.012749, 
 ,29, ,2023-05-17 13:21:39.316697
30, ,2023-05-17 13:21:40.651589, 
 ,30, ,2023-05-17 13:21:40.954982
31, ,2023-05-17 13:21:42.432195, 
 ,31, ,2023-05-17 13:21:42.735957
32, ,2023-05-17 13:21:45.610108, 
 ,32, ,2023-05-17 13:21:45.893257
33, ,2023-05-17 13:21:47.380540, 
 ,33, ,2023-05-17 13:21:47.724220
34, ,2023-05-17 13:21:50.679251, 
 ,34, ,2023-05-17 13:21:50.962107
