dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 10:17:42.174155, 
 ,1, ,2023-05-16 10:17:42.509128
2, ,2023-05-16 10:17:43.411423, 
 ,2, ,2023-05-16 10:17:43.796344
3, ,2023-05-16 10:17:44.708871, 
 ,3, ,2023-05-16 10:17:45.107451
4, ,2023-05-16 10:17:45.754050, 
 ,4, ,2023-05-16 10:17:46.220379
5, ,2023-05-16 10:17:46.980382, 
 ,5, ,2023-05-16 10:17:47.394544
6, ,2023-05-16 10:17:48.173158, 
 ,6, ,2023-05-16 10:17:48.618775
7, ,2023-05-16 10:17:49.410262, 
 ,7, ,2023-05-16 10:17:49.754569
8, ,2023-05-16 10:17:50.502333, 
 ,8, ,2023-05-16 10:17:50.927861
9, ,2023-05-16 10:17:51.816637, 
 ,9, ,2023-05-16 10:17:52.110414
10, ,2023-05-16 10:17:52.790280, 
 ,10, ,2023-05-16 10:17:53.406120
11, ,2023-05-16 10:17:54.074241, 
 ,11, ,2023-05-16 10:17:54.439826
12, ,2023-05-16 10:17:55.444509, 
 ,12, ,2023-05-16 10:17:55.710479
13, ,2023-05-16 10:17:56.345063, 
 ,13, ,2023-05-16 10:17:56.992775
14, ,2023-05-16 10:17:57.609749, 
 ,14, ,2023-05-16 10:17:58.020117
15, ,2023-05-16 10:17:58.815073, 
 ,15, ,2023-05-16 10:17:59.405141
16, ,2023-05-16 10:18:00.089241, 
 ,16, ,2023-05-16 10:18:00.386341
17, ,2023-05-16 10:18:01.265662, 
 ,17, ,2023-05-16 10:18:01.872204
18, ,2023-05-16 10:18:02.503107, 
 ,18, ,2023-05-16 10:18:02.928246
19, ,2023-05-16 10:18:03.716698, 
 ,19, ,2023-05-16 10:18:04.315082
