latency,RSSI,filtered latency,attn1,attn2,TIMESTAMP
480,-102,17677,-107374182,46,2023-04-11 14:53:33.456109
505,-93,18360,-107374182,30,2023-04-11 14:53:33.745540
220,-81,18559,-107374182,20,2023-04-11 14:53:33.969661
222,-91,18618,-107374182,36,2023-04-11 14:53:34.210284
217,-102,17779,-107374182,52,2023-04-11 14:53:34.508565
217,-102,17053,-107374182,50,2023-04-11 14:53:34.761187
364,-96,16638,-107374182,34,2023-04-11 14:53:35.031802
469,-85,17859,-107374182,20,2023-04-11 14:53:35.278915
470,-90,19198,-107374182,32,2023-04-11 14:53:35.524651
463,-101,18440,-107374182,48,2023-04-11 14:53:35.780033
463,-101,17621,-107374182,50,2023-04-11 14:53:36.055902
463,-101,17851,-107374182,38,2023-04-11 14:53:36.296520
511,-90,18347,-107374182,22,2023-04-11 14:53:36.528899
511,-89,20474,-107374182,28,2023-04-11 14:53:36.800473
487,-103,21423,-107374182,44,2023-04-11 14:53:37.053890
470,-103,20402,-107374182,56,2023-04-11 14:53:37.289993
470,-103,20348,-107374182,42,2023-04-11 14:53:37.524494
493,-92,20641,-107374182,30,2023-04-11 14:53:37.788162
220,-81,20143,-107374182,24,2023-04-11 14:53:38.029891
220,-94,19219,-107374182,40,2023-04-11 14:53:38.329540
207,-103,17913,-107374182,56,2023-04-11 14:53:38.626742
207,-103,17297,-107374182,42,2023-04-11 14:53:38.905457
484,-91,17928,-107374182,26,2023-04-11 14:53:39.177854
481,-83,19601,-107374182,28,2023-04-11 14:53:39.461947
472,-100,19251,-107374182,44,2023-04-11 14:53:39.729630
463,-102,18251,-107374182,54,2023-04-11 14:53:39.991348
463,-100,18284,-107374182,42,2023-04-11 14:53:40.240608
480,-91,18532,-107374182,26,2023-04-11 14:53:40.495514
484,-85,19293,-107374182,28,2023-04-11 14:53:40.777665
477,-100,19364,-107374182,44,2023-04-11 14:53:41.039685
470,-103,18164,-107374182,56,2023-04-11 14:53:41.302067
470,-103,18329,-107374182,42,2023-04-11 14:53:41.564600
497,-93,18873,-107374182,26,2023-04-11 14:53:41.837286
499,-85,20015,-107374182,28,2023-04-11 14:53:42.103326
493,-100,20889,-107374182,40,2023-04-11 14:53:42.385504
498,-102,19591,-107374182,54,2023-04-11 14:53:42.705422
513,-94,20604,-107374182,26,2023-04-11 14:53:43.273737
512,-101,22127,-107374182,44,2023-04-11 14:53:43.813663
512,-105,21615,-107374182,38,2023-04-11 14:53:44.310004
