dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 16:17:36.210253, 
 ,1, ,2023-05-16 16:17:37.797990
2, ,2023-05-16 16:17:38.650603, 
 ,2, ,2023-05-16 16:17:39.513733
3, ,2023-05-16 16:17:40.586264, 
 ,3, ,2023-05-16 16:17:41.134273
4, ,2023-05-16 16:17:41.638674, 
 ,4, ,2023-05-16 16:17:42.487785
5, ,2023-05-16 16:17:43.324622, 
 ,5, ,2023-05-16 16:17:44.223701
6, ,2023-05-16 16:17:44.828099, 
 ,6, ,2023-05-16 16:17:45.716376
7, ,2023-05-16 16:17:46.330887, 
 ,7, ,2023-05-16 16:17:47.322232
8, ,2023-05-16 16:17:48.036805, 
 ,8, ,2023-05-16 16:17:48.967075
9, ,2023-05-16 16:17:49.706834, 
 ,9, ,2023-05-16 16:17:50.769012
10, ,2023-05-16 16:17:51.912476, 
 ,10, ,2023-05-16 16:17:53.171695
 ,11, ,2023-05-16 16:17:55.872109
11, ,2023-05-16 16:17:56.473921, 
