dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-03-20 11:51:03.845180, 
 ,1, ,2023-03-20 11:51:04.428937
2, ,2023-03-20 11:51:18.130135, 
 ,2, ,2023-03-20 11:51:19.049903
3, ,2023-03-20 11:51:32.985612, 
 ,3, ,2023-03-20 11:51:34.049353
4, ,2023-03-20 11:51:47.407747, 
 ,4, ,2023-03-20 11:51:48.908913
5, ,2023-03-20 11:52:02.644317, 
 ,5, ,2023-03-20 11:52:03.771526
6, ,2023-03-20 11:52:17.063571, 
 ,6, ,2023-03-20 11:52:18.262546
7, ,2023-03-20 11:52:32.166105, 
 ,7, ,2023-03-20 11:52:32.709285
8, ,2023-03-20 11:52:46.697244, 
 ,8, ,2023-03-20 11:52:47.910419
