dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 16:31:16.042135, 
 ,1, ,2023-05-15 16:31:16.437617
2, ,2023-05-15 16:31:18.239333, 
 ,2, ,2023-05-15 16:31:18.502261
3, ,2023-05-15 16:31:20.528939, 
 ,3, ,2023-05-15 16:31:20.830396
4, ,2023-05-15 16:31:21.727970, 
 ,4, ,2023-05-15 16:31:22.143504
5, ,2023-05-15 16:31:23.782739, 
 ,5, ,2023-05-15 16:31:24.015542
6, ,2023-05-15 16:31:25.564305, 
 ,6, ,2023-05-15 16:31:25.788089
7, ,2023-05-15 16:31:27.139331, 
 ,7, ,2023-05-15 16:31:27.421649
8, ,2023-05-15 16:31:28.880783, 
 ,8, ,2023-05-15 16:31:29.324601
9, ,2023-05-15 16:31:31.105433, 
 ,9, ,2023-05-15 16:31:31.368889
10, ,2023-05-15 16:31:32.981292, 
 ,10, ,2023-05-15 16:31:33.426981
11, ,2023-05-15 16:31:35.037516, 
 ,11, ,2023-05-15 16:31:35.270085
12, ,2023-05-15 16:31:36.748394, 
 ,12, ,2023-05-15 16:31:36.970843
13, ,2023-05-15 16:31:37.446617, 
 ,13, ,2023-05-15 16:31:37.668501
14, ,2023-05-15 16:31:38.982953, 
 ,14, ,2023-05-15 16:31:39.713836
15, ,2023-05-15 16:31:41.185954, 
 ,15, ,2023-05-15 16:31:41.543063
16, ,2023-05-15 16:31:43.079333, 
 ,16, ,2023-05-15 16:31:43.726302
17, ,2023-05-15 16:31:45.077882, 
 ,17, ,2023-05-15 16:31:45.422240
18, ,2023-05-15 16:31:46.719340, 
 ,18, ,2023-05-15 16:31:47.003014
19, ,2023-05-15 16:31:49.080986, 
 ,19, ,2023-05-15 16:31:49.608182
20, ,2023-05-15 16:31:51.248531, 
 ,20, ,2023-05-15 16:31:51.533198
21, ,2023-05-15 16:31:52.304206, 
 ,21, ,2023-05-15 16:31:52.976348
