dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 15:43:21.205956, 
 ,1, ,2023-05-16 15:43:22.416464
2, ,2023-05-16 15:43:24.130665, 
 ,2, ,2023-05-16 15:43:24.932373
3, ,2023-05-16 15:43:26.370178, 
 ,3, ,2023-05-16 15:43:27.552732
4, ,2023-05-16 15:43:29.508728, 
 ,4, ,2023-05-16 15:43:30.451290
5, ,2023-05-16 15:43:32.142663, 
 ,5, ,2023-05-16 15:43:32.873487
6, ,2023-05-16 15:43:34.936921, 
 ,6, ,2023-05-16 15:43:35.921769
7, ,2023-05-16 15:43:37.306911, 
 ,7, ,2023-05-16 15:43:38.502675
8, ,2023-05-16 15:43:40.255235, 
 ,8, ,2023-05-16 15:43:41.244166
9, ,2023-05-16 15:43:42.958119, 
 ,9, ,2023-05-16 15:43:44.081242
10, ,2023-05-16 15:43:45.969373, 
 ,10, ,2023-05-16 15:43:46.922187
11, ,2023-05-16 15:43:49.236726, 
 ,11, ,2023-05-16 15:43:52.622548
12, ,2023-05-16 15:43:54.188336, 
 ,12, ,2023-05-16 15:43:55.271100
13, ,2023-05-16 15:43:56.972779, 
 ,13, ,2023-05-16 15:43:58.125406
14, ,2023-05-16 15:43:59.614852, 
 ,14, ,2023-05-16 15:44:00.391496
15, ,2023-05-16 15:44:02.427673, 
 ,15, ,2023-05-16 15:44:03.681213
16, ,2023-05-16 15:44:05.107175, 
 ,16, ,2023-05-16 15:44:06.075570
17, ,2023-05-16 15:44:07.602097, 
 ,17, ,2023-05-16 15:44:08.857195
18, ,2023-05-16 15:44:10.842600, 
 ,18, ,2023-05-16 15:44:11.685631
