latency,RSSI,attn1,attn2,TIMESTAMP
64,-99,-107374182,30,2023-05-10 16:40:24.778265
240,-104,-107374182,38,2023-05-10 16:40:25.196431
94,-96,-107374182,24,2023-05-10 16:40:25.591240
220,-98,-107374182,26,2023-05-10 16:40:25.939235
268,-103,-107374182,36,2023-05-10 16:40:26.304620
104,-95,-107374182,24,2023-05-10 16:40:26.696542
220,-100,-107374182,30,2023-05-10 16:40:27.037614
236,-102,-107374182,36,2023-05-10 16:40:27.397556
59,-92,-107374182,20,2023-05-10 16:40:27.754368
98,-102,-107374182,34,2023-05-10 16:40:28.074328
275,-102,-107374182,32,2023-05-10 16:40:28.468735
115,-95,-107374182,24,2023-05-10 16:40:28.908791
124,-103,-107374182,30,2023-05-10 16:40:29.222778
271,-104,-107374182,32,2023-05-10 16:40:29.597096
84,-95,-107374182,24,2023-05-10 16:40:30.032663
89,-99,-107374182,26,2023-05-10 16:40:30.417733
269,-102,-107374182,38,2023-05-10 16:40:30.855922
121,-99,-107374182,28,2023-05-10 16:40:31.236633
201,-92,-107374182,22,2023-05-10 16:40:31.615934
239,-102,-107374182,30,2023-05-10 16:40:32.010504
112,-101,-107374182,32,2023-05-10 16:40:32.401978
220,-96,-107374182,24,2023-05-10 16:40:32.856555
222,-101,-107374182,26,2023-05-10 16:40:33.229424
123,-102,-107374182,36,2023-05-10 16:40:33.605043
228,-97,-107374182,24,2023-05-10 16:40:33.984355
63,-98,-107374182,26,2023-05-10 16:40:34.333639
86,-103,-107374182,38,2023-05-10 16:40:34.708395
218,-95,-107374182,24,2023-05-10 16:40:35.059648
239,-100,-107374182,30,2023-05-10 16:40:35.372702
129,-101,-107374182,32,2023-05-10 16:40:35.737770
214,-93,-107374182,22,2023-05-10 16:40:36.094436
264,-104,-107374182,38,2023-05-10 16:40:36.417181
91,-97,-107374182,28,2023-05-10 16:40:36.765880
111,-103,-107374182,30,2023-05-10 16:40:37.068783
266,-104,-107374182,36,2023-05-10 16:40:37.457239
100,-91,-107374182,24,2023-05-10 16:40:37.834821
