dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-04-13 14:47:47.364141, 
 ,1, ,2023-04-13 14:47:49.663970
2, ,2023-04-13 14:47:53.081143, 
 ,2, ,2023-04-13 14:47:55.228626
3, ,2023-04-13 14:47:58.713764, 
 ,3, ,2023-04-13 14:48:01.079487
4, ,2023-04-13 14:48:01.746050, 
 ,4, ,2023-04-13 14:48:02.111174
5, ,2023-04-13 14:48:04.461556, 
 ,5, ,2023-04-13 14:48:06.796375
6, ,2023-04-13 14:48:10.395760, 
 ,6, ,2023-04-13 14:48:12.386878
7, ,2023-04-13 14:48:13.362508, 
 ,7, ,2023-04-13 14:48:13.645575
8, ,2023-04-13 14:48:15.778842, 
 ,8, ,2023-04-13 14:48:18.128663
9, ,2023-04-13 14:48:21.829082, 
 ,9, ,2023-04-13 14:48:23.945681
10, ,2023-04-13 14:48:27.461594, 
 ,10, ,2023-04-13 14:48:29.527816
11, ,2023-04-13 14:48:32.844341, 
 ,11, ,2023-04-13 14:48:35.211515
12, ,2023-04-13 14:48:35.844507, 
 ,12, ,2023-04-13 14:48:36.078200
13, ,2023-04-13 14:48:38.578686, 
 ,13, ,2023-04-13 14:48:41.310843
