raw latency,RSSI,filtered latency,attn1,attn2,TIMESTAMP
2202,-90,1955,-107374182,20,2023-05-11 13:12:05.751797
2132,-102,1972,-107374182,38,2023-05-11 13:12:06.024446
1340,-91,1957,-107374182,22,2023-05-11 13:12:06.368078
1680,-100,1928,-107374182,32,2023-05-11 13:12:06.668691
1552,-98,1905,-107374182,30,2023-05-11 13:12:07.022488
1632,-92,1885,-107374182,24,2023-05-11 13:12:07.368814
780,-103,1826,-107374182,38,2023-05-11 13:12:07.701753
1856,-94,1791,-107374182,26,2023-05-11 13:12:08.058368
2392,-99,1824,-107374182,32,2023-05-11 13:12:08.389920
2130,-98,1875,-107374182,34,2023-05-11 13:12:08.744719
2356,-89,1914,-107374182,20,2023-05-11 13:12:09.097924
3490,-104,1993,-107374182,36,2023-05-11 13:12:09.391159
2936,-94,2061,-107374182,26,2023-05-11 13:12:09.723237
1512,-102,2038,-107374182,32,2023-05-11 13:12:10.022564
1702,-98,2003,-107374182,30,2023-05-11 13:12:10.379226
2560,-95,2048,-107374182,24,2023-05-11 13:12:10.723459
1826,-103,2053,-107374182,38,2023-05-11 13:12:11.057376
2272,-93,2061,-107374182,26,2023-05-11 13:12:11.451232
1920,-99,2059,-107374182,28,2023-05-11 13:12:11.774945
1798,-102,2004,-107374182,34,2023-05-11 13:12:12.147149
2634,-92,2065,-107374182,22,2023-05-11 13:12:12.501873
2022,-101,2077,-107374182,32,2023-05-11 13:12:12.829811
1922,-98,2075,-107374182,30,2023-05-11 13:12:13.171994
2182,-99,2091,-107374182,32,2023-05-11 13:12:13.414900
2062,-98,2099,-107374182,30,2023-05-11 13:12:13.727015
2142,-95,2097,-107374182,24,2023-05-11 13:12:14.109894
2210,-102,2081,-107374182,32,2023-05-11 13:12:14.522887
2002,-102,2071,-107374182,38,2023-05-11 13:12:15.026963
2432,-97,2095,-107374182,30,2023-05-11 13:12:15.401883
1996,-100,2091,-107374182,24,2023-05-11 13:12:15.736159
2976,-101,2072,-107374182,36,2023-05-11 13:12:16.155162
1920,-101,2121,-107374182,34,2023-05-11 13:12:16.609206
940,-95,2013,-107374182,26,2023-05-11 13:12:17.048596
2920,-95,2039,-107374182,24,2023-05-11 13:12:17.454205
1212,-101,2040,-107374182,32,2023-05-11 13:12:17.911803
2130,-102,2004,-107374182,38,2023-05-11 13:12:18.336520
2110,-92,2009,-107374182,22,2023-05-11 13:12:18.632420
1860,-102,1989,-107374182,32,2023-05-11 13:12:19.012766
2750,-102,2031,-107374182,38,2023-05-11 13:12:19.487562
1710,-97,2065,-107374182,30,2023-05-11 13:12:19.955325
1466,-91,2033,-107374182,22,2023-05-11 13:12:20.334341
1342,-101,1971,-107374182,32,2023-05-11 13:12:20.699175
1570,-99,1905,-107374182,30,2023-05-11 13:12:21.050767
2800,-93,1940,-107374182,20,2023-05-11 13:12:21.420312
1760,-103,1948,-107374182,36,2023-05-11 13:12:21.729033
1702,-93,1931,-107374182,26,2023-05-11 13:12:22.073473
2822,-99,1977,-107374182,28,2023-05-11 13:12:22.426690
1506,-99,1998,-107374182,34,2023-05-11 13:12:22.750087
1782,-89,1977,-107374182,20,2023-05-11 13:12:23.080460
1542,-102,1948,-107374182,38,2023-05-11 13:12:23.370148
1326,-90,1924,-107374182,20,2023-05-11 13:12:23.650760
1142,-102,1858,-107374182,38,2023-05-11 13:12:23.939602
1930,-89,1833,-107374182,22,2023-05-11 13:12:24.256020
2402,-104,1862,-107374182,36,2023-05-11 13:12:24.570157
2002,-97,1879,-107374182,30,2023-05-11 13:12:24.932693
2682,-96,1935,-107374182,24,2023-05-11 13:12:25.268239
1016,-105,1922,-107374182,38,2023-05-11 13:12:25.622685
1532,-89,1871,-107374182,22,2023-05-11 13:12:25.976748
2182,-101,1875,-107374182,28,2023-05-11 13:12:26.318540
1816,-100,1893,-107374182,30,2023-05-11 13:12:26.652409
2228,-91,1903,-107374182,20,2023-05-11 13:12:27.016349
4179,-103,1996,-107374182,38,2023-05-11 13:12:27.269067
3907,-90,2116,-107374182,22,2023-05-11 13:12:27.584877
1446,-104,2150,-107374182,36,2023-05-11 13:12:27.885749
1920,-94,2116,-107374182,26,2023-05-11 13:12:28.241590
1670,-97,2092,-107374182,28,2023-05-11 13:12:28.583956
1650,-102,2042,-107374182,34,2023-05-11 13:12:28.896745
2086,-90,2030,-107374182,20,2023-05-11 13:12:29.230124
2450,-103,2059,-107374182,36,2023-05-11 13:12:29.591639
1692,-95,2022,-107374182,26,2023-05-11 13:12:29.936623
3100,-98,2083,-107374182,28,2023-05-11 13:12:30.270578
1182,-102,2095,-107374182,34,2023-05-11 13:12:30.622786
1540,-91,2040,-107374182,22,2023-05-11 13:12:30.956443
1632,-104,1996,-107374182,38,2023-05-11 13:12:31.206830
1770,-91,1969,-107374182,22,2023-05-11 13:12:31.547512
1790,-100,1945,-107374182,32,2023-05-11 13:12:31.892626
1920,-97,1949,-107374182,30,2023-05-11 13:12:32.236070
2050,-92,1969,-107374182,20,2023-05-11 13:12:32.588610
2970,-103,2000,-107374182,36,2023-05-11 13:12:32.925313
2950,-94,2121,-107374182,26,2023-05-11 13:12:33.299127
1830,-97,2110,-107374182,28,2023-05-11 13:12:33.631723
1482,-101,2049,-107374182,34,2023-05-11 13:12:33.987674
1650,-90,2011,-107374182,22,2023-05-11 13:12:34.322348
2160,-103,2005,-107374182,36,2023-05-11 13:12:34.607581
1902,-91,2004,-107374182,22,2023-05-11 13:12:34.896939
2440,-103,2001,-107374182,36,2023-05-11 13:12:35.160315
2610,-91,2030,-107374182,22,2023-05-11 13:12:35.476139
2012,-101,2033,-107374182,32,2023-05-11 13:12:35.815429
1812,-101,2029,-107374182,30,2023-05-11 13:12:36.169531
1940,-92,2022,-107374182,24,2023-05-11 13:12:36.504829
1962,-103,2015,-107374182,38,2023-05-11 13:12:36.857156
2132,-93,2043,-107374182,26,2023-05-11 13:12:37.209101
1792,-98,2007,-107374182,28,2023-05-11 13:12:37.567618
1500,-102,1981,-107374182,38,2023-05-11 13:12:37.916567
1780,-90,1970,-107374182,20,2023-05-11 13:12:38.230991
1360,-103,1934,-107374182,38,2023-05-11 13:12:38.503984
1312,-91,1883,-107374182,22,2023-05-11 13:12:38.836277
2172,-103,1872,-107374182,32,2023-05-11 13:12:39.149958
2390,-99,1929,-107374182,30,2023-05-11 13:12:39.543511
2401,-91,1976,-107374182,22,2023-05-11 13:12:39.967024
4103,-97,2102,-107374182,24,2023-05-11 13:12:40.419617
1842,-103,2202,-107374182,38,2023-05-11 13:12:40.762724
1420,-99,2152,-107374182,30,2023-05-11 13:12:41.199858
1522,-91,2105,-107374182,22,2023-05-11 13:12:41.693100
2026,-94,2034,-107374182,24,2023-05-11 13:12:42.116004
2170,-102,2059,-107374182,32,2023-05-11 13:12:42.531482
2302,-104,2086,-107374182,38,2023-05-11 13:12:42.995614
1136,-101,2039,-107374182,30,2023-05-11 13:12:43.457641
1450,-94,1952,-107374182,26,2023-05-11 13:12:43.922341
2262,-93,1950,-107374182,24,2023-05-11 13:12:44.353805
2010,-100,1955,-107374182,32,2023-05-11 13:12:44.758665
1580,-97,1948,-107374182,30,2023-05-11 13:12:45.117200
1870,-89,1949,-107374182,22,2023-05-11 13:12:45.564153
1792,-96,1915,-107374182,28,2023-05-11 13:12:45.988294
2840,-102,1965,-107374182,36,2023-05-11 13:12:46.382370
2292,-95,1996,-107374182,22,2023-05-11 13:12:46.697374
2290,-103,2001,-107374182,32,2023-05-11 13:12:47.007822
1250,-99,1980,-107374182,34,2023-05-11 13:12:47.380709
1166,-92,1919,-107374182,20,2023-05-11 13:12:47.726296
1190,-102,1854,-107374182,38,2023-05-11 13:12:48.050774
1220,-91,1818,-107374182,26,2023-05-11 13:12:48.394319
1470,-99,1768,-107374182,28,2023-05-11 13:12:48.757478
2422,-102,1772,-107374182,38,2023-05-11 13:12:49.121451
2676,-93,1833,-107374182,22,2023-05-11 13:12:49.497209
2430,-101,1869,-107374182,32,2023-05-11 13:12:49.781388
1642,-99,1878,-107374182,34,2023-05-11 13:12:50.170361
2032,-90,1896,-107374182,20,2023-05-11 13:12:50.553400
1692,-103,1888,-107374182,36,2023-05-11 13:12:50.878344
1192,-99,1848,-107374182,26,2023-05-11 13:12:51.212739
1626,-98,1817,-107374182,28,2023-05-11 13:12:51.534834
1466,-101,1789,-107374182,34,2023-05-11 13:12:51.878219
2130,-93,1804,-107374182,20,2023-05-11 13:12:52.215230
1612,-103,1796,-107374182,36,2023-05-11 13:12:52.555487
1972,-96,1796,-107374182,26,2023-05-11 13:12:52.889606
3079,-101,1880,-107374182,32,2023-05-11 13:12:53.182540
2236,-96,1950,-107374182,30,2023-05-11 13:12:53.468412
1992,-96,1945,-107374182,24,2023-05-11 13:12:53.842786
3075,-103,1973,-107374182,38,2023-05-11 13:12:54.154940
3037,-92,2064,-107374182,22,2023-05-11 13:12:54.489019
1996,-103,2078,-107374182,32,2023-05-11 13:12:54.820874
1750,-98,2060,-107374182,30,2023-05-11 13:12:55.176652
2070,-93,2059,-107374182,24,2023-05-11 13:12:55.500663
1780,-101,2060,-107374182,38,2023-05-11 13:12:55.824226
2160,-90,2070,-107374182,20,2023-05-11 13:12:56.149282
1680,-103,2043,-107374182,36,2023-05-11 13:12:56.444805
1580,-93,2012,-107374182,22,2023-05-11 13:12:56.718698
2990,-106,2032,-107374182,36,2023-05-11 13:12:57.041546
2486,-94,2085,-107374182,26,2023-05-11 13:12:57.377872
1790,-98,2059,-107374182,28,2023-05-11 13:12:57.722018
1686,-100,2019,-107374182,34,2023-05-11 13:12:58.065115
2546,-90,2056,-107374182,22,2023-05-11 13:12:58.419056
1450,-103,2020,-107374182,36,2023-05-11 13:12:58.743226
1492,-98,1988,-107374182,30,2023-05-11 13:12:59.131612
2300,-92,1987,-107374182,20,2023-05-11 13:12:59.537940
2212,-94,2016,-107374182,24,2023-05-11 13:13:00.052812
2356,-101,2021,-107374182,32,2023-05-11 13:13:00.455216
1712,-100,1982,-107374182,34,2023-05-11 13:13:00.849706
1530,-96,1961,-107374182,26,2023-05-11 13:13:01.292059
1472,-90,1877,-107374182,20,2023-05-11 13:13:01.756323
1740,-98,1847,-107374182,28,2023-05-11 13:13:02.160753
2230,-102,1873,-107374182,34,2023-05-11 13:13:02.543536
2594,-96,1962,-107374182,26,2023-05-11 13:13:03.007093
3140,-95,2109,-107374182,22,2023-05-11 13:13:03.502062
1572,-96,2091,-107374182,24,2023-05-11 13:13:03.936022
2442,-102,2080,-107374182,36,2023-05-11 13:13:04.341273
1402,-102,2062,-107374182,34,2023-05-11 13:13:04.786313
1656,-96,2021,-107374182,26,2023-05-11 13:13:05.228864
1262,-94,1952,-107374182,20,2023-05-11 13:13:05.692099
1936,-95,1921,-107374182,24,2023-05-11 13:13:06.151726
1586,-103,1899,-107374182,36,2023-05-11 13:13:06.522136
2263,-93,1896,-107374182,22,2023-05-11 13:13:06.838583
3062,-100,1999,-107374182,28,2023-05-11 13:13:07.199829
2426,-101,2050,-107374182,34,2023-05-11 13:13:07.551197
2076,-90,2057,-107374182,22,2023-05-11 13:13:07.927930
1916,-103,2044,-107374182,32,2023-05-11 13:13:08.250826
1310,-100,2013,-107374182,30,2023-05-11 13:13:08.615750
1772,-94,1962,-107374182,24,2023-05-11 13:13:08.979819
1970,-103,1954,-107374182,38,2023-05-11 13:13:09.309728
1927,-94,1950,-107374182,26,2023-05-11 13:13:09.684164
2785,-99,2004,-107374182,28,2023-05-11 13:13:10.007599
2231,-100,2051,-107374182,30,2023-05-11 13:13:10.320771
1040,-93,2023,-107374182,24,2023-05-11 13:13:10.627465
3397,-103,2020,-107374182,38,2023-05-11 13:13:10.944662
3638,-90,2153,-107374182,22,2023-05-11 13:13:11.309085
1470,-103,2143,-107374182,32,2023-05-11 13:13:11.623084
1312,-98,2083,-107374182,30,2023-05-11 13:13:11.977024
2026,-94,2062,-107374182,24,2023-05-11 13:13:12.319260
3110,-102,2116,-107374182,38,2023-05-11 13:13:12.643179
3202,-91,2199,-107374182,22,2023-05-11 13:13:13.025613
2320,-100,2229,-107374182,32,2023-05-11 13:13:13.339667
1572,-99,2196,-107374182,30,2023-05-11 13:13:13.673880
2202,-93,2194,-107374182,20,2023-05-11 13:13:14.013904
1260,-104,2133,-107374182,38,2023-05-11 13:13:14.313288
1132,-90,2064,-107374182,22,2023-05-11 13:13:14.663386
1582,-102,1996,-107374182,32,2023-05-11 13:13:15.018935
1312,-103,1958,-107374182,34,2023-05-11 13:13:15.384470
1660,-91,1913,-107374182,20,2023-05-11 13:13:15.737977
2982,-104,1955,-107374182,36,2023-05-11 13:13:16.092993
2503,-100,2013,-107374182,30,2023-05-11 13:13:16.465236
2452,-93,2056,-107374182,24,2023-05-11 13:13:16.808528
1956,-101,2059,-107374182,38,2023-05-11 13:13:17.123989
1800,-92,2049,-107374182,22,2023-05-11 13:13:17.449290
1616,-104,2002,-107374182,38,2023-05-11 13:13:17.724967
1336,-95,1956,-107374182,26,2023-05-11 13:13:18.088892
1416,-97,1890,-107374182,28,2023-05-11 13:13:18.442386
1650,-102,1859,-107374182,34,2023-05-11 13:13:18.775178
1820,-90,1866,-107374182,22,2023-05-11 13:13:19.159661
932,-103,1800,-107374182,32,2023-05-11 13:13:19.503002
2320,-102,1781,-107374182,34,2023-05-11 13:13:19.893834
2612,-93,1893,-107374182,26,2023-05-11 13:13:20.365454
2480,-90,1950,-107374182,22,2023-05-11 13:13:20.839898
2382,-100,1995,-107374182,28,2023-05-11 13:13:21.228360
2012,-103,1996,-107374182,38,2023-05-11 13:13:21.616025
2076,-93,2009,-107374182,26,2023-05-11 13:13:22.011043
1316,-98,1941,-107374182,28,2023-05-11 13:13:22.347678
1400,-101,1895,-107374182,34,2023-05-11 13:13:22.697072
1782,-92,1880,-107374182,22,2023-05-11 13:13:23.047142
1900,-101,1877,-107374182,32,2023-05-11 13:13:23.387293
2063,-98,1861,-107374182,30,2023-05-11 13:13:23.749143
3181,-90,2019,-107374182,20,2023-05-11 13:13:24.173948
1512,-96,1995,-107374182,24,2023-05-11 13:13:24.642174
2142,-105,1954,-107374182,36,2023-05-11 13:13:25.021320
2172,-94,1976,-107374182,22,2023-05-11 13:13:25.319615
1640,-103,1950,-107374182,36,2023-05-11 13:13:25.619382
1740,-96,1938,-107374182,26,2023-05-11 13:13:25.919690
2022,-102,1943,-107374182,28,2023-05-11 13:13:26.247505
1800,-101,1942,-107374182,34,2023-05-11 13:13:26.581551
1972,-90,1947,-107374182,20,2023-05-11 13:13:26.935437
1400,-102,1911,-107374182,36,2023-05-11 13:13:27.268468
1712,-94,1892,-107374182,26,2023-05-11 13:13:27.602146
1946,-98,1893,-107374182,28,2023-05-11 13:13:27.955570
1370,-103,1846,-107374182,38,2023-05-11 13:13:28.318579
1560,-89,1818,-107374182,22,2023-05-11 13:13:28.661380
2062,-104,1807,-107374182,36,2023-05-11 13:13:28.936206
1872,-91,1813,-107374182,22,2023-05-11 13:13:29.241979
1530,-102,1789,-107374182,36,2023-05-11 13:13:29.478266
2412,-91,1806,-107374182,22,2023-05-11 13:13:29.820106
2050,-102,1851,-107374182,32,2023-05-11 13:13:30.146978
2392,-101,1883,-107374182,34,2023-05-11 13:13:30.531364
3059,-91,2010,-107374182,22,2023-05-11 13:13:30.919109
3552,-101,2095,-107374182,32,2023-05-11 13:13:31.262266
1862,-98,2145,-107374182,30,2023-05-11 13:13:31.605757
1622,-95,2100,-107374182,24,2023-05-11 13:13:31.932847
1166,-103,2045,-107374182,38,2023-05-11 13:13:32.244522
1360,-91,1991,-107374182,22,2023-05-11 13:13:32.603112
1626,-102,1951,-107374182,32,2023-05-11 13:13:32.896340
1996,-93,1948,-107374182,26,2023-05-11 13:13:33.196274
1756,-99,1944,-107374182,28,2023-05-11 13:13:33.527888
3036,-98,1981,-107374182,30,2023-05-11 13:13:33.856004
3933,-92,2139,-107374182,20,2023-05-11 13:13:34.201918
1552,-103,2177,-107374182,36,2023-05-11 13:13:34.555801
1420,-98,2126,-107374182,30,2023-05-11 13:13:34.929634
1902,-98,2078,-107374182,24,2023-05-11 13:13:35.250934
1616,-103,2041,-107374182,38,2023-05-11 13:13:35.646522
980,-100,1967,-107374182,30,2023-05-11 13:13:36.072471
1560,-92,1888,-107374182,24,2023-05-11 13:13:36.403184
1806,-101,1878,-107374182,38,2023-05-11 13:13:36.719147
1462,-89,1855,-107374182,22,2023-05-11 13:13:37.051788
1272,-104,1812,-107374182,36,2023-05-11 13:13:37.358279
2032,-93,1807,-107374182,26,2023-05-11 13:13:37.681686
2722,-100,1869,-107374182,28,2023-05-11 13:13:38.045547
2156,-102,1918,-107374182,38,2023-05-11 13:13:38.408929
1556,-89,1904,-107374182,22,2023-05-11 13:13:38.764421
1890,-101,1880,-107374182,32,2023-05-11 13:13:39.096228
1402,-101,1860,-107374182,34,2023-05-11 13:13:39.471866
1762,-90,1833,-107374182,20,2023-05-11 13:13:39.829954
1660,-102,1813,-107374182,32,2023-05-11 13:13:40.225312
2146,-103,1828,-107374182,38,2023-05-11 13:13:40.688075
2072,-100,1863,-107374182,30,2023-05-11 13:13:41.154342
1268,-90,1852,-107374182,22,2023-05-11 13:13:41.548742
4255,-97,1993,-107374182,28,2023-05-11 13:13:41.963249
1232,-104,2069,-107374182,38,2023-05-11 13:13:42.329264
1592,-96,2021,-107374182,30,2023-05-11 13:13:42.780285
2166,-94,2014,-107374182,26,2023-05-11 13:13:43.282841
2096,-91,1987,-107374182,20,2023-05-11 13:13:43.709019
2272,-104,2000,-107374182,36,2023-05-11 13:13:44.148688
1800,-104,1966,-107374182,38,2023-05-11 13:13:44.612753
1602,-99,1939,-107374182,34,2023-05-11 13:13:45.078074
1352,-94,1911,-107374182,20,2023-05-11 13:13:45.387030
1460,-103,1860,-107374182,36,2023-05-11 13:13:45.730508
1502,-95,1837,-107374182,26,2023-05-11 13:13:46.093697
1726,-97,1814,-107374182,28,2023-05-11 13:13:46.449608
2247,-102,1827,-107374182,38,2023-05-11 13:13:46.835268
2387,-95,1884,-107374182,26,2023-05-11 13:13:47.209247
2266,-99,1920,-107374182,28,2023-05-11 13:13:47.538570
2272,-103,1959,-107374182,38,2023-05-11 13:13:48.003128
2220,-101,1943,-107374182,34,2023-05-11 13:13:48.486281
1660,-98,1982,-107374182,30,2023-05-11 13:13:48.911132
1622,-96,1953,-107374182,28,2023-05-11 13:13:49.216502
1326,-100,1912,-107374182,34,2023-05-11 13:13:49.591625
1862,-97,1916,-107374182,30,2023-05-11 13:13:50.083727
1802,-92,1875,-107374182,22,2023-05-11 13:13:50.498234
3002,-101,1918,-107374182,36,2023-05-11 13:13:50.793271
2736,-93,1990,-107374182,26,2023-05-11 13:13:51.113801
1490,-100,1964,-107374182,28,2023-05-11 13:13:51.451765
2132,-103,1928,-107374182,34,2023-05-11 13:13:51.816270
3894,-89,2107,-107374182,22,2023-05-11 13:13:52.169748
1776,-100,2138,-107374182,32,2023-05-11 13:13:52.551815
1316,-100,2085,-107374182,34,2023-05-11 13:13:52.897475
2390,-92,2085,-107374182,20,2023-05-11 13:13:53.266761
1922,-102,2073,-107374182,36,2023-05-11 13:13:53.612609
2690,-99,2089,-107374182,30,2023-05-11 13:13:53.965037
2286,-97,2130,-107374182,24,2023-05-11 13:13:54.302495
2176,-102,2121,-107374182,38,2023-05-11 13:13:54.635599
1942,-92,2117,-107374182,22,2023-05-11 13:13:55.008952
1790,-100,2081,-107374182,28,2023-05-11 13:13:55.403170
1700,-102,2030,-107374182,38,2023-05-11 13:13:55.747035
2236,-93,2036,-107374182,22,2023-05-11 13:13:56.121120
2180,-103,2055,-107374182,32,2023-05-11 13:13:56.464616
2398,-101,2078,-107374182,34,2023-05-11 13:13:56.825815
2603,-91,2136,-107374182,20,2023-05-11 13:13:57.170587
2242,-103,2141,-107374182,28,2023-05-11 13:13:57.614590
1702,-104,2120,-107374182,38,2023-05-11 13:13:58.056006
1540,-100,2073,-107374182,34,2023-05-11 13:13:58.502219
1720,-93,2043,-107374182,20,2023-05-11 13:13:58.846164
1182,-103,1988,-107374182,36,2023-05-11 13:13:59.169962
1286,-97,1936,-107374182,26,2023-05-11 13:13:59.534890
2372,-95,1960,-107374182,24,2023-05-11 13:13:59.968304
1286,-101,1898,-107374182,28,2023-05-11 13:14:00.432039
1506,-103,1849,-107374182,36,2023-05-11 13:14:00.865752
2072,-96,1849,-107374182,30,2023-05-11 13:14:01.252079
2400,-91,1920,-107374182,24,2023-05-11 13:14:01.608847
2056,-102,1939,-107374182,38,2023-05-11 13:14:01.932549
1802,-93,1955,-107374182,22,2023-05-11 13:14:02.317499
1640,-92,1908,-107374182,20,2023-05-11 13:14:02.783774
1320,-99,1851,-107374182,28,2023-05-11 13:14:03.239384
1502,-103,1808,-107374182,38,2023-05-11 13:14:03.661049
1186,-104,1784,-107374182,34,2023-05-11 13:14:04.134431
2050,-93,1756,-107374182,26,2023-05-11 13:14:04.597884
2562,-90,1846,-107374182,20,2023-05-11 13:14:05.062488
1840,-92,1850,-107374182,24,2023-05-11 13:14:05.547794
1882,-103,1832,-107374182,32,2023-05-11 13:14:05.961246
1290,-103,1806,-107374182,34,2023-05-11 13:14:06.345583
1842,-93,1801,-107374182,20,2023-05-11 13:14:06.698262
1460,-99,1774,-107374182,28,2023-05-11 13:14:07.142414
2192,-106,1809,-107374182,36,2023-05-11 13:14:07.605453
1582,-99,1804,-107374182,34,2023-05-11 13:14:08.019011
1562,-95,1802,-107374182,26,2023-05-11 13:14:08.482242
1912,-92,1813,-107374182,22,2023-05-11 13:14:09.004713
1170,-96,1755,-107374182,28,2023-05-11 13:14:09.378917
1732,-99,1758,-107374182,30,2023-05-11 13:14:09.668693
1792,-92,1768,-107374182,20,2023-05-11 13:14:10.065582
2290,-103,1765,-107374182,36,2023-05-11 13:14:10.388054
1722,-96,1807,-107374182,30,2023-05-11 13:14:10.761912
1960,-93,1805,-107374182,24,2023-05-11 13:14:11.126473
2086,-103,1821,-107374182,38,2023-05-11 13:14:11.439140
2422,-93,1847,-107374182,26,2023-05-11 13:14:11.813090
2702,-102,1911,-107374182,32,2023-05-11 13:14:12.126785
2399,-99,1927,-107374182,34,2023-05-11 13:14:12.498287
3147,-93,2019,-107374182,20,2023-05-11 13:14:12.826090
1260,-104,2033,-107374182,36,2023-05-11 13:14:13.157714
872,-96,1935,-107374182,26,2023-05-11 13:14:13.566506
1650,-93,1894,-107374182,26,2023-05-11 13:14:14.085734
2002,-90,1862,-107374182,20,2023-05-11 13:14:14.570885
