dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 15:11:49.771303, 
 ,1, ,2023-05-17 15:11:50.955044
2, ,2023-05-17 15:11:52.270095, 
 ,2, ,2023-05-17 15:11:52.601478
3, ,2023-05-17 15:11:54.100774, 
 ,3, ,2023-05-17 15:11:55.195718
4, ,2023-05-17 15:11:56.692348, 
 ,4, ,2023-05-17 15:11:57.482077
5, ,2023-05-17 15:11:58.738163, 
 ,5, ,2023-05-17 15:11:59.882904
6, ,2023-05-17 15:12:00.863998, 
 ,6, ,2023-05-17 15:12:02.199187
7, ,2023-05-17 15:12:03.030036, 
 ,7, ,2023-05-17 15:12:04.325282
8, ,2023-05-17 15:12:05.591159, 
 ,8, ,2023-05-17 15:12:06.450511
9, ,2023-05-17 15:12:07.746045, 
 ,9, ,2023-05-17 15:12:08.372892
10, ,2023-05-17 15:12:09.748461, 
 ,10, ,2023-05-17 15:12:10.750124
11, ,2023-05-17 15:12:12.108493, 
 ,11, ,2023-05-17 15:12:12.979692
12, ,2023-05-17 15:12:14.459738, 
 ,12, ,2023-05-17 15:12:15.167798
13, ,2023-05-17 15:12:16.300408, 
 ,13, ,2023-05-17 15:12:17.594998
