dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-11 11:29:45.532529, 
 ,1, ,2023-05-11 11:29:45.919912
2, ,2023-05-11 11:29:46.385586, 
 ,2, ,2023-05-11 11:29:46.833969
3, ,2023-05-11 11:29:47.585730, 
 ,3, ,2023-05-11 11:29:48.012100
4, ,2023-05-11 11:29:48.576325, 
 ,4, ,2023-05-11 11:29:49.347725
5, ,2023-05-11 11:29:49.757742, 
 ,5, ,2023-05-11 11:29:50.374168
6, ,2023-05-11 11:29:51.225650, 
 ,6, ,2023-05-11 11:29:51.661686
7, ,2023-05-11 11:29:52.257812, 
 ,7, ,2023-05-11 11:29:52.973043
8, ,2023-05-11 11:29:53.470382, 
 ,8, ,2023-05-11 11:29:54.040119
9, ,2023-05-11 11:29:54.814514, 
 ,9, ,2023-05-11 11:29:55.180047
10, ,2023-05-11 11:29:55.910913, 
 ,10, ,2023-05-11 11:29:56.491461
11, ,2023-05-11 11:29:57.127888, 
 ,11, ,2023-05-11 11:29:57.615031
12, ,2023-05-11 11:29:58.233720, 
 ,12, ,2023-05-11 11:29:58.964370
13, ,2023-05-11 11:29:59.602081, 
 ,13, ,2023-05-11 11:29:59.987427
14, ,2023-05-11 11:30:00.674737, 
 ,14, ,2023-05-11 11:30:01.330436
15, ,2023-05-11 11:30:01.926693, 
 ,15, ,2023-05-11 11:30:02.380563
16, ,2023-05-11 11:30:02.978987, 
 ,16, ,2023-05-11 11:30:03.783543
17, ,2023-05-11 11:30:04.352023, 
 ,17, ,2023-05-11 11:30:04.727216
18, ,2023-05-11 11:30:05.479839, 
 ,18, ,2023-05-11 11:30:06.130783
19, ,2023-05-11 11:30:06.772439, 
 ,19, ,2023-05-11 11:30:07.239398
20, ,2023-05-11 11:30:08.200388, 
 ,20, ,2023-05-11 11:30:08.535610
21, ,2023-05-11 11:30:09.113731, 
 ,21, ,2023-05-11 11:30:09.680875
22, ,2023-05-11 11:30:10.248976, 
 ,22, ,2023-05-11 11:30:10.879757
23, ,2023-05-11 11:30:11.611852, 
 ,23, ,2023-05-11 11:30:11.965382
24, ,2023-05-11 11:30:12.612212, 
 ,24, ,2023-05-11 11:30:13.333385
25, ,2023-05-11 11:30:13.955210, 
 ,25, ,2023-05-11 11:30:14.356382
26, ,2023-05-11 11:30:15.037362, 
 ,26, ,2023-05-11 11:30:15.686635
27, ,2023-05-11 11:30:16.317042, 
 ,27, ,2023-05-11 11:30:16.753979
28, ,2023-05-11 11:30:17.475192, 
 ,28, ,2023-05-11 11:30:18.158360
29, ,2023-05-11 11:30:18.730226, 
 ,29, ,2023-05-11 11:30:19.114875
30, ,2023-05-11 11:30:19.894133, 
 ,30, ,2023-05-11 11:30:20.588921
31, ,2023-05-11 11:30:21.134861, 
 ,31, ,2023-05-11 11:30:21.598638
32, ,2023-05-11 11:30:22.277824, 
 ,32, ,2023-05-11 11:30:22.990558
33, ,2023-05-11 11:30:23.559475, 
 ,33, ,2023-05-11 11:30:24.058290
34, ,2023-05-11 11:30:24.861375, 
 ,34, ,2023-05-11 11:30:25.580357
35, ,2023-05-11 11:30:26.090049, 
 ,35, ,2023-05-11 11:30:26.438683
