dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 13:45:10.433490, 
 ,1, ,2023-05-15 13:45:10.838992
2, ,2023-05-15 13:45:12.163357, 
 ,2, ,2023-05-15 13:45:12.425014
3, ,2023-05-15 13:45:13.840747, 
 ,3, ,2023-05-15 13:45:14.103817
4, ,2023-05-15 13:45:15.547419, 
 ,4, ,2023-05-15 13:45:15.749446
5, ,2023-05-15 13:45:16.063395, 
 ,5, ,2023-05-15 13:45:16.554872
6, ,2023-05-15 13:45:18.270146, 
 ,6, ,2023-05-15 13:45:18.522413
7, ,2023-05-15 13:45:19.990370, 
 ,7, ,2023-05-15 13:45:20.233226
8, ,2023-05-15 13:45:20.961499, 
 ,8, ,2023-05-15 13:45:21.144184
9, ,2023-05-15 13:45:21.749886, 
 ,9, ,2023-05-15 13:45:21.992200
10, ,2023-05-15 13:45:22.863643, 
 ,10, ,2023-05-15 13:45:23.066365
11, ,2023-05-15 13:45:23.573795, 
 ,11, ,2023-05-15 13:45:23.959005
12, ,2023-05-15 13:45:24.790659, 
 ,12, ,2023-05-15 13:45:25.297747
13, ,2023-05-15 13:45:26.638527, 
 ,13, ,2023-05-15 13:45:26.942663
14, ,2023-05-15 13:45:28.239719, 
 ,14, ,2023-05-15 13:45:28.882415
15, ,2023-05-15 13:45:30.630665, 
 ,15, ,2023-05-15 13:45:30.855537
16, ,2023-05-15 13:45:31.281662, 
 ,16, ,2023-05-15 13:45:31.892954
17, ,2023-05-15 13:45:32.848773, 
 ,17, ,2023-05-15 13:45:33.080869
18, ,2023-05-15 13:45:33.558529, 
 ,18, ,2023-05-15 13:45:33.971308
19, ,2023-05-15 13:45:34.804105, 
 ,19, ,2023-05-15 13:45:35.371411
20, ,2023-05-15 13:45:36.786627, 
 ,20, ,2023-05-15 13:45:37.063747
21, ,2023-05-15 13:45:38.267364, 
 ,21, ,2023-05-15 13:45:38.694380
22, ,2023-05-15 13:45:39.656842, 
 ,22, ,2023-05-15 13:45:39.818791
23, ,2023-05-15 13:45:40.153904, 
 ,23, ,2023-05-15 13:45:40.528632
24, ,2023-05-15 13:45:41.327367, 
 ,24, ,2023-05-15 13:45:41.531678
25, ,2023-05-15 13:45:41.921178, 
 ,25, ,2023-05-15 13:45:42.631367
26, ,2023-05-15 13:45:43.525300, 
 ,26, ,2023-05-15 13:45:43.723356
27, ,2023-05-15 13:45:44.716155, 
 ,27, ,2023-05-15 13:45:44.898211
28, ,2023-05-15 13:45:45.376439, 
 ,28, ,2023-05-15 13:45:45.660230
29, ,2023-05-15 13:45:46.819032, 
 ,29, ,2023-05-15 13:45:47.102552
30, ,2023-05-15 13:45:48.283489, 
 ,30, ,2023-05-15 13:45:48.587727
31, ,2023-05-15 13:45:50.233333, 
 ,31, ,2023-05-15 13:45:50.414564
32, ,2023-05-15 13:45:51.918366, 
 ,32, ,2023-05-15 13:45:52.182282
33, ,2023-05-15 13:45:53.634652, 
 ,33, ,2023-05-15 13:45:53.816428
