latency,RSSI,attn1,attn2,TIMESTAMP
151,-91,-107374182,38,2023-03-28 15:48:51.357309
151,-91,-107374182,38,2023-03-28 15:48:51.663316
151,-91,-107374182,38,2023-03-28 15:48:51.878201
149,-91,-107374182,38,2023-03-28 15:48:52.145048
151,-91,-107374182,38,2023-03-28 15:48:52.363670
150,-91,-107374182,38,2023-03-28 15:48:52.580963
147,-90,-107374182,38,2023-03-28 15:48:52.763486
148,-91,-107374182,38,2023-03-28 15:48:52.974370
147,-91,-107374182,38,2023-03-28 15:48:53.190101
146,-91,-107374182,38,2023-03-28 15:48:53.434493
150,-91,-107374182,38,2023-03-28 15:48:53.630745
151,-90,-107374182,38,2023-03-28 15:48:53.899430
151,-91,-107374182,38,2023-03-28 15:48:54.088129
151,-90,-107374182,38,2023-03-28 15:48:54.309808
150,-91,-107374182,38,2023-03-28 15:48:54.542486
151,-91,-107374182,38,2023-03-28 15:48:54.763658
145,-91,-107374182,38,2023-03-28 15:48:55.001611
151,-90,-107374182,38,2023-03-28 15:48:55.211695
151,-91,-107374182,37,2023-03-28 15:48:55.443279
147,-91,-107374182,37,2023-03-28 15:48:55.665981
149,-90,-107374182,37,2023-03-28 15:48:55.897737
150,-90,-107374182,37,2023-03-28 15:48:56.122394
135,-90,-107374182,37,2023-03-28 15:48:56.352490
150,-90,-107374182,37,2023-03-28 15:48:56.516601
150,-90,-107374182,37,2023-03-28 15:48:56.672798
150,-90,-107374182,37,2023-03-28 15:48:56.820215
151,-91,-107374182,37,2023-03-28 15:48:56.984234
150,-90,-107374182,37,2023-03-28 15:48:57.152284
147,-90,-107374182,37,2023-03-28 15:48:57.321368
151,-91,-107374182,37,2023-03-28 15:48:57.489778
139,-91,-107374182,37,2023-03-28 15:48:57.655278
150,-90,-107374182,37,2023-03-28 15:48:57.815451
144,-90,-107374182,37,2023-03-28 15:48:57.997776
150,-91,-107374182,37,2023-03-28 15:48:58.154359
149,-90,-107374182,37,2023-03-28 15:48:58.338827
150,-90,-107374182,37,2023-03-28 15:48:58.502229
150,-91,-107374182,37,2023-03-28 15:48:58.692351
143,-90,-107374182,37,2023-03-28 15:48:58.869960
150,-89,-107374182,37,2023-03-28 15:48:59.023665
150,-90,-107374182,37,2023-03-28 15:48:59.180229
151,-90,-107374182,37,2023-03-28 15:48:59.345831
150,-90,-107374182,37,2023-03-28 15:48:59.530941
150,-89,-107374182,37,2023-03-28 15:48:59.687546
151,-89,-107374182,37,2023-03-28 15:48:59.870819
150,-90,-107374182,37,2023-03-28 15:49:00.020625
146,-90,-107374182,37,2023-03-28 15:49:00.179973
147,-90,-107374182,37,2023-03-28 15:49:00.328767
150,-90,-107374182,37,2023-03-28 15:49:00.485240
151,-90,-107374182,37,2023-03-28 15:49:00.674349
