latency,RSSI,attn1,attn2,TIMESTAMP
108,-103,-107374182,44,2023-03-30 15:09:36.587632
150,-101,-107374182,44,2023-03-30 15:09:36.795837
94,-101,-107374182,44,2023-03-30 15:09:36.947754
150,-101,-107374182,44,2023-03-30 15:09:37.132654
150,-100,-107374182,44,2023-03-30 15:09:37.352485
29,-101,-107374182,44,2023-03-30 15:09:37.577405
101,-100,-107374182,44,2023-03-30 15:09:37.766136
150,-101,-107374182,44,2023-03-30 15:09:37.960852
153,-100,-107374182,44,2023-03-30 15:09:38.161843
4,-99,-107374182,44,2023-03-30 15:09:38.335226
87,-101,-107374182,44,2023-03-30 15:09:38.514499
138,-99,-107374182,43,2023-03-30 15:09:38.735774
93,-100,-107374182,43,2023-03-30 15:09:38.984642
56,-99,-107374182,43,2023-03-30 15:09:39.168660
36,-98,-107374182,43,2023-03-30 15:09:39.371107
53,-101,-107374182,43,2023-03-30 15:09:39.553188
8,-100,-107374182,43,2023-03-30 15:09:39.715811
101,-100,-107374182,43,2023-03-30 15:09:39.963390
3,-100,-107374182,43,2023-03-30 15:09:40.153608
86,-100,-107374182,43,2023-03-30 15:09:40.342183
134,-101,-107374182,43,2023-03-30 15:09:40.548651
29,-99,-107374182,43,2023-03-30 15:09:40.744407
128,-100,-107374182,43,2023-03-30 15:09:40.949578
54,-100,-107374182,43,2023-03-30 15:09:41.180456
110,-101,-107374182,43,2023-03-30 15:09:41.382523
13,-100,-107374182,43,2023-03-30 15:09:41.572510
70,-101,-107374182,43,2023-03-30 15:09:41.773324
150,-100,-107374182,43,2023-03-30 15:09:41.973528
36,-102,-107374182,43,2023-03-30 15:09:42.157628
115,-100,-107374182,42,2023-03-30 15:09:42.341895
158,-100,-107374182,42,2023-03-30 15:09:42.542073
83,-99,-107374182,42,2023-03-30 15:09:42.722991
124,-101,-107374182,42,2023-03-30 15:09:42.923547
80,-98,-107374182,42,2023-03-30 15:09:43.123904
152,-97,-107374182,42,2023-03-30 15:09:43.306729
210,-97,-107374182,42,2023-03-30 15:09:43.507303
235,-100,-107374182,42,2023-03-30 15:09:43.708250
203,-98,-107374182,42,2023-03-30 15:09:43.924362
252,-96,-107374182,42,2023-03-30 15:09:44.124191
250,-99,-107374182,42,2023-03-30 15:09:44.347557
240,-98,-107374182,42,2023-03-30 15:09:44.570289
222,-98,-107374182,42,2023-03-30 15:09:44.793983
246,-100,-107374182,42,2023-03-30 15:09:45.042469
196,-101,-107374182,42,2023-03-30 15:09:45.247674
24,-101,-107374182,42,2023-03-30 15:09:45.448223
150,-102,-107374182,42,2023-03-30 15:09:45.628373
78,-99,-107374182,41,2023-03-30 15:09:45.815225
130,-100,-107374182,41,2023-03-30 15:09:46.013005
16,-99,-107374182,41,2023-03-30 15:09:46.223032
69,-100,-107374182,41,2023-03-30 15:09:46.412526
122,-96,-107374182,41,2023-03-30 15:09:46.621877
237,-97,-107374182,41,2023-03-30 15:09:46.833411
248,-95,-107374182,41,2023-03-30 15:09:47.037784
239,-96,-107374182,41,2023-03-30 15:09:47.230696
242,-95,-107374182,41,2023-03-30 15:09:47.451202
245,-96,-107374182,41,2023-03-30 15:09:47.651372
247,-96,-107374182,41,2023-03-30 15:09:47.830058
242,-96,-107374182,41,2023-03-30 15:09:48.067496
221,-96,-107374182,41,2023-03-30 15:09:48.284154
236,-97,-107374182,41,2023-03-30 15:09:48.473953
223,-96,-107374182,41,2023-03-30 15:09:48.679281
224,-99,-107374182,41,2023-03-30 15:09:48.888718
223,-99,-107374182,41,2023-03-30 15:09:49.089767
212,-100,-107374182,40,2023-03-30 15:09:49.295623
182,-99,-107374182,40,2023-03-30 15:09:49.494596
75,-97,-107374182,40,2023-03-30 15:09:49.723080
136,-97,-107374182,40,2023-03-30 15:09:49.939835
188,-98,-107374182,40,2023-03-30 15:09:50.128304
196,-99,-107374182,40,2023-03-30 15:09:50.308630
200,-97,-107374182,40,2023-03-30 15:09:50.523665
196,-96,-107374182,40,2023-03-30 15:09:50.709812
196,-98,-107374182,40,2023-03-30 15:09:50.919495
196,-97,-107374182,40,2023-03-30 15:09:51.150470
198,-98,-107374182,40,2023-03-30 15:09:51.389829
183,-98,-107374182,40,2023-03-30 15:09:51.590406
187,-96,-107374182,40,2023-03-30 15:09:51.792532
193,-98,-107374182,40,2023-03-30 15:09:51.992377
194,-97,-107374182,40,2023-03-30 15:09:52.192190
198,-97,-107374182,40,2023-03-30 15:09:52.407898
192,-98,-107374182,40,2023-03-30 15:09:52.625518
186,-95,-107374182,39,2023-03-30 15:09:52.835561
197,-97,-107374182,39,2023-03-30 15:09:53.042817
195,-95,-107374182,39,2023-03-30 15:09:53.277891
188,-95,-107374182,39,2023-03-30 15:09:53.480815
187,-97,-107374182,39,2023-03-30 15:09:53.695424
197,-95,-107374182,39,2023-03-30 15:09:53.888261
193,-96,-107374182,39,2023-03-30 15:09:54.089767
186,-97,-107374182,39,2023-03-30 15:09:54.322519
191,-97,-107374182,39,2023-03-30 15:09:54.553802
196,-95,-107374182,39,2023-03-30 15:09:54.780823
193,-95,-107374182,39,2023-03-30 15:09:54.965545
196,-95,-107374182,39,2023-03-30 15:09:55.177029
196,-96,-107374182,39,2023-03-30 15:09:55.404333
195,-95,-107374182,39,2023-03-30 15:09:55.582903
194,-95,-107374182,39,2023-03-30 15:09:55.814503
192,-95,-107374182,39,2023-03-30 15:09:56.026259
195,-94,-107374182,38,2023-03-30 15:09:56.235239
195,-93,-107374182,38,2023-03-30 15:09:56.468648
195,-94,-107374182,38,2023-03-30 15:09:56.669569
193,-94,-107374182,38,2023-03-30 15:09:56.869998
193,-95,-107374182,38,2023-03-30 15:09:57.070089
194,-95,-107374182,38,2023-03-30 15:09:57.266534
187,-95,-107374182,38,2023-03-30 15:09:57.459182
185,-95,-107374182,38,2023-03-30 15:09:57.652522
