latency,RSSI,attn1,attn2,TIMESTAMP
257,-95,-107374182,43,2023-03-28 15:57:52.484061
248,-95,-107374182,42,2023-03-28 15:57:52.702503
261,-94,-107374182,42,2023-03-28 15:57:52.881283
260,-96,-107374182,42,2023-03-28 15:57:53.092186
258,-94,-107374182,42,2023-03-28 15:57:53.324075
260,-97,-107374182,42,2023-03-28 15:57:53.524520
259,-95,-107374182,42,2023-03-28 15:57:53.720667
258,-95,-107374182,42,2023-03-28 15:57:53.920135
238,-95,-107374182,42,2023-03-28 15:57:54.200601
257,-95,-107374182,42,2023-03-28 15:57:54.457082
254,-95,-107374182,42,2023-03-28 15:57:54.686570
238,-95,-107374182,42,2023-03-28 15:57:54.986519
257,-95,-107374182,42,2023-03-28 15:57:55.148002
252,-95,-107374182,42,2023-03-28 15:57:55.313769
243,-96,-107374182,42,2023-03-28 15:57:55.488248
255,-96,-107374182,42,2023-03-28 15:57:55.680011
251,-95,-107374182,42,2023-03-28 15:57:55.845889
254,-95,-107374182,42,2023-03-28 15:57:56.073653
254,-94,-107374182,42,2023-03-28 15:57:56.288153
243,-95,-107374182,42,2023-03-28 15:57:56.498924
241,-95,-107374182,42,2023-03-28 15:57:56.716238
248,-95,-107374182,42,2023-03-28 15:57:56.933992
252,-94,-107374182,42,2023-03-28 15:57:57.145033
252,-95,-107374182,42,2023-03-28 15:57:57.366190
250,-94,-107374182,42,2023-03-28 15:57:57.566507
250,-94,-107374182,42,2023-03-28 15:57:57.783594
246,-95,-107374182,42,2023-03-28 15:57:57.967400
245,-94,-107374182,42,2023-03-28 15:57:58.167537
247,-96,-107374182,42,2023-03-28 15:57:58.355939
250,-95,-107374182,42,2023-03-28 15:57:58.537286
248,-95,-107374182,42,2023-03-28 15:57:58.723761
248,-94,-107374182,42,2023-03-28 15:57:58.957792
248,-94,-107374182,42,2023-03-28 15:57:59.168889
247,-94,-107374182,42,2023-03-28 15:57:59.400865
