latency,RSSI,attn1,TIMESTAMP
319,-81,45,1693417826224319000
335,-82,42,1693417826455631700
332,-79,43,1693417826650296800
326,-80,45,1693417826853568200
334,-79,48,1693417827078386600
335,-78,51,1693417827276141600
336,-79,53,1693417827483989400
319,-80,54,1693417827698874400
322,-81,52,1693417827894530200
325,-80,50,1693417828081919300
331,-80,47,1693417828286274700
319,-84,45,1693417828472331500
331,-81,43,1693417828666683300
333,-80,43,1693417828867134400
315,-81,45,1693417829081629200
336,-83,48,1693417829276146100
322,-81,50,1693417829487680600
331,-82,53,1693417829674764900
331,-84,54,1693417829909181400
332,-81,52,1693417830112431000
322,-80,50,1693417830334016600
325,-83,47,1693417830554483600
324,-79,45,1693417830747486700
333,-85,42,1693417830946943200
313,-81,43,1693417831133610900
328,-85,45,1693417831320859300
335,-81,48,1693417831529012300
327,-80,50,1693417831734270800
314,-82,53,1693417831955363100
329,-81,54,1693417832161009600
320,-83,52,1693417832379971000
333,-83,49,1693417832586629100
315,-82,47,1693417832812318300
326,-83,44,1693417833027227600
331,-83,42,1693417833231205800
326,-79,44,1693417833435648200
323,-83,46,1693417833638299100
327,-82,49,1693417833890975000
329,-81,52,1693417834112445700
327,-80,54,1693417834314912000
324,-83,53,1693417834509211400
328,-80,51,1693417834709668600
327,-81,48,1693417834902749000
333,-81,46,1693417835098725400
336,-85,44,1693417835292513900
327,-86,42,1693417835492147400
332,-82,44,1693417835680421700
338,-82,46,1693417835868777200
328,-80,49,1693417836086710100
334,-81,51,1693417836291609000
327,-80,53,1693417836479907200
322,-81,54,1693417836683234400
336,-80,52,1693417836869475400
319,-80,49,1693417837076100800
318,-81,47,1693417837279715600
321,-80,45,1693417837470031800
331,-82,42,1693417837676215600
323,-85,43,1693417837883006600
337,-82,46,1693417838120677000
322,-83,49,1693417838326459900
333,-80,51,1693417838530530100
329,-80,54,1693417838732751600
326,-81,54,1693417838937066500
322,-83,51,1693417839142431800
316,-83,49,1693417839344312700
328,-79,46,1693417839563482700
331,-81,44,1693417839763382200
331,-82,42,1693417839967690100
334,-82,44,1693417840201309800
337,-80,47,1693417840403535200
327,-84,49,1693417840605971900
327,-85,52,1693417840810506900
329,-84,54,1693417841012911900
322,-82,53,1693417841234264500
317,-82,51,1693417841453956700
326,-80,48,1693417841660115000
319,-85,46,1693417841847991500
332,-82,43,1693417842053672000
326,-82,42,1693417842260467300
336,-83,45,1693417842462672800
331,-82,47,1693417842668610200
331,-79,50,1693417842888991700
329,-81,52,1693417843076822400
332,-79,54,1693417843295905300
335,-81,53,1693417843482429200
321,-82,51,1693417843670944700
332,-81,49,1693417843863210800
323,-81,46,1693417844081428900
319,-80,43,1693417844295832800
324,-81,42,1693417844485962300
331,-84,44,1693417844686666100
333,-82,47,1693417844889042300
329,-84,49,1693417845077227400
335,-82,52,1693417845295857000
323,-82,54,1693417845485890800
335,-80,54,1693417845690783800
331,-80,51,1693417845894644500
329,-83,49,1693417846112672900
327,-82,46,1693417846307168000
331,-84,44,1693417846509992000
331,-84,42,1693417846715860900
324,-83,44,1693417846902287500
336,-79,47,1693417847109208200
331,-84,49,1693417847300778000
334,-81,51,1693417847503422500
332,-81,54,1693417847705341100
335,-82,54,1693417847914727100
327,-86,51,1693417848116472500
325,-86,49,1693417848302214400
333,-83,47,1693417848489325900
330,-81,44,1693417848696006000
326,-84,42,1693417848899878800
320,-79,43,1693417849086224000
328,-83,46,1693417849291343700
326,-81,48,1693417849486985900
329,-85,51,1693417849695651300
325,-82,53,1693417849881898300
337,-83,54,1693417850068966700
330,-79,52,1693417850286852300
333,-82,50,1693417850477105400
321,-78,48,1693417850664061600
323,-81,45,1693417850881887500
317,-81,42,1693417851086382300
334,-83,43,1693417851274188100
319,-84,45,1693417851480231600
317,-86,48,1693417851683329700
334,-85,50,1693417851883705200
334,-83,53,1693417852122335000
335,-85,54,1693417852309338300
331,-85,52,1693417852515991800
331,-86,50,1693417852720362800
321,-88,47,1693417852924502000
311,-83,45,1693417853129944500
324,-85,42,1693417853333786500
326,-86,43,1693417853534858000
336,-80,45,1693417853737696800
322,-87,48,1693417853923353800
333,-88,50,1693417854114017200
336,-84,53,1693417854332358800
327,-88,54,1693417854533556500
323,-80,52,1693417854751398500
327,-81,50,1693417854970421500
327,-81,47,1693417855175926300
320,-86,45,1693417855396119100
332,-85,42,1693417855598979500
333,-81,43,1693417855805268300
328,-86,46,1693417855995864600
324,-83,48,1693417856200869300
333,-81,51,1693417856417199900
336,-82,53,1693417856620921900
325,-85,54,1693417856825342500
326,-81,51,1693417857063798100
328,-82,49,1693417857282247800
326,-79,46,1693417857489606100
326,-85,44,1693417857711297100
329,-81,42,1693417857915736000
323,-82,44,1693417858119383000
318,-82,47,1693417858324250400
331,-81,49,1693417858542183900
331,-83,52,1693417858753512500
324,-84,54,1693417858961725700
332,-80,53,1693417859181736400
332,-81,51,1693417859384558600
332,-84,48,1693417859591002200
322,-83,46,1693417859784682800
329,-85,43,1693417859983093900
329,-82,42,1693417860188140900
328,-84,45,1693417860394901800
319,-85,47,1693417860595406900
322,-83,49,1693417860784549800
330,-85,52,1693417861005173700
330,-83,54,1693417861210810400
325,-84,53,1693417861429995000
328,-83,50,1693417861653109700
322,-82,48,1693417861857298100
333,-82,44,1693417862140710500
