latency,RSSI,attn1,TIMESTAMP
220,-75,49,1693230820379315700
220,-76,55,1693230820619791100
220,-78,47,1693230820854529900
216,-77,35,1693230821085842400
221,-77,41,1693230821316635900
219,-75,47,1693230821553184500
217,-76,53,1693230821754603700
220,-78,51,1693230821971351700
221,-76,39,1693230822192213400
221,-76,39,1693230822437580600
219,-76,45,1693230822657875700
220,-75,49,1693230822872373700
215,-76,55,1693230823105322100
221,-77,47,1693230823305502000
220,-76,35,1693230823537154500
220,-78,41,1693230823770825400
221,-76,47,1693230823989382100
221,-77,53,1693230824241199500
212,-75,51,1693230824457786200
219,-77,35,1693230824688073300
221,-77,39,1693230824935124700
221,-77,45,1693230825169832200
221,-77,51,1693230825416261000
221,-77,55,1693230825632719000
222,-77,39,1693230825849340400
220,-77,37,1693230826050349300
220,-78,43,1693230826313107300
222,-80,49,1693230826514836700
219,-79,53,1693230826718095600
222,-77,47,1693230826950565400
221,-78,35,1693230827184501300
217,-78,41,1693230827416579000
220,-77,47,1693230827668196900
221,-77,53,1693230827883079600
220,-79,55,1693230828098986000
222,-77,39,1693230828330492100
221,-79,39,1693230828564720800
220,-83,45,1693230828796263400
222,-83,49,1693230829013791200
222,-81,55,1693230829272920500
222,-81,39,1693230829532901200
219,-79,39,1693230829780839800
222,-82,43,1693230830014310300
221,-79,49,1693230830233757300
220,-79,55,1693230830479445600
220,-81,47,1693230830696247100
220,-80,37,1693230830928357800
221,-80,41,1693230831160104100
215,-80,47,1693230831376712700
220,-80,53,1693230831641201500
220,-81,51,1693230831843553900
220,-82,35,1693230832075386500
218,-80,39,1693230832291815400
221,-80,45,1693230832536332600
217,-82,51,1693230832752350700
220,-81,55,1693230832985544200
220,-80,43,1693230833217526700
221,-80,37,1693230833436957400
221,-80,43,1693230833668084200
221,-81,49,1693230833916932300
221,-81,55,1693230834149441000
220,-79,47,1693230834364928300
221,-78,35,1693230834581305400
222,-79,41,1693230834815842200
221,-77,47,1693230835049062300
222,-77,53,1693230835266252600
221,-79,55,1693230835496928000
220,-81,39,1693230835729993200
221,-79,39,1693230835948445900
222,-79,43,1693230836165727000
221,-80,49,1693230836397224200
221,-82,55,1693230836613221200
213,-79,43,1693230836860754400
