latency,RSSI,attn1,TIMESTAMP
394,-96,55,1692979340549560500
353,-95,47,1692979340707332600
369,-89,39,1692979340831258100
369,-82,35,1692979340956028800
368,-83,39,1692979341098135200
368,-86,43,1692979341236779000
366,-91,47,1692979341376346900
370,-92,49,1692979341504950200
369,-96,53,1692979341640934700
346,-102,55,1692979341764429800
248,-97,51,1692979341890004600
367,-91,43,1692979342012108700
367,-84,35,1692979342137601600
366,-83,37,1692979342256821300
366,-85,41,1692979342385719500
366,-88,43,1692979342510323900
366,-91,47,1692979342633536000
366,-95,51,1692979342764969400
347,-98,53,1692979342884302000
330,-100,55,1692979343009892200
220,-97,51,1692979343128491900
364,-90,43,1692979343253769300
362,-82,35,1692979343392625900
362,-82,37,1692979343502359100
364,-86,41,1692979343608562500
363,-88,43,1692979343732400800
364,-90,47,1692979343879973700
363,-96,51,1692979344026096200
338,-101,55,1692979344152917400
338,-101,55,1692979344278690400
218,-96,47,1692979344399568700
268,-90,39,1692979344539274400
266,-81,37,1692979344663769500
268,-83,39,1692979344786288100
261,-85,43,1692979344911322000
256,-89,45,1692979345050791900
267,-91,49,1692979345188884800
268,-95,53,1692979345314044300
258,-99,55,1692979345437178800
148,-98,51,1692979345580095400
266,-91,39,1692979345718188600
265,-81,35,1692979345857115800
258,-82,39,1692979345980692300
266,-85,41,1692979346104325200
266,-88,45,1692979346244503700
264,-93,47,1692979346352093400
257,-95,51,1692979346493493700
235,-100,55,1692979346691434600
