dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1692974891548103500, 
 ,1, ,1692974891857445200
2, ,1692974893351327000, 
 ,2, ,1692974893616952600
3, ,1692974894794061700, 
 ,3, ,1692974895029093000
4, ,1692974896987622700, 
 ,4, ,1692974897205822500
5, ,1692974898295839300, 
 ,5, ,1692974898543996900
6, ,1692974899379537800, 
 ,6, ,1692974899613055900
7, ,1692974900668352400, 
 ,7, ,1692974900887651100
8, ,1692974902066566200, 
 ,8, ,1692974902331500100
9, ,1692974903385166000, 
 ,9, ,1692974903601526100
10, ,1692974904513621400, 
 ,10, ,1692974904682304100
11, ,1692974905564516300, 
 ,11, ,1692974905783125700
12, ,1692974906786709700, 
 ,12, ,1692974906945915800
13, ,1692974908294812800, 
 ,13, ,1692974908557440000
14, ,1692974909357982500, 
 ,14, ,1692974909576513900
15, ,1692974910439787200, 
 ,15, ,1692974910655567900
