latency,RSSI,attn1,TIMESTAMP
220,-82,39,1693229790228286800
217,-81,37,1693229790426560100
220,-81,41,1693229790581943400
221,-81,47,1693229790765337000
221,-82,51,1693229790948681500
220,-82,55,1693229791119663600
221,-81,47,1693229791302696100
220,-82,35,1693229791472847800
221,-81,37,1693229791658286900
221,-81,43,1693229791830373300
220,-82,47,1693229792001045300
220,-81,51,1693229792187253900
221,-82,55,1693229792342694300
220,-81,51,1693229792513383500
220,-81,39,1693229792699654400
220,-81,37,1693229792874103200
221,-80,41,1693229793051846200
222,-82,47,1693229793223149700
220,-81,51,1693229793392991700
221,-82,55,1693229793565254800
218,-82,51,1693229793737255400
220,-81,39,1693229793907296000
222,-81,37,1693229794095000100
209,-80,41,1693229794275420200
220,-80,47,1693229794445693700
223,-81,49,1693229794598679100
222,-80,55,1693229794770539600
223,-80,51,1693229794925332500
221,-81,43,1693229795094831300
221,-81,35,1693229795253156800
221,-82,41,1693229795435323400
221,-82,45,1693229795613488300
217,-81,49,1693229795793644900
221,-81,53,1693229795962858500
220,-81,55,1693229796135979200
222,-81,39,1693229796335793700
220,-81,37,1693229796505662800
220,-82,41,1693229796692043900
221,-81,45,1693229796879000600
222,-81,51,1693229797064508600
220,-82,55,1693229797249308000
221,-82,51,1693229797435024700
217,-81,39,1693229797622132900
221,-82,39,1693229797822514700
220,-81,43,1693229797997648200
221,-81,47,1693229798168616600
218,-81,51,1693229798352206600
221,-83,55,1693229798523305400
220,-84,47,1693229798695188200
215,-83,35,1693229798867369600
219,-83,37,1693229799041296000
220,-86,43,1693229799225679000
211,-82,47,1693229799409485700
220,-84,51,1693229799579690800
221,-84,55,1693229799736526300
220,-83,47,1693229799923927500
222,-82,35,1693229800108616500
220,-83,37,1693229800263736600
218,-81,43,1693229800437101000
219,-81,47,1693229800593541300
219,-80,51,1693229800760801700
221,-80,55,1693229800929354600
218,-81,51,1693229801114443900
221,-82,39,1693229801289059100
219,-81,37,1693229801455657100
217,-82,41,1693229801628590600
221,-80,45,1693229801793526200
220,-80,49,1693229801965778800
220,-79,53,1693229802137488400
220,-80,51,1693229802307560400
219,-83,39,1693229802493096600
220,-83,37,1693229802669552500
220,-81,41,1693229802854794600
221,-83,45,1693229803036345100
220,-84,49,1693229803205105000
218,-85,55,1693229803376677600
218,-86,51,1693229803562014900
216,-84,39,1693229803735357000
221,-84,37,1693229803920147600
220,-86,41,1693229804104915500
220,-85,47,1693229804320919100
