latency,RSSI,attn1,attn2,TIMESTAMP
171,-55,-107374182,60,2023-03-16 10:54:33.531155
326,-56,-107374182,60,2023-03-16 10:54:33.867999
192,-55,-107374182,0,2023-03-16 10:54:34.127192
258,-56,-107374182,0,2023-03-16 10:54:34.425576
327,-56,-107374182,60,2023-03-16 10:54:34.709496
279,-56,-107374182,0,2023-03-16 10:54:35.006988
278,-56,-107374182,0,2023-03-16 10:54:35.329132
255,-57,-107374182,60,2023-03-16 10:54:35.585455
221,-56,-107374182,0,2023-03-16 10:54:35.860498
216,-56,-107374182,0,2023-03-16 10:54:36.162834
197,-54,-107374182,60,2023-03-16 10:54:36.443804
333,-57,-107374182,60,2023-03-16 10:54:36.738004
193,-57,-107374182,0,2023-03-16 10:54:37.022928
310,-56,-107374182,60,2023-03-16 10:54:37.321850
288,-56,-107374182,60,2023-03-16 10:54:37.588261
82,-56,-107374182,0,2023-03-16 10:54:37.835285
241,-56,-107374182,60,2023-03-16 10:54:38.095383
209,-55,-107374182,0,2023-03-16 10:54:38.359214
218,-54,-107374182,0,2023-03-16 10:54:38.630375
193,-55,-107374182,60,2023-03-16 10:54:38.886991
211,-57,-107374182,0,2023-03-16 10:54:39.149567
311,-55,-107374182,60,2023-03-16 10:54:39.402429
288,-55,-107374182,60,2023-03-16 10:54:39.651579
287,-56,-107374182,0,2023-03-16 10:54:39.917487
264,-56,-107374182,60,2023-03-16 10:54:40.152174
146,-55,-107374182,0,2023-03-16 10:54:40.426813
227,-57,-107374182,60,2023-03-16 10:54:40.690990
327,-56,-107374182,60,2023-03-16 10:54:40.971895
266,-54,-107374182,0,2023-03-16 10:54:41.260005
166,-55,-107374182,0,2023-03-16 10:54:41.644159
83,-56,-107374182,0,2023-03-16 10:54:42.059163
251,-54,-107374182,0,2023-03-16 10:54:42.397362
215,-51,-107374182,60,2023-03-16 10:54:42.774854
344,-52,-107374182,60,2023-03-16 10:54:43.178134
321,-54,-107374182,60,2023-03-16 10:54:43.524578
293,-52,-107374182,60,2023-03-16 10:54:43.867672
224,-52,-107374182,0,2023-03-16 10:54:44.218873
228,-53,-107374182,0,2023-03-16 10:54:44.553646
