latency,RSSI,attn1,attn2,TIMESTAMP
152,-49,-107374182,-107374182,2023-03-14 13:40:16.961917
151,-47,-107374182,-107374182,2023-03-14 13:40:17.161089
150,-48,-107374182,-107374182,2023-03-14 13:40:17.330533
151,-48,-107374182,-107374182,2023-03-14 13:40:17.497526
143,-48,-107374182,-107374182,2023-03-14 13:40:17.667943
150,-50,-107374182,-107374182,2023-03-14 13:40:17.829580
150,-49,-107374182,-107374182,2023-03-14 13:40:17.995271
150,-49,-107374182,-107374182,2023-03-14 13:40:18.173054
151,-48,-107374182,-107374182,2023-03-14 13:40:18.353334
151,-47,-107374182,-107374182,2023-03-14 13:40:18.517669
146,-47,-107374182,-107374182,2023-03-14 13:40:18.685899
149,-49,-107374182,-107374182,2023-03-14 13:40:18.883465
150,-49,-107374182,-107374182,2023-03-14 13:40:19.054482
151,-49,-107374182,-107374182,2023-03-14 13:40:19.238035
150,-48,-107374182,-107374182,2023-03-14 13:40:19.401703
149,-50,-107374182,-107374182,2023-03-14 13:40:19.555542
151,-49,-107374182,-107374182,2023-03-14 13:40:19.727575
150,-48,-107374182,-107374182,2023-03-14 13:40:19.881815
140,-50,-107374182,-107374182,2023-03-14 13:40:20.080917
150,-49,-107374182,-107374182,2023-03-14 13:40:20.256168
150,-50,-107374182,-107374182,2023-03-14 13:40:20.414727
152,-49,-107374182,-107374182,2023-03-14 13:40:20.572364
142,-48,-107374182,-107374182,2023-03-14 13:40:20.757386
150,-49,-107374182,-107374182,2023-03-14 13:40:20.941499
150,-48,-107374182,-107374182,2023-03-14 13:40:21.131371
151,-50,-107374182,-107374182,2023-03-14 13:40:21.311053
148,-48,-107374182,-107374182,2023-03-14 13:40:21.498484
150,-49,-107374182,-107374182,2023-03-14 13:40:21.642687
151,-50,-107374182,-107374182,2023-03-14 13:40:21.848123
150,-49,-107374182,-107374182,2023-03-14 13:40:22.046905
150,-49,-107374182,-107374182,2023-03-14 13:40:22.210416
151,-50,-107374182,-107374182,2023-03-14 13:40:22.385322
152,-50,-107374182,-107374182,2023-03-14 13:40:22.548347
150,-50,-107374182,-107374182,2023-03-14 13:40:22.711820
150,-50,-107374182,-107374182,2023-03-14 13:40:22.899614
148,-51,-107374182,-107374182,2023-03-14 13:40:23.078779
139,-50,-107374182,-107374182,2023-03-14 13:40:23.245027
151,-49,-107374182,-107374182,2023-03-14 13:40:23.425010
150,-48,-107374182,-107374182,2023-03-14 13:40:23.622911
151,-49,-107374182,-107374182,2023-03-14 13:40:23.761623
151,-50,-107374182,-107374182,2023-03-14 13:40:23.919832
147,-50,-107374182,-107374182,2023-03-14 13:40:24.062024
140,-50,-107374182,-107374182,2023-03-14 13:40:24.225286
150,-51,-107374182,-107374182,2023-03-14 13:40:24.394936
140,-50,-107374182,-107374182,2023-03-14 13:40:24.563355
141,-49,-107374182,-107374182,2023-03-14 13:40:24.746934
151,-50,-107374182,-107374182,2023-03-14 13:40:24.947362
150,-49,-107374182,-107374182,2023-03-14 13:40:25.148695
150,-49,-107374182,-107374182,2023-03-14 13:40:25.340833
149,-49,-107374182,-107374182,2023-03-14 13:40:25.523633
150,-51,-107374182,-107374182,2023-03-14 13:40:25.682948
148,-51,-107374182,-107374182,2023-03-14 13:40:25.826894
151,-51,-107374182,-107374182,2023-03-14 13:40:26.011872
151,-51,-107374182,-107374182,2023-03-14 13:40:26.181136
141,-51,-107374182,-107374182,2023-03-14 13:40:26.350293
151,-51,-107374182,-107374182,2023-03-14 13:40:26.510764
148,-51,-107374182,-107374182,2023-03-14 13:40:26.666521
139,-51,-107374182,-107374182,2023-03-14 13:40:26.846066
148,-51,-107374182,-107374182,2023-03-14 13:40:27.016473
150,-51,-107374182,-107374182,2023-03-14 13:40:27.183954
135,-51,-107374182,-107374182,2023-03-14 13:40:27.351372
151,-51,-107374182,-107374182,2023-03-14 13:40:27.533260
151,-52,-107374182,-107374182,2023-03-14 13:40:27.710816
151,-51,-107374182,-107374182,2023-03-14 13:40:27.872272
151,-51,-107374182,-107374182,2023-03-14 13:40:28.067844
150,-51,-107374182,-107374182,2023-03-14 13:40:28.231577
150,-51,-107374182,-107374182,2023-03-14 13:40:28.415934
151,-50,-107374182,-107374182,2023-03-14 13:40:28.569653
143,-51,-107374182,-107374182,2023-03-14 13:40:28.733003
151,-51,-107374182,-107374182,2023-03-14 13:40:28.911503
150,-50,-107374182,-107374182,2023-03-14 13:40:29.081986
151,-50,-107374182,-107374182,2023-03-14 13:40:29.234289
150,-50,-107374182,-107374182,2023-03-14 13:40:29.386254
151,-47,-107374182,-107374182,2023-03-14 13:40:29.554479
151,-48,-107374182,-107374182,2023-03-14 13:40:29.701346
151,-48,-107374182,-107374182,2023-03-14 13:40:29.871947
151,-48,-107374182,-107374182,2023-03-14 13:40:30.035810
149,-48,-107374182,-107374182,2023-03-14 13:40:30.202889
146,-48,-107374182,-107374182,2023-03-14 13:40:30.371960
150,-47,-107374182,-107374182,2023-03-14 13:40:30.536104
150,-48,-107374182,-107374182,2023-03-14 13:40:30.703629
151,-49,-107374182,-107374182,2023-03-14 13:40:30.871732
