latency,RSSI,attn1,attn2,TIMESTAMP
193,-79,-107374182,32,2023-03-16 09:31:39.294351
193,-78,-107374182,38,2023-03-16 09:31:39.513543
195,-73,-107374182,42,2023-03-16 09:31:39.668894
194,-76,-107374182,48,2023-03-16 09:31:39.900378
195,-77,-107374182,54,2023-03-16 09:31:40.151266
183,-79,-107374182,60,2023-03-16 09:31:40.386788
191,-78,-107374182,58,2023-03-16 09:31:40.593144
194,-77,-107374182,52,2023-03-16 09:31:40.800843
191,-76,-107374182,48,2023-03-16 09:31:41.019049
194,-73,-107374182,42,2023-03-16 09:31:41.267140
193,-72,-107374182,36,2023-03-16 09:31:41.459247
195,-73,-107374182,30,2023-03-16 09:31:41.695047
190,-77,-107374182,26,2023-03-16 09:31:41.875433
193,-73,-107374182,22,2023-03-16 09:31:42.049037
165,-75,-107374182,22,2023-03-16 09:31:42.238568
193,-73,-107374182,26,2023-03-16 09:31:42.410107
192,-85,-107374182,30,2023-03-16 09:31:42.582377
193,-86,-107374182,34,2023-03-16 09:31:42.748351
181,-89,-107374182,38,2023-03-16 09:31:42.921996
173,-90,-107374182,44,2023-03-16 09:31:43.092389
189,-92,-107374182,46,2023-03-16 09:31:43.249616
192,-96,-107374182,52,2023-03-16 09:31:43.419792
191,-93,-107374182,56,2023-03-16 09:31:43.614405
176,-94,-107374182,60,2023-03-16 09:31:43.780304
187,-94,-107374182,58,2023-03-16 09:31:43.937658
183,-99,-107374182,54,2023-03-16 09:31:44.109821
26,-103,-107374182,50,2023-03-16 09:31:44.264295
150,-100,-107374182,46,2023-03-16 09:31:44.436219
91,-96,-107374182,42,2023-03-16 09:31:44.622597
314,-92,-107374182,36,2023-03-16 09:31:44.828382
304,-89,-107374182,32,2023-03-16 09:31:44.999356
305,-86,-107374182,28,2023-03-16 09:31:45.173228
322,-81,-107374182,24,2023-03-16 09:31:45.345324
306,-74,-107374182,20,2023-03-16 09:31:45.533675
305,-76,-107374182,24,2023-03-16 09:31:45.707227
313,-80,-107374182,28,2023-03-16 09:31:45.891464
309,-84,-107374182,32,2023-03-16 09:31:46.047061
305,-90,-107374182,38,2023-03-16 09:31:46.252487
313,-94,-107374182,42,2023-03-16 09:31:46.405657
276,-99,-107374182,46,2023-03-16 09:31:46.578534
230,-102,-107374182,50,2023-03-16 09:31:46.768337
230,-102,-107374182,54,2023-03-16 09:31:46.952020
230,-102,-107374182,60,2023-03-16 09:31:47.121064
