latency,RSSI,attn1,attn2,TIMESTAMP
367,-65,-107374182,0,2023-03-13 16:57:06.732934
368,-65,-107374182,0,2023-03-13 16:57:07.007620
367,-63,-107374182,0,2023-03-13 16:57:07.195612
367,-65,-107374182,0,2023-03-13 16:57:07.425868
364,-64,-107374182,0,2023-03-13 16:57:07.675788
357,-64,-107374182,0,2023-03-13 16:57:07.940220
363,-64,-107374182,0,2023-03-13 16:57:08.207766
362,-66,-107374182,0,2023-03-13 16:57:08.422455
363,-63,-107374182,0,2023-03-13 16:57:08.641927
361,-64,-107374182,0,2023-03-13 16:57:08.873028
359,-62,-107374182,0,2023-03-13 16:57:09.113915
359,-61,-107374182,0,2023-03-13 16:57:09.327372
357,-60,-107374182,0,2023-03-13 16:57:09.545822
357,-61,-107374182,0,2023-03-13 16:57:09.796318
357,-61,-107374182,0,2023-03-13 16:57:10.072288
356,-62,-107374182,0,2023-03-13 16:57:10.355541
355,-61,-107374182,0,2023-03-13 16:57:10.582607
355,-61,-107374182,0,2023-03-13 16:57:10.834523
353,-61,-107374182,0,2023-03-13 16:57:11.057709
338,-60,-107374182,0,2023-03-13 16:57:11.273145
340,-63,-107374182,0,2023-03-13 16:57:11.606155
349,-59,-107374182,0,2023-03-13 16:57:11.987624
349,-63,-107374182,0,2023-03-13 16:57:12.379693
346,-63,-107374182,0,2023-03-13 16:57:12.730077
346,-62,-107374182,0,2023-03-13 16:57:13.089480
344,-61,-107374182,0,2023-03-13 16:57:13.483838
342,-62,-107374182,0,2023-03-13 16:57:13.771947
341,-61,-107374182,0,2023-03-13 16:57:14.124839
340,-60,-107374182,0,2023-03-13 16:57:14.483610
339,-65,-107374182,0,2023-03-13 16:57:14.856058
325,-66,-107374182,0,2023-03-13 16:57:15.231089
328,-65,-107374182,0,2023-03-13 16:57:15.606755
335,-60,-107374182,0,2023-03-13 16:57:15.986699
334,-60,-107374182,0,2023-03-13 16:57:16.371900
326,-61,-107374182,0,2023-03-13 16:57:16.730388
331,-67,-107374182,0,2023-03-13 16:57:17.122009
329,-64,-107374182,0,2023-03-13 16:57:17.496760
325,-61,-107374182,0,2023-03-13 16:57:17.872187
326,-64,-107374182,0,2023-03-13 16:57:18.238876
316,-63,-107374182,0,2023-03-13 16:57:18.621907
323,-62,-107374182,0,2023-03-13 16:57:19.005503
323,-61,-107374182,0,2023-03-13 16:57:19.381592
320,-62,-107374182,0,2023-03-13 16:57:19.779930
319,-64,-107374182,0,2023-03-13 16:57:20.162123
317,-62,-107374182,0,2023-03-13 16:57:20.528816
317,-62,-107374182,0,2023-03-13 16:57:20.904357
316,-62,-107374182,0,2023-03-13 16:57:21.254000
314,-62,-107374182,0,2023-03-13 16:57:21.622042
313,-64,-107374182,0,2023-03-13 16:57:21.980091
309,-66,-107374182,0,2023-03-13 16:57:22.337915
306,-62,-107374182,0,2023-03-13 16:57:22.705105
309,-65,-107374182,0,2023-03-13 16:57:23.089604
308,-62,-107374182,0,2023-03-13 16:57:23.457905
306,-62,-107374182,0,2023-03-13 16:57:23.854950
298,-62,-107374182,0,2023-03-13 16:57:24.200578
304,-62,-107374182,0,2023-03-13 16:57:24.572533
296,-64,-107374182,0,2023-03-13 16:57:24.926563
302,-62,-107374182,0,2023-03-13 16:57:25.267542
302,-62,-107374182,0,2023-03-13 16:57:25.513771
301,-63,-107374182,0,2023-03-13 16:57:25.724284
298,-60,-107374182,0,2023-03-13 16:57:25.963937
297,-64,-107374182,0,2023-03-13 16:57:26.198734
297,-61,-107374182,0,2023-03-13 16:57:26.459288
292,-63,-107374182,0,2023-03-13 16:57:26.689267
297,-61,-107374182,0,2023-03-13 16:57:26.959661
295,-64,-107374182,0,2023-03-13 16:57:27.256109
294,-63,-107374182,0,2023-03-13 16:57:27.497380
293,-64,-107374182,0,2023-03-13 16:57:27.773222
283,-64,-107374182,0,2023-03-13 16:57:27.990079
292,-61,-107374182,0,2023-03-13 16:57:28.277718
290,-64,-107374182,0,2023-03-13 16:57:28.529879
290,-62,-107374182,0,2023-03-13 16:57:28.749054
289,-61,-107374182,0,2023-03-13 16:57:29.031506
288,-61,-107374182,0,2023-03-13 16:57:29.288133
288,-64,-107374182,0,2023-03-13 16:57:29.529234
287,-63,-107374182,0,2023-03-13 16:57:29.755220
271,-64,-107374182,0,2023-03-13 16:57:29.965035
286,-65,-107374182,0,2023-03-13 16:57:30.173285
285,-64,-107374182,0,2023-03-13 16:57:30.390038
285,-64,-107374182,0,2023-03-13 16:57:30.610760
283,-64,-107374182,0,2023-03-13 16:57:30.839839
270,-61,-107374182,0,2023-03-13 16:57:31.073064
282,-64,-107374182,0,2023-03-13 16:57:31.354824
272,-65,-107374182,0,2023-03-13 16:57:31.554299
268,-64,-107374182,0,2023-03-13 16:57:31.751431
281,-65,-107374182,0,2023-03-13 16:57:31.960897
266,-65,-107374182,0,2023-03-13 16:57:32.179769
279,-64,-107374182,0,2023-03-13 16:57:32.417463
278,-61,-107374182,0,2023-03-13 16:57:32.648909
279,-65,-107374182,0,2023-03-13 16:57:32.887259
277,-60,-107374182,0,2023-03-13 16:57:33.151472
276,-66,-107374182,0,2023-03-13 16:57:33.416128
275,-65,-107374182,0,2023-03-13 16:57:33.642777
276,-62,-107374182,0,2023-03-13 16:57:33.888677
274,-61,-107374182,0,2023-03-13 16:57:34.177397
273,-62,-107374182,0,2023-03-13 16:57:34.395857
271,-63,-107374182,0,2023-03-13 16:57:34.563694
272,-62,-107374182,0,2023-03-13 16:57:34.767063
271,-62,-107374182,0,2023-03-13 16:57:34.982932
272,-59,-107374182,0,2023-03-13 16:57:35.227508
268,-63,-107374182,0,2023-03-13 16:57:35.457563
267,-65,-107374182,0,2023-03-13 16:57:35.689732
268,-64,-107374182,0,2023-03-13 16:57:35.864972
