latency,RSSI,attn1,attn2,TIMESTAMP
433,-84,-107374182,28,2023-03-13 16:31:23.052855
434,-80,-107374182,26,2023-03-13 16:31:23.335908
419,-79,-107374182,26,2023-03-13 16:31:23.590091
431,-75,-107374182,24,2023-03-13 16:31:23.839045
431,-73,-107374182,22,2023-03-13 16:31:24.107253
431,-72,-107374182,20,2023-03-13 16:31:24.368764
430,-70,-107374182,20,2023-03-13 16:31:24.595809
422,-71,-107374182,20,2023-03-13 16:31:24.773643
429,-73,-107374182,20,2023-03-13 16:31:25.021987
426,-72,-107374182,22,2023-03-13 16:31:25.226269
428,-75,-107374182,24,2023-03-13 16:31:25.461951
420,-75,-107374182,24,2023-03-13 16:31:25.702619
425,-76,-107374182,26,2023-03-13 16:31:26.003335
420,-79,-107374182,28,2023-03-13 16:31:26.214442
419,-79,-107374182,30,2023-03-13 16:31:26.530934
421,-80,-107374182,30,2023-03-13 16:31:26.762882
422,-82,-107374182,32,2023-03-13 16:31:27.086847
422,-83,-107374182,34,2023-03-13 16:31:27.309533
417,-85,-107374182,36,2023-03-13 16:31:27.538031
416,-85,-107374182,36,2023-03-13 16:31:27.771245
416,-87,-107374182,38,2023-03-13 16:31:27.988333
417,-89,-107374182,40,2023-03-13 16:31:28.276217
412,-89,-107374182,40,2023-03-13 16:31:28.501520
416,-90,-107374182,42,2023-03-13 16:31:28.718159
415,-91,-107374182,44,2023-03-13 16:31:28.942713
414,-93,-107374182,44,2023-03-13 16:31:29.166922
405,-95,-107374182,46,2023-03-13 16:31:29.408162
410,-96,-107374182,48,2023-03-13 16:31:29.651463
406,-98,-107374182,48,2023-03-13 16:31:29.860336
403,-98,-107374182,50,2023-03-13 16:31:30.087514
383,-99,-107374182,52,2023-03-13 16:31:30.374143
261,-101,-107374182,52,2023-03-13 16:31:30.571935
222,-102,-107374182,54,2023-03-13 16:31:30.852231
222,-104,-107374182,56,2023-03-13 16:31:31.095888
222,-103,-107374182,58,2023-03-13 16:31:31.325947
222,-104,-107374182,58,2023-03-13 16:31:31.553819
222,-106,-107374182,60,2023-03-13 16:31:31.760132
222,-106,-107374182,60,2023-03-13 16:31:31.994679
222,-106,-107374182,60,2023-03-13 16:31:32.222136
222,-106,-107374182,58,2023-03-13 16:31:32.454130
222,-104,-107374182,58,2023-03-13 16:31:32.713995
222,-104,-107374182,56,2023-03-13 16:31:32.910006
222,-104,-107374182,54,2023-03-13 16:31:33.142535
222,-101,-107374182,54,2023-03-13 16:31:33.367637
150,-100,-107374182,52,2023-03-13 16:31:33.619411
40,-99,-107374182,50,2023-03-13 16:31:33.963948
232,-98,-107374182,48,2023-03-13 16:31:34.222193
294,-98,-107374182,48,2023-03-13 16:31:34.494318
299,-94,-107374182,46,2023-03-13 16:31:34.757060
296,-92,-107374182,44,2023-03-13 16:31:34.986464
297,-94,-107374182,42,2023-03-13 16:31:35.203355
296,-90,-107374182,42,2023-03-13 16:31:35.432833
299,-89,-107374182,40,2023-03-13 16:31:35.636660
282,-89,-107374182,38,2023-03-13 16:31:35.908723
297,-87,-107374182,38,2023-03-13 16:31:36.118853
297,-85,-107374182,36,2023-03-13 16:31:36.332294
297,-85,-107374182,36,2023-03-13 16:31:36.576344
298,-83,-107374182,34,2023-03-13 16:31:36.830957
294,-82,-107374182,32,2023-03-13 16:31:37.029198
297,-82,-107374182,32,2023-03-13 16:31:37.226400
289,-80,-107374182,30,2023-03-13 16:31:37.445114
285,-79,-107374182,28,2023-03-13 16:31:37.672628
296,-79,-107374182,28,2023-03-13 16:31:37.893028
296,-76,-107374182,26,2023-03-13 16:31:38.133803
296,-77,-107374182,24,2023-03-13 16:31:38.357147
293,-75,-107374182,24,2023-03-13 16:31:38.616862
292,-73,-107374182,22,2023-03-13 16:31:38.875356
295,-72,-107374182,20,2023-03-13 16:31:39.111515
294,-71,-107374182,20,2023-03-13 16:31:39.363249
293,-71,-107374182,20,2023-03-13 16:31:39.620411
294,-73,-107374182,22,2023-03-13 16:31:39.853027
286,-72,-107374182,24,2023-03-13 16:31:40.087733
293,-75,-107374182,24,2023-03-13 16:31:40.305706
292,-75,-107374182,26,2023-03-13 16:31:40.539225
286,-77,-107374182,26,2023-03-13 16:31:40.788219
291,-78,-107374182,28,2023-03-13 16:31:41.093494
291,-80,-107374182,30,2023-03-13 16:31:41.356637
285,-81,-107374182,32,2023-03-13 16:31:41.580615
290,-81,-107374182,34,2023-03-13 16:31:41.844415
284,-84,-107374182,34,2023-03-13 16:31:42.077793
290,-85,-107374182,36,2023-03-13 16:31:42.322262
289,-85,-107374182,38,2023-03-13 16:31:42.552949
