dropout,return,TIMESTAMP
1,2023-03-15 13:38:47.106146
2,2023-03-15 13:38:48.513324
3,2023-03-15 13:38:49.766446
4,2023-03-15 13:38:50.684463
5,2023-03-15 13:38:50.908999
6,2023-03-15 13:38:51.066588
7,2023-03-15 13:38:51.190056
