dropout,TIMESTAMP
1,2023-03-06 12:17:29.945379
2,2023-03-06 12:17:30.637642
3,2023-03-06 12:17:31.014354
4,2023-03-06 12:17:31.338522
5,2023-03-06 12:17:31.569159
6,2023-03-06 12:17:31.718472
7,2023-03-06 12:17:31.876335
8,2023-03-06 12:17:32.037011
