latency,RSSI,attn1,attn2,TIMESTAMP
342,-78,-107374182,24,2023-03-23 17:32:39.494584
341,-82,-107374182,26,2023-03-23 17:32:39.722792
339,-83,-107374182,26,2023-03-23 17:32:39.894989
339,-84,-107374182,28,2023-03-23 17:32:40.091734
339,-84,-107374182,28,2023-03-23 17:32:40.286681
341,-86,-107374182,30,2023-03-23 17:32:40.478644
339,-86,-107374182,30,2023-03-23 17:32:40.672857
331,-88,-107374182,32,2023-03-23 17:32:40.868105
332,-88,-107374182,34,2023-03-23 17:32:41.055472
332,-90,-107374182,34,2023-03-23 17:32:41.267936
337,-91,-107374182,36,2023-03-23 17:32:41.470679
333,-92,-107374182,36,2023-03-23 17:32:41.666302
336,-94,-107374182,38,2023-03-23 17:32:41.855458
331,-94,-107374182,38,2023-03-23 17:32:42.056405
334,-95,-107374182,40,2023-03-23 17:32:42.267655
332,-96,-107374182,42,2023-03-23 17:32:42.469108
320,-103,-107374182,42,2023-03-23 17:32:42.665567
301,-100,-107374182,44,2023-03-23 17:32:42.891526
168,-100,-107374182,44,2023-03-23 17:32:43.107157
77,-102,-107374182,46,2023-03-23 17:32:43.321659
77,-100,-107374182,48,2023-03-23 17:32:43.521524
77,-100,-107374182,48,2023-03-23 17:32:43.711679
77,-101,-107374182,50,2023-03-23 17:32:43.901791
77,-103,-107374182,50,2023-03-23 17:32:44.097177
77,-105,-107374182,52,2023-03-23 17:32:44.290361
77,-105,-107374182,52,2023-03-23 17:32:44.486900
77,-105,-107374182,54,2023-03-23 17:32:44.704666
77,-105,-107374182,54,2023-03-23 17:32:44.888788
77,-105,-107374182,56,2023-03-23 17:32:45.082316
77,-105,-107374182,58,2023-03-23 17:32:45.267579
77,-105,-107374182,58,2023-03-23 17:32:45.470753
77,-105,-107374182,60,2023-03-23 17:32:45.676064
77,-105,-107374182,60,2023-03-23 17:32:45.858733
77,-105,-107374182,60,2023-03-23 17:32:46.055735
77,-105,-107374182,60,2023-03-23 17:32:46.251246
77,-105,-107374182,58,2023-03-23 17:32:46.447060
77,-105,-107374182,58,2023-03-23 17:32:46.650547
77,-105,-107374182,56,2023-03-23 17:32:46.834183
77,-105,-107374182,54,2023-03-23 17:32:47.032659
77,-105,-107374182,54,2023-03-23 17:32:47.234182
77,-105,-107374182,52,2023-03-23 17:32:47.450093
77,-105,-107374182,52,2023-03-23 17:32:47.674722
77,-104,-107374182,50,2023-03-23 17:32:47.919147
77,-102,-107374182,48,2023-03-23 17:32:48.113743
77,-105,-107374182,48,2023-03-23 17:32:48.310565
77,-102,-107374182,46,2023-03-23 17:32:48.485280
150,-101,-107374182,46,2023-03-23 17:32:48.700963
154,-100,-107374182,44,2023-03-23 17:32:48.905862
158,-102,-107374182,44,2023-03-23 17:32:49.088016
334,-98,-107374182,42,2023-03-23 17:32:49.285751
146,-98,-107374182,40,2023-03-23 17:32:49.469948
146,-96,-107374182,40,2023-03-23 17:32:49.683836
150,-94,-107374182,38,2023-03-23 17:32:49.889209
147,-94,-107374182,38,2023-03-23 17:32:50.114237
149,-92,-107374182,36,2023-03-23 17:32:50.325196
147,-98,-107374182,36,2023-03-23 17:32:50.509790
148,-91,-107374182,34,2023-03-23 17:32:50.706562
146,-95,-107374182,32,2023-03-23 17:32:50.891886
136,-93,-107374182,32,2023-03-23 17:32:51.106970
137,-91,-107374182,30,2023-03-23 17:32:51.281251
147,-86,-107374182,30,2023-03-23 17:32:51.485846
137,-91,-107374182,28,2023-03-23 17:32:51.702496
137,-83,-107374182,28,2023-03-23 17:32:51.906206
133,-83,-107374182,26,2023-03-23 17:32:52.113841
149,-82,-107374182,24,2023-03-23 17:32:52.322873
139,-86,-107374182,24,2023-03-23 17:32:52.519929
149,-81,-107374182,22,2023-03-23 17:32:52.735671
148,-80,-107374182,22,2023-03-23 17:32:52.937998
150,-77,-107374182,20,2023-03-23 17:32:53.116286
148,-77,-107374182,20,2023-03-23 17:32:53.319998
147,-77,-107374182,20,2023-03-23 17:32:53.523214
149,-79,-107374182,22,2023-03-23 17:32:53.764534
