latency,RSSI,attn1,attn2,TIMESTAMP
224,-81,-107374182,20,2023-03-16 09:53:43.708637
218,-83,-107374182,24,2023-03-16 09:53:43.949084
212,-86,-107374182,30,2023-03-16 09:53:44.165574
224,-84,-107374182,36,2023-03-16 09:53:44.386287
219,-84,-107374182,42,2023-03-16 09:53:44.603950
221,-81,-107374182,46,2023-03-16 09:53:44.842676
222,-80,-107374182,54,2023-03-16 09:53:45.076208
221,-82,-107374182,58,2023-03-16 09:53:45.285224
222,-81,-107374182,58,2023-03-16 09:53:45.503578
221,-81,-107374182,54,2023-03-16 09:53:45.692485
221,-81,-107374182,50,2023-03-16 09:53:45.863488
222,-79,-107374182,44,2023-03-16 09:53:46.076777
221,-80,-107374182,40,2023-03-16 09:53:46.247893
221,-81,-107374182,36,2023-03-16 09:53:46.422112
220,-82,-107374182,30,2023-03-16 09:53:46.594734
221,-81,-107374182,28,2023-03-16 09:53:46.750179
222,-80,-107374182,24,2023-03-16 09:53:46.910198
220,-79,-107374182,20,2023-03-16 09:53:47.082642
221,-79,-107374182,24,2023-03-16 09:53:47.251974
196,-81,-107374182,28,2023-03-16 09:53:47.428458
217,-82,-107374182,32,2023-03-16 09:53:47.597473
220,-85,-107374182,36,2023-03-16 09:53:47.773811
219,-83,-107374182,40,2023-03-16 09:53:47.942905
209,-80,-107374182,44,2023-03-16 09:53:48.100652
219,-81,-107374182,48,2023-03-16 09:53:48.258237
219,-85,-107374182,52,2023-03-16 09:53:48.417906
219,-81,-107374182,56,2023-03-16 09:53:48.587936
218,-81,-107374182,60,2023-03-16 09:53:48.744040
218,-81,-107374182,58,2023-03-16 09:53:48.904340
220,-80,-107374182,54,2023-03-16 09:53:49.075768
219,-80,-107374182,50,2023-03-16 09:53:49.246181
214,-80,-107374182,44,2023-03-16 09:53:49.421607
214,-83,-107374182,40,2023-03-16 09:53:49.579386
216,-81,-107374182,36,2023-03-16 09:53:49.748348
217,-80,-107374182,32,2023-03-16 09:53:49.918721
203,-79,-107374182,28,2023-03-16 09:53:50.089994
217,-81,-107374182,24,2023-03-16 09:53:50.261488
210,-82,-107374182,20,2023-03-16 09:53:50.419556
217,-83,-107374182,22,2023-03-16 09:53:50.577958
216,-79,-107374182,26,2023-03-16 09:53:50.747371
215,-80,-107374182,32,2023-03-16 09:53:50.932816
213,-84,-107374182,36,2023-03-16 09:53:51.106028
216,-81,-107374182,40,2023-03-16 09:53:51.276216
210,-84,-107374182,44,2023-03-16 09:53:51.446372
215,-81,-107374182,48,2023-03-16 09:53:51.607379
217,-83,-107374182,52,2023-03-16 09:53:51.761115
214,-84,-107374182,56,2023-03-16 09:53:51.917693
215,-84,-107374182,60,2023-03-16 09:53:52.101446
215,-84,-107374182,58,2023-03-16 09:53:52.270997
211,-87,-107374182,54,2023-03-16 09:53:52.431266
216,-85,-107374182,50,2023-03-16 09:53:52.586342
215,-85,-107374182,46,2023-03-16 09:53:52.761013
214,-84,-107374182,42,2023-03-16 09:53:52.917456
212,-85,-107374182,38,2023-03-16 09:53:53.073181
213,-86,-107374182,34,2023-03-16 09:53:53.243994
214,-85,-107374182,30,2023-03-16 09:53:53.414986
214,-85,-107374182,26,2023-03-16 09:53:53.573900
204,-88,-107374182,22,2023-03-16 09:53:53.745018
214,-88,-107374182,20,2023-03-16 09:53:53.903315
213,-85,-107374182,26,2023-03-16 09:53:54.076935
214,-87,-107374182,30,2023-03-16 09:53:54.233365
214,-83,-107374182,34,2023-03-16 09:53:54.408317
201,-88,-107374182,38,2023-03-16 09:53:54.559308
213,-85,-107374182,42,2023-03-16 09:53:54.719000
212,-85,-107374182,44,2023-03-16 09:53:54.875784
212,-84,-107374182,50,2023-03-16 09:53:55.060884
207,-82,-107374182,54,2023-03-16 09:53:55.274515
212,-85,-107374182,60,2023-03-16 09:53:55.469666
212,-81,-107374182,58,2023-03-16 09:53:55.637379
188,-87,-107374182,54,2023-03-16 09:53:55.830619
212,-88,-107374182,50,2023-03-16 09:53:55.998352
213,-85,-107374182,46,2023-03-16 09:53:56.175452
208,-83,-107374182,40,2023-03-16 09:53:56.360658
208,-85,-107374182,36,2023-03-16 09:53:56.529758
212,-85,-107374182,32,2023-03-16 09:53:56.704841
210,-84,-107374182,28,2023-03-16 09:53:56.890499
212,-82,-107374182,22,2023-03-16 09:53:57.093047
