dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-03-20 14:47:23.525864, 
 ,1, ,2023-03-20 14:47:25.115436
2, ,2023-03-20 14:47:41.743918, 
 ,2, ,2023-03-20 14:47:43.598200
3, ,2023-03-20 14:48:00.949744, 
 ,3, ,2023-03-20 14:48:02.308815
4, ,2023-03-20 14:48:19.882833, 
 ,4, ,2023-03-20 14:48:20.949170
5, ,2023-03-20 14:48:38.947139, 
 ,5, ,2023-03-20 14:48:40.135631
6, ,2023-03-20 14:48:57.909544, 
 ,6, ,2023-03-20 14:48:58.874700
7, ,2023-03-20 14:49:16.534000, 
 ,7, ,2023-03-20 14:49:17.514957
8, ,2023-03-20 14:49:35.514549, 
 ,8, ,2023-03-20 14:49:36.375525
9, ,2023-03-20 14:49:54.614734, 
 ,9, ,2023-03-20 14:49:55.235855
10, ,2023-03-20 14:50:13.496512, 
 ,10, ,2023-03-20 14:50:14.334388
