latency,RSSI,attn1,attn2,TIMESTAMP
316,-91,-107374182,40,2023-03-13 16:58:36.290728
314,-96,-107374182,40,2023-03-13 16:58:36.554511
314,-94,-107374182,42,2023-03-13 16:58:36.740406
314,-97,-107374182,44,2023-03-13 16:58:36.947812
313,-99,-107374182,44,2023-03-13 16:58:37.183306
311,-97,-107374182,46,2023-03-13 16:58:37.407899
304,-98,-107374182,48,2023-03-13 16:58:37.640112
205,-99,-107374182,48,2023-03-13 16:58:37.837090
144,-99,-107374182,50,2023-03-13 16:58:38.011041
144,-101,-107374182,50,2023-03-13 16:58:38.198441
144,-101,-107374182,52,2023-03-13 16:58:38.424515
144,-101,-107374182,52,2023-03-13 16:58:38.655506
144,-102,-107374182,54,2023-03-13 16:58:38.839758
144,-103,-107374182,56,2023-03-13 16:58:39.043354
144,-102,-107374182,56,2023-03-13 16:58:39.240749
144,-102,-107374182,58,2023-03-13 16:58:39.413116
144,-105,-107374182,58,2023-03-13 16:58:39.585040
144,-105,-107374182,60,2023-03-13 16:58:39.756345
144,-105,-107374182,60,2023-03-13 16:58:39.939963
144,-105,-107374182,60,2023-03-13 16:58:40.169674
144,-105,-107374182,60,2023-03-13 16:58:40.400133
144,-107,-107374182,58,2023-03-13 16:58:40.664198
144,-105,-107374182,56,2023-03-13 16:58:40.919955
144,-102,-107374182,54,2023-03-13 16:58:41.284989
144,-102,-107374182,52,2023-03-13 16:58:41.618044
144,-101,-107374182,50,2023-03-13 16:58:41.984913
150,-99,-107374182,48,2023-03-13 16:58:42.344289
162,-97,-107374182,46,2023-03-13 16:58:42.722765
382,-97,-107374182,44,2023-03-13 16:58:43.103925
391,-96,-107374182,42,2023-03-13 16:58:43.520077
388,-94,-107374182,40,2023-03-13 16:58:43.871915
381,-90,-107374182,38,2023-03-13 16:58:44.270937
391,-90,-107374182,36,2023-03-13 16:58:44.634481
392,-89,-107374182,32,2023-03-13 16:58:45.017751
391,-86,-107374182,30,2023-03-13 16:58:45.403081
390,-82,-107374182,28,2023-03-13 16:58:45.809759
387,-80,-107374182,26,2023-03-13 16:58:46.234203
386,-81,-107374182,24,2023-03-13 16:58:46.617756
387,-82,-107374182,22,2023-03-13 16:58:47.017953
388,-81,-107374182,20,2023-03-13 16:58:47.434164
386,-81,-107374182,22,2023-03-13 16:58:47.842686
386,-84,-107374182,24,2023-03-13 16:58:48.252559
384,-85,-107374182,26,2023-03-13 16:58:48.651509
383,-84,-107374182,28,2023-03-13 16:58:49.018331
378,-84,-107374182,30,2023-03-13 16:58:49.458701
371,-87,-107374182,32,2023-03-13 16:58:49.827918
379,-88,-107374182,34,2023-03-13 16:58:50.234130
378,-89,-107374182,38,2023-03-13 16:58:50.619924
377,-93,-107374182,40,2023-03-13 16:58:51.037149
368,-94,-107374182,42,2023-03-13 16:58:51.442490
350,-98,-107374182,44,2023-03-13 16:58:51.878145
354,-98,-107374182,46,2023-03-13 16:58:52.290321
230,-100,-107374182,48,2023-03-13 16:58:52.676258
230,-101,-107374182,50,2023-03-13 16:58:53.043939
230,-102,-107374182,54,2023-03-13 16:58:53.432861
230,-102,-107374182,56,2023-03-13 16:58:53.823975
230,-102,-107374182,58,2023-03-13 16:58:54.217240
230,-103,-107374182,60,2023-03-13 16:58:54.577418
230,-105,-107374182,60,2023-03-13 16:58:54.948024
230,-102,-107374182,58,2023-03-13 16:58:55.327303
230,-100,-107374182,56,2023-03-13 16:58:55.680117
230,-100,-107374182,54,2023-03-13 16:58:56.020448
150,-102,-107374182,52,2023-03-13 16:58:56.417274
150,-100,-107374182,50,2023-03-13 16:58:56.788482
10,-100,-107374182,48,2023-03-13 16:58:57.150335
148,-100,-107374182,46,2023-03-13 16:58:57.549245
358,-98,-107374182,44,2023-03-13 16:58:57.934988
365,-95,-107374182,42,2023-03-13 16:58:58.329786
354,-94,-107374182,38,2023-03-13 16:58:58.705985
342,-92,-107374182,36,2023-03-13 16:58:59.082537
363,-88,-107374182,34,2023-03-13 16:58:59.472065
357,-86,-107374182,32,2023-03-13 16:58:59.869941
365,-85,-107374182,30,2023-03-13 16:59:00.245864
363,-83,-107374182,28,2023-03-13 16:59:00.678619
362,-81,-107374182,26,2023-03-13 16:59:01.067607
356,-78,-107374182,24,2023-03-13 16:59:01.448482
363,-83,-107374182,20,2023-03-13 16:59:01.866334
360,-79,-107374182,20,2023-03-13 16:59:02.317346
353,-81,-107374182,22,2023-03-13 16:59:02.752912
358,-86,-107374182,24,2023-03-13 16:59:03.124178
356,-86,-107374182,26,2023-03-13 16:59:03.565489
355,-83,-107374182,30,2023-03-13 16:59:03.953270
356,-84,-107374182,32,2023-03-13 16:59:04.330883
342,-87,-107374182,34,2023-03-13 16:59:04.735807
351,-90,-107374182,36,2023-03-13 16:59:05.093638
353,-92,-107374182,38,2023-03-13 16:59:05.482424
352,-93,-107374182,40,2023-03-13 16:59:05.840736
346,-96,-107374182,42,2023-03-13 16:59:06.217995
351,-98,-107374182,44,2023-03-13 16:59:06.575413
344,-101,-107374182,46,2023-03-13 16:59:06.938753
281,-101,-107374182,48,2023-03-13 16:59:07.301782
150,-99,-107374182,50,2023-03-13 16:59:07.674387
107,-101,-107374182,52,2023-03-13 16:59:08.037604
107,-103,-107374182,54,2023-03-13 16:59:08.404245
107,-102,-107374182,56,2023-03-13 16:59:08.807401
107,-105,-107374182,58,2023-03-13 16:59:09.160051
107,-106,-107374182,60,2023-03-13 16:59:09.515922
107,-106,-107374182,60,2023-03-13 16:59:09.883815
107,-106,-107374182,56,2023-03-13 16:59:10.251412
107,-102,-107374182,54,2023-03-13 16:59:10.628385
107,-102,-107374182,52,2023-03-13 16:59:11.033082
107,-99,-107374182,50,2023-03-13 16:59:11.424958
150,-100,-107374182,48,2023-03-13 16:59:11.785910
191,-99,-107374182,46,2023-03-13 16:59:12.151991
132,-97,-107374182,44,2023-03-13 16:59:12.523001
149,-97,-107374182,42,2023-03-13 16:59:12.909937
152,-93,-107374182,40,2023-03-13 16:59:13.296374
151,-92,-107374182,38,2023-03-13 16:59:13.663892
151,-89,-107374182,36,2023-03-13 16:59:14.035424
147,-88,-107374182,34,2023-03-13 16:59:14.401640
150,-87,-107374182,32,2023-03-13 16:59:14.756945
151,-84,-107374182,30,2023-03-13 16:59:15.127837
138,-82,-107374182,26,2023-03-13 16:59:15.528054
137,-79,-107374182,24,2023-03-13 16:59:15.895966
149,-82,-107374182,22,2023-03-13 16:59:16.302124
152,-80,-107374182,20,2023-03-13 16:59:16.687921
151,-80,-107374182,20,2023-03-13 16:59:17.053920
151,-82,-107374182,22,2023-03-13 16:59:17.453091
152,-84,-107374182,24,2023-03-13 16:59:17.868633
152,-86,-107374182,26,2023-03-13 16:59:18.151051
152,-83,-107374182,28,2023-03-13 16:59:18.549880
151,-84,-107374182,30,2023-03-13 16:59:18.933942
152,-85,-107374182,32,2023-03-13 16:59:19.306557
150,-88,-107374182,34,2023-03-13 16:59:19.694123
151,-90,-107374182,38,2023-03-13 16:59:20.060556
148,-93,-107374182,40,2023-03-13 16:59:20.456119
144,-94,-107374182,42,2023-03-13 16:59:20.827114
127,-96,-107374182,44,2023-03-13 16:59:21.203478
149,-99,-107374182,46,2023-03-13 16:59:21.583810
116,-100,-107374182,48,2023-03-13 16:59:21.965049
150,-100,-107374182,50,2023-03-13 16:59:22.345473
150,-102,-107374182,52,2023-03-13 16:59:22.686650
150,-103,-107374182,54,2023-03-13 16:59:23.079514
150,-104,-107374182,56,2023-03-13 16:59:23.467865
150,-106,-107374182,58,2023-03-13 16:59:23.834677
150,-104,-107374182,60,2023-03-13 16:59:24.222279
150,-103,-107374182,58,2023-03-13 16:59:24.616923
150,-104,-107374182,56,2023-03-13 16:59:25.007093
150,-102,-107374182,54,2023-03-13 16:59:25.381136
150,-102,-107374182,52,2023-03-13 16:59:25.776557
150,-101,-107374182,50,2023-03-13 16:59:26.158614
154,-99,-107374182,48,2023-03-13 16:59:26.564408
437,-96,-107374182,46,2023-03-13 16:59:26.947718
436,-95,-107374182,44,2023-03-13 16:59:27.322601
431,-93,-107374182,42,2023-03-13 16:59:27.702936
421,-94,-107374182,38,2023-03-13 16:59:28.136132
429,-87,-107374182,36,2023-03-13 16:59:28.525850
435,-88,-107374182,34,2023-03-13 16:59:28.906959
433,-86,-107374182,32,2023-03-13 16:59:29.302637
433,-84,-107374182,30,2023-03-13 16:59:29.678106
432,-82,-107374182,28,2023-03-13 16:59:30.057814
431,-80,-107374182,26,2023-03-13 16:59:30.432100
430,-79,-107374182,24,2023-03-13 16:59:30.815345
429,-81,-107374182,22,2023-03-13 16:59:31.193706
430,-81,-107374182,20,2023-03-13 16:59:31.615419
427,-82,-107374182,22,2023-03-13 16:59:32.001370
427,-83,-107374182,24,2023-03-13 16:59:32.391202
427,-85,-107374182,26,2023-03-13 16:59:32.782358
423,-83,-107374182,28,2023-03-13 16:59:33.183146
422,-85,-107374182,30,2023-03-13 16:59:33.594937
421,-86,-107374182,32,2023-03-13 16:59:33.975228
414,-89,-107374182,34,2023-03-13 16:59:34.388832
415,-91,-107374182,38,2023-03-13 16:59:34.809063
417,-93,-107374182,40,2023-03-13 16:59:35.198222
415,-96,-107374182,42,2023-03-13 16:59:35.589617
408,-95,-107374182,44,2023-03-13 16:59:35.971278
401,-98,-107374182,46,2023-03-13 16:59:36.359457
331,-99,-107374182,48,2023-03-13 16:59:36.729881
225,-99,-107374182,50,2023-03-13 16:59:37.131278
13,-103,-107374182,52,2023-03-13 16:59:37.500250
13,-102,-107374182,56,2023-03-13 16:59:37.932133
13,-104,-107374182,58,2023-03-13 16:59:38.294725
13,-104,-107374182,60,2023-03-13 16:59:38.665312
13,-104,-107374182,60,2023-03-13 16:59:39.098222
13,-104,-107374182,58,2023-03-13 16:59:39.468828
13,-103,-107374182,56,2023-03-13 16:59:39.831019
13,-102,-107374182,54,2023-03-13 16:59:40.222392
13,-102,-107374182,52,2023-03-13 16:59:40.589878
125,-100,-107374182,50,2023-03-13 16:59:40.983121
138,-100,-107374182,48,2023-03-13 16:59:41.303241
117,-97,-107374182,46,2023-03-13 16:59:41.582453
362,-97,-107374182,44,2023-03-13 16:59:42.005148
378,-94,-107374182,42,2023-03-13 16:59:42.421430
389,-95,-107374182,40,2023-03-13 16:59:42.701470
388,-91,-107374182,38,2023-03-13 16:59:42.904767
388,-91,-107374182,36,2023-03-13 16:59:43.097869
388,-90,-107374182,36,2023-03-13 16:59:43.280169
388,-89,-107374182,34,2023-03-13 16:59:43.501093
387,-86,-107374182,32,2023-03-13 16:59:43.864232
385,-86,-107374182,30,2023-03-13 16:59:44.251972
387,-83,-107374182,28,2023-03-13 16:59:44.641631
386,-80,-107374182,26,2023-03-13 16:59:45.032710
387,-78,-107374182,24,2023-03-13 16:59:45.435912
383,-81,-107374182,22,2023-03-13 16:59:45.816940
378,-79,-107374182,20,2023-03-13 16:59:46.216735
382,-81,-107374182,20,2023-03-13 16:59:46.627513
383,-81,-107374182,24,2023-03-13 16:59:47.022809
367,-85,-107374182,26,2023-03-13 16:59:47.433648
379,-87,-107374182,28,2023-03-13 16:59:47.828702
380,-84,-107374182,30,2023-03-13 16:59:48.213463
365,-85,-107374182,32,2023-03-13 16:59:48.600896
369,-88,-107374182,34,2023-03-13 16:59:48.979846
