dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-03-16 13:37:57.776574, 
 ,1, ,2023-03-16 13:38:00.084329
2, ,2023-03-16 13:38:04.623715, 
 ,2, ,2023-03-16 13:38:05.072896
3, ,2023-03-16 13:38:09.255605, 
 ,3, ,2023-03-16 13:38:09.832026
4, ,2023-03-16 13:38:18.705700, 
 ,4, ,2023-03-16 13:38:19.063077
5, ,2023-03-16 13:38:23.488582, 
 ,5, ,2023-03-16 13:38:24.046389
6, ,2023-03-16 13:38:25.826020, 
 ,6, ,2023-03-16 13:38:26.216559
7, ,2023-03-16 13:38:28.247063, 
 ,7, ,2023-03-16 13:38:28.541612
8, ,2023-03-16 13:38:30.261845, 
 ,8, ,2023-03-16 13:38:30.524332
9, ,2023-03-16 13:38:32.738132, 
 ,9, ,2023-03-16 13:38:33.142331
10, ,2023-03-16 13:38:35.060242, 
 ,10, ,2023-03-16 13:38:35.369135
11, ,2023-03-16 13:38:37.355847, 
12, ,2023-03-16 13:38:39.852291, 
 ,11, ,2023-03-16 13:38:40.240185
13, ,2023-03-16 13:38:41.853092, 
 ,12, ,2023-03-16 13:38:42.148274
14, ,2023-03-16 13:38:44.753392, 
 ,13, ,2023-03-16 13:38:45.219715
15, ,2023-03-16 13:38:46.666236, 
 ,14, ,2023-03-16 13:38:46.928840
16, ,2023-03-16 13:38:51.274682, 
 ,15, ,2023-03-16 13:38:51.508327
17, ,2023-03-16 13:38:55.968248, 
 ,16, ,2023-03-16 13:38:56.680132
18, ,2023-03-16 13:39:02.929213, 
 ,17, ,2023-03-16 13:39:03.271728
19, ,2023-03-16 13:39:12.342777, 
 ,18, ,2023-03-16 13:39:12.638694
20, ,2023-03-16 13:39:16.902683, 
 ,19, ,2023-03-16 13:39:17.123492
