latency,RSSI,attn1,TIMESTAMP
250,-100,22,1689119862593952600
347,-88,24,1689119862759568100
347,-87,26,1689119862865312100
349,-93,30,1689119862990148200
347,-95,32,1689119863133785700
348,-97,36,1689119863277272700
347,-100,40,1689119863399796800
282,-101,42,1689119863538866700
265,-103,46,1689119863676561600
265,-103,42,1689119863794458700
251,-99,34,1689119863975878400
344,-88,22,1689119864097894400
346,-82,20,1689119864208388200
344,-84,24,1689119864340670600
342,-88,26,1689119864463028800
346,-91,30,1689119864589846100
347,-93,34,1689119864723889100
347,-96,36,1689119864847374700
341,-98,40,1689119864989956400
271,-101,44,1689119865131527800
271,-104,46,1689119865235919900
271,-103,42,1689119865360963300
311,-97,34,1689119865517377800
345,-89,26,1689119865641469800
346,-83,20,1689119865772016100
344,-85,24,1689119865893758100
345,-88,28,1689119866026971800
344,-91,30,1689119866142711200
344,-94,34,1689119866272990500
346,-94,36,1689119866402155400
345,-99,40,1689119866510351200
339,-99,42,1689119866622096700
339,-104,44,1689119866740668300
339,-104,46,1689119866851659000
6,-101,38,1689119866994594900
347,-93,30,1689119867113326800
346,-88,22,1689119867238986400
347,-83,22,1689119867378556300
348,-85,26,1689119867516196700
331,-89,28,1689119867646575600
342,-92,32,1689119867770182000
348,-97,34,1689119867894291600
344,-98,38,1689119868021514500
342,-100,40,1689119868130906400
336,-102,44,1689119868253177100
336,-102,46,1689119868363625100
336,-103,42,1689119868474190000
274,-99,34,1689119868662349400
345,-87,22,1689119868780517400
346,-83,20,1689119868899452000
345,-84,24,1689119869017885100
345,-88,26,1689119869136801800
347,-91,30,1689119869250020500
346,-93,32,1689119869378411000
346,-95,36,1689119869499547700
345,-100,38,1689119869611361500
324,-100,42,1689119869721077100
322,-102,44,1689119869848975800
322,-103,46,1689119869976967500
322,-103,38,1689119870093556400
315,-97,30,1689119870228966200
349,-90,22,1689119870340966800
349,-84,20,1689119870457279600
349,-85,24,1689119870599235200
349,-88,26,1689119870707270400
346,-92,30,1689119870818267800
349,-94,32,1689119870936613700
349,-97,36,1689119871060860800
343,-99,38,1689119871175172800
340,-102,42,1689119871320243800
321,-102,46,1689119871449374700
321,-103,46,1689119871564197800
220,-101,38,1689119871685030700
346,-94,30,1689119871808375300
347,-87,22,1689119871933852100
347,-83,22,1689119872043730600
348,-86,24,1689119872167819000
338,-88,28,1689119872276013800
348,-93,30,1689119872386244800
347,-94,32,1689119872498242500
344,-98,36,1689119872619577500
343,-100,38,1689119872732832700
301,-102,42,1689119872851231400
305,-102,44,1689119872967790600
305,-103,46,1689119873096703300
11,-105,38,1689119873221338400
345,-98,30,1689119873338126000
348,-90,26,1689119873445327800
339,-85,20,1689119873556780700
346,-85,22,1689119873675990000
345,-89,26,1689119873803059500
348,-91,30,1689119873930233200
337,-95,32,1689119874043511300
344,-96,36,1689119874148124300
348,-98,38,1689119874272162400
312,-102,40,1689119874398621200
312,-103,44,1689119874534393500
312,-103,46,1689119874659837700
312,-103,38,1689119874790973400
339,-95,30,1689119874908722400
346,-88,22,1689119875019347600
346,-84,20,1689119875142183000
346,-85,24,1689119875278276600
346,-90,28,1689119875402733400
343,-92,30,1689119875524936300
346,-93,34,1689119875633058700
346,-98,36,1689119875743652100
346,-99,38,1689119875869320200
337,-101,42,1689119875994982400
337,-103,46,1689119876117524800
337,-103,46,1689119876228915200
337,-102,38,1689119876336739100
343,-95,30,1689119876476826400
328,-88,22,1689119876585523900
343,-83,20,1689119876693348900
345,-85,24,1689119876820300700
346,-89,28,1689119876964133400
342,-91,30,1689119877085009200
345,-94,34,1689119877219418900
346,-97,36,1689119877338438900
335,-99,40,1689119877461926900
