latency,RSSI,attn1,TIMESTAMP
343,-95,44,1689123032112252300
308,-102,42,1689123032261453800
84,-99,34,1689123032386882100
171,-90,26,1689123032513397400
171,-85,20,1689123032639764600
171,-90,28,1689123032765741200
171,-93,32,1689123032877740500
168,-101,40,1689123032998823300
169,-102,44,1689123033140708300
169,-101,42,1689123033262976500
301,-97,30,1689123033404306300
320,-90,22,1689123033530567900
321,-86,20,1689123033639793300
321,-89,28,1689123033751257100
317,-94,32,1689123033863469200
320,-100,40,1689123033985697000
298,-103,44,1689123034125180600
298,-103,42,1689123034267335200
61,-96,30,1689123034423496800
155,-88,22,1689123034546631900
154,-83,20,1689123034667286400
154,-89,28,1689123034787344800
154,-96,36,1689123034923971700
154,-100,40,1689123035048675600
154,-103,46,1689123035158506100
154,-103,42,1689123035270791000
341,-97,30,1689123035425967000
341,-87,22,1689123035551141100
339,-86,20,1689123035657937400
344,-88,28,1689123035782986800
334,-98,32,1689123035892983500
339,-100,40,1689123036001707600
344,-102,44,1689123036125851100
344,-102,42,1689123036252571900
144,-101,34,1689123036384386800
246,-95,22,1689123036520006000
247,-86,20,1689123036630982100
246,-90,28,1689123036769289300
244,-98,32,1689123036879415800
236,-100,40,1689123037003796500
201,-104,46,1689123037142737000
201,-104,42,1689123037252165100
288,-100,30,1689123037424526900
346,-92,22,1689123037533995000
347,-86,20,1689123037643011200
346,-91,28,1689123037768667500
347,-96,32,1689123037893395600
342,-102,40,1689123038003451400
238,-102,44,1689123038127752000
238,-101,42,1689123038252433300
124,-99,34,1689123038360227100
189,-90,26,1689123038473151900
188,-84,20,1689123038594931800
193,-88,24,1689123038719694900
188,-94,32,1689123038845273200
193,-100,36,1689123038951821800
191,-103,44,1689123039060561800
191,-104,46,1689123039168932300
191,-103,38,1689123039295763200
285,-98,30,1689123039436153200
330,-90,22,1689123039563313500
330,-89,24,1689123039703682700
329,-95,32,1689123039829061700
330,-100,36,1689123039952617900
325,-101,44,1689123040077414300
325,-103,46,1689123040185119300
325,-101,38,1689123040309438200
344,-96,30,1689123040417825700
346,-89,22,1689123040529584500
347,-84,20,1689123040651753300
322,-88,28,1689123040778982500
346,-94,36,1689123040901033900
333,-102,40,1689123041029419000
340,-102,46,1689123041152679100
340,-102,42,1689123041276670000
233,-97,30,1689123041404199900
236,-89,22,1689123041545988900
235,-84,24,1689123041668402300
236,-91,28,1689123041807703000
235,-96,36,1689123041946640300
206,-105,40,1689123042056033200
206,-105,46,1689123042181924700
220,-101,38,1689123042311413200
336,-95,30,1689123042431021200
335,-88,22,1689123042539983400
335,-84,24,1689123042680765300
335,-90,28,1689123042792427900
336,-95,36,1689123042916547400
336,-100,40,1689123043042323000
336,-103,46,1689123043151868700
140,-104,42,1689123043261856700
169,-96,34,1689123043386466100
214,-89,26,1689123043512375200
217,-83,20,1689123043620965400
217,-86,24,1689123043730112700
217,-93,32,1689123043856470500
217,-98,36,1689123043965407300
203,-103,44,1689123044087186200
203,-103,46,1689123044211692800
220,-103,38,1689123044324233700
345,-96,26,1689123044462523800
346,-88,20,1689123044587691200
347,-86,24,1689123044713688600
343,-94,32,1689123044837166000
342,-98,36,1689123044963453600
346,-104,44,1689123045073035400
346,-104,46,1689123045199109000
346,-102,38,1689123045321921100
152,-95,30,1689123045432433900
164,-89,22,1689123045553311600
163,-86,24,1689123045680819900
161,-90,28,1689123045804337900
163,-97,36,1689123045930680700
164,-102,40,1689123046056409700
164,-103,46,1689123046164848300
233,-101,38,1689123046320828300
347,-94,30,1689123046427421400
347,-88,22,1689123046553038800
341,-86,24,1689123046683654200
347,-91,28,1689123046818613900
347,-96,36,1689123046934732200
332,-102,44,1689123047069539400
330,-103,46,1689123047181231200
330,-103,38,1689123047304651500
243,-95,30,1689123047426998500
242,-89,22,1689123047552970000
240,-84,24,1689123047690927000
242,-90,28,1689123047799959200
242,-94,36,1689123047925110800
243,-100,44,1689123048064149500
210,-102,46,1689123048179472500
76,-100,38,1689123048314766400
176,-94,30,1689123048427213000
175,-87,22,1689123048547702100
176,-84,24,1689123048674052900
172,-90,28,1689123048803415500
174,-97,36,1689123048924782600
163,-102,40,1689123049050293300
163,-102,46,1689123049160128300
220,-104,42,1689123049267539000
299,-97,34,1689123049393249800
314,-91,26,1689123049517055000
315,-83,20,1689123049628819800
315,-88,28,1689123049755979100
309,-93,32,1689123049882586700
314,-99,40,1689123050003447000
312,-103,46,1689123050152460400
97,-101,38,1689123050283625600
203,-96,30,1689123050425397000
204,-90,22,1689123050545921000
204,-84,24,1689123050678794300
207,-90,28,1689123050794242200
205,-95,36,1689123050906448500
185,-102,40,1689123051029356000
138,-102,46,1689123051155484200
138,-104,42,1689123051292244100
315,-98,30,1689123051459835700
345,-85,20,1689123051600018000
346,-87,28,1689123051747025300
345,-94,32,1689123051886754700
342,-100,40,1689123052011662800
330,-104,44,1689123052139137500
330,-103,42,1689123052261307900
186,-98,30,1689123052400710900
214,-91,26,1689123052514566600
214,-85,24,1689123052666603500
212,-92,28,1689123052807052600
214,-97,36,1689123052938196800
212,-101,44,1689123053072828400
212,-102,46,1689123053196825400
212,-102,38,1689123053320574400
345,-95,26,1689123053461119300
332,-87,20,1689123053583873300
349,-86,24,1689123053709872800
345,-93,32,1689123053834687900
350,-100,36,1689123053958846200
340,-103,44,1689123054086297800
340,-103,46,1689123054213528100
76,-102,38,1689123054336787500
174,-93,26,1689123054465176700
179,-87,20,1689123054592748900
178,-87,24,1689123054704423000
174,-92,32,1689123054843535000
177,-97,36,1689123054975039000
161,-102,44,1689123055108884600
161,-102,42,1689123055222152200
272,-98,34,1689123055393425700
347,-91,26,1689123055515715700
346,-84,20,1689123055638296300
346,-88,28,1689123055764888600
346,-93,32,1689123055888259700
343,-100,40,1689123055998144200
328,-104,46,1689123056199534000
218,-95,30,1689123056434759100
221,-85,20,1689123056638427400
221,-93,32,1689123056847412100
219,-103,40,1689123057049862500
219,-104,42,1689123057259289300
326,-93,26,1689123057467256400
327,-86,24,1689123057677473900
324,-95,32,1689123057888449400
324,-102,44,1689123058080036700
324,-102,42,1689123058283647000
343,-91,26,1689123058481366100
332,-87,24,1689123058699040700
345,-95,36,1689123058902570800
334,-102,44,1689123059105496900
135,-103,38,1689123059297930400
239,-90,26,1689123059502501000
242,-86,24,1689123059706262000
243,-96,36,1689123059904475400
240,-103,44,1689123060106444300
240,-105,38,1689123060299758200
346,-93,26,1689123060503416600
348,-87,24,1689123060709356300
348,-97,36,1689123060906626900
334,-102,44,1689123061094482900
334,-104,38,1689123061296078600
172,-94,26,1689123061503672600
173,-86,24,1689123061714362700
173,-96,36,1689123061930336600
161,-103,44,1689123062136028000
233,-101,38,1689123062326182300
345,-90,26,1689123062512297500
346,-85,24,1689123062721231900
342,-95,36,1689123062934745500
340,-103,44,1689123063143916500
238,-98,34,1689123063352359800
285,-88,22,1689123063561099700
283,-88,28,1689123063769402200
281,-97,36,1689123063961167300
259,-102,46,1689123064165917400
221,-98,34,1689123064364201000
222,-87,22,1689123064555293100
215,-87,28,1689123064756390100
223,-97,36,1689123064955733100
213,-103,46,1689123065158560600
303,-98,34,1689123065391623900
345,-86,20,1689123065590984400
346,-89,28,1689123065807611000
343,-98,40,1689123065999561700
328,-103,46,1689123066204774200
271,-95,30,1689123066422591800
279,-84,20,1689123066636957600
280,-91,32,1689123066847873300
280,-101,40,1689123067062333500
280,-101,42,1689123067278263500
199,-91,26,1689123067474526900
193,-85,24,1689123067673846300
199,-94,32,1689123067891534200
197,-102,44,1689123068117563100
220,-100,38,1689123068315376000
311,-92,26,1689123068507845900
310,-88,24,1689123068723470000
311,-96,36,1689123068924665300
305,-104,44,1689123069138648100
129,-98,34,1689123069345122300
180,-88,22,1689123069550598100
180,-87,28,1689123069761631300
177,-97,36,1689123069953913800
175,-101,46,1689123070154751200
303,-98,34,1689123070390287500
345,-85,20,1689123070597054700
348,-89,28,1689123070793025900
344,-97,36,1689123070983830100
328,-100,46,1689123071182250200
267,-97,34,1689123071386969900
271,-85,20,1689123071604236600
269,-89,28,1689123071808079900
269,-100,40,1689123072027147500
250,-104,42,1689123072230247000
194,-96,30,1689123072432140100
199,-83,20,1689123072632533400
198,-91,32,1689123072865168800
198,-101,44,1689123073066924000
198,-102,42,1689123073258911500
345,-92,30,1689123073456882100
345,-83,20,1689123073644582200
346,-91,32,1689123073874527600
343,-102,44,1689123074065979900
343,-101,38,1689123074283310200
215,-92,26,1689123074510390100
218,-86,24,1689123074707430700
221,-96,36,1689123074911119300
212,-102,44,1689123075113744300
232,-101,38,1689123075331513900
331,-89,22,1689123075533886300
331,-87,24,1689123075735428400
327,-97,36,1689123075940369500
302,-103,44,1689123076133950200
142,-99,34,1689123076347821800
200,-87,22,1689123076552944400
200,-87,28,1689123076750713700
194,-97,36,1689123076958903100
