dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1689703084583413200, 
 ,1, ,1689703084970886000
2, ,1689703085785618200, 
 ,2, ,1689703086154514500
3, ,1689703087004457600, 
 ,3, ,1689703087289146900
4, ,1689703088057380600, 
 ,4, ,1689703088345427200
5, ,1689703089034753900, 
 ,5, ,1689703089273041400
6, ,1689703089960558100, 
 ,6, ,1689703090132553600
7, ,1689703091087013300, 
 ,7, ,1689703091226776500
8, ,1689703091912638900, 
 ,8, ,1689703092232888600
9, ,1689703092962568200, 
 ,9, ,1689703093258307600
10, ,1689703093960181400, 
 ,10, ,1689703094210260800
11, ,1689703094926186100, 
 ,11, ,1689703095194571700
12, ,1689703095776665500, 
 ,12, ,1689703095990086200
13, ,1689703096694950500, 
 ,13, ,1689703096968192900
14, ,1689703097841188800, 
 ,14, ,1689703098097463700
15, ,1689703098771630000, 
 ,15, ,1689703099040224700
16, ,1689703099600992400, 
 ,16, ,1689703099868765600
17, ,1689703100195750200, 
 ,17, ,1689703100430628400
18, ,1689703100787813300, 
 ,18, ,1689703100991798000
19, ,1689703101358168500, 
 ,19, ,1689703101602833200
20, ,1689703101962096500, 
 ,20, ,1689703102238349700
21, ,1689703102668523100, 
 ,21, ,1689703102999075200
22, ,1689703103541368600, 
 ,22, ,1689703103881717300
23, ,1689703104304040700, 
 ,23, ,1689703104527358900
24, ,1689703104820679400, 
 ,24, ,1689703104991833600
25, ,1689703105257525200, 
 ,25, ,1689703105429908300
26, ,1689703105603064000, 
 ,26, ,1689703105778693700
27, ,1689703105894219700, 
 ,27, ,1689703106071205000
28, ,1689703106180186500, 
 ,28, ,1689703106383448800
29, ,1689703106491809000, 
 ,29, ,1689703106680838500
30, ,1689703106781666700, 
 ,30, ,1689703107023082500
31, ,1689703107117138300, 
 ,31, ,1689703107242828300
32, ,1689703107446499100, 
 ,32, ,1689703107589482100
33, ,1689703107758183800, 
 ,33, ,1689703107914893800
34, ,1689703108070248400, 
 ,34, ,1689703108254817900
35, ,1689703108431332700, 
 ,35, ,1689703108571225800
36, ,1689703108803580300, 
 ,36, ,1689703109039316200
37, ,1689703109915511900, 
 ,37, ,1689703110079274700
38, ,1689703110729876500, 
 ,38, ,1689703110918023000
39, ,1689703111592056000, 
 ,39, ,1689703111820540100
40, ,1689703112242148300, 
 ,40, ,1689703112435910100
41, ,1689703112727971700, 
 ,41, ,1689703112883930900
42, ,1689703113217838500, 
 ,42, ,1689703113405343700
43, ,1689703113666878400, 
 ,43, ,1689703113837422200
44, ,1689703114163797400, 
 ,44, ,1689703114258539500
45, ,1689703114651420100, 
 ,45, ,1689703114818424200
46, ,1689703115101988400, 
 ,46, ,1689703115277454100
47, ,1689703115837626200, 
 ,47, ,1689703116070788600
48, ,1689703116469653200, 
 ,48, ,1689703116678916500
49, ,1689703117177805700, 
 ,49, ,1689703117384794900
50, ,1689703117803728900, 
 ,50, ,1689703118009077000
51, ,1689703118344743400, 
 ,51, ,1689703118583392900
52, ,1689703118893539700, 
 ,52, ,1689703119086003900
53, ,1689703119351174900, 
 ,53, ,1689703119524643800
54, ,1689703119764393000, 
 ,54, ,1689703119977999200
55, ,1689703120164563800, 
 ,55, ,1689703120272971300
56, ,1689703126522562200, 
 ,56, ,1689703128450858400
57, ,1689703129369025000, 
 ,57, ,1689703129617018200
 ,58, ,1689703131218137500
58, ,1689703195731942100, 
59, ,1689703199712166900, 
