latency,RSSI,filtered latency,attn1,attn2,TIMESTAMP
1,-103,1,-107374182,51,2023-04-25 16:04:45.408741
1,-103,1,-107374182,54,2023-04-25 16:04:45.726897
1,-103,1,-107374182,48,2023-04-25 16:04:45.949045
1,-103,1,-107374182,45,2023-04-25 16:04:46.175225
1,-104,1,-107374182,39,2023-04-25 16:04:46.386731
1,-102,1,-107374182,33,2023-04-25 16:04:46.686391
1,-96,1,-107374182,30,2023-04-25 16:04:46.944130
1,-92,1,-107374182,24,2023-04-25 16:04:47.187555
1,-92,1,-107374182,27,2023-04-25 16:04:47.423728
1,-97,1,-107374182,30,2023-04-25 16:04:47.658298
1,-101,1,-107374182,36,2023-04-25 16:04:47.988519
1,-102,1,-107374182,42,2023-04-25 16:04:48.244102
1,-105,1,-107374182,48,2023-04-25 16:04:48.489667
1,-105,1,-107374182,51,2023-04-25 16:04:48.707422
1,-105,1,-107374182,54,2023-04-25 16:04:48.955956
1,-105,1,-107374182,51,2023-04-25 16:04:49.176774
1,-105,1,-107374182,45,2023-04-25 16:04:49.398743
1,-104,1,-107374182,42,2023-04-25 16:04:49.611417
1,-103,1,-107374182,36,2023-04-25 16:04:49.846559
1,-99,1,-107374182,30,2023-04-25 16:04:50.118776
1,-93,1,-107374182,27,2023-04-25 16:04:50.388336
1,-92,1,-107374182,24,2023-04-25 16:04:50.610923
1,-94,1,-107374182,27,2023-04-25 16:04:50.831041
1,-98,1,-107374182,33,2023-04-25 16:04:51.077807
1,-102,1,-107374182,36,2023-04-25 16:04:51.282553
1,-103,1,-107374182,42,2023-04-25 16:04:51.499958
1,-104,1,-107374182,45,2023-04-25 16:04:51.736103
1,-104,1,-107374182,51,2023-04-25 16:04:51.946825
1,-104,1,-107374182,54,2023-04-25 16:04:52.173970
1,-104,1,-107374182,51,2023-04-25 16:04:52.437580
1,-104,1,-107374182,45,2023-04-25 16:04:52.691619
1,-104,1,-107374182,42,2023-04-25 16:04:52.915573
1,-102,1,-107374182,36,2023-04-25 16:04:53.243752
1,-98,1,-107374182,30,2023-04-25 16:04:53.455542
1,-95,1,-107374182,27,2023-04-25 16:04:53.661745
1,-92,1,-107374182,24,2023-04-25 16:04:53.889561
1,-94,1,-107374182,27,2023-04-25 16:04:54.104281
1,-97,1,-107374182,30,2023-04-25 16:04:54.328282
1,-100,1,-107374182,36,2023-04-25 16:04:54.541967
1,-104,1,-107374182,39,2023-04-25 16:04:54.782642
1,-103,1,-107374182,45,2023-04-25 16:04:54.990696
1,-103,1,-107374182,48,2023-04-25 16:04:55.216847
1,-103,1,-107374182,54,2023-04-25 16:04:55.433555
1,-103,1,-107374182,54,2023-04-25 16:04:55.658312
1,-103,1,-107374182,48,2023-04-25 16:04:55.897801
1,-103,1,-107374182,45,2023-04-25 16:04:56.136119
1,-101,1,-107374182,39,2023-04-25 16:04:56.337017
1,-102,1,-107374182,36,2023-04-25 16:04:56.548363
1,-99,1,-107374182,30,2023-04-25 16:04:56.746957
1,-93,1,-107374182,27,2023-04-25 16:04:56.955162
1,-92,1,-107374182,24,2023-04-25 16:04:57.188396
1,-94,1,-107374182,27,2023-04-25 16:04:57.423330
1,-98,1,-107374182,30,2023-04-25 16:04:57.638539
1,-101,1,-107374182,36,2023-04-25 16:04:57.879150
1,-103,1,-107374182,39,2023-04-25 16:04:58.093137
1,-101,1,-107374182,45,2023-04-25 16:04:58.331895
1,-101,1,-107374182,51,2023-04-25 16:04:58.543746
1,-101,1,-107374182,54,2023-04-25 16:04:58.780066
1,-101,1,-107374182,54,2023-04-25 16:04:59.004840
1,-101,1,-107374182,48,2023-04-25 16:04:59.244862
1,-101,1,-107374182,42,2023-04-25 16:04:59.537956
1,-100,1,-107374182,36,2023-04-25 16:04:59.773492
1,-99,1,-107374182,33,2023-04-25 16:04:59.999889
1,-98,1,-107374182,27,2023-04-25 16:05:00.212542
1,-93,1,-107374182,24,2023-04-25 16:05:00.435075
1,-93,1,-107374182,27,2023-04-25 16:05:00.671987
1,-97,1,-107374182,30,2023-04-25 16:05:00.953547
1,-100,1,-107374182,36,2023-04-25 16:05:01.205683
1,-101,1,-107374182,42,2023-04-25 16:05:01.442596
1,-101,1,-107374182,48,2023-04-25 16:05:01.729869
1,-101,1,-107374182,51,2023-04-25 16:05:01.979627
1,-101,1,-107374182,54,2023-04-25 16:05:02.208554
1,-101,1,-107374182,51,2023-04-25 16:05:02.444631
1,-101,1,-107374182,45,2023-04-25 16:05:02.704181
1,-103,1,-107374182,39,2023-04-25 16:05:02.918293
1,-101,1,-107374182,36,2023-04-25 16:05:03.143956
1,-98,1,-107374182,30,2023-04-25 16:05:03.427440
1,-95,1,-107374182,27,2023-04-25 16:05:03.655884
1,-92,1,-107374182,24,2023-04-25 16:05:03.895467
1,-95,1,-107374182,30,2023-04-25 16:05:04.144721
1,-100,1,-107374182,33,2023-04-25 16:05:04.353191
1,-102,1,-107374182,39,2023-04-25 16:05:04.589694
1,-102,1,-107374182,42,2023-04-25 16:05:04.812538
1,-103,1,-107374182,48,2023-04-25 16:05:05.030488
1,-103,1,-107374182,51,2023-04-25 16:05:05.214435
1,-103,1,-107374182,54,2023-04-25 16:05:05.448974
1,-103,1,-107374182,51,2023-04-25 16:05:05.670315
1,-103,1,-107374182,48,2023-04-25 16:05:05.890605
1,-103,1,-107374182,42,2023-04-25 16:05:06.116675
1,-101,1,-107374182,39,2023-04-25 16:05:06.330996
1,-104,1,-107374182,33,2023-04-25 16:05:06.561840
1,-97,1,-107374182,30,2023-04-25 16:05:06.750156
1,-94,1,-107374182,27,2023-04-25 16:05:06.971070
1,-92,1,-107374182,24,2023-04-25 16:05:07.242135
1,-95,1,-107374182,30,2023-04-25 16:05:07.472204
1,-100,1,-107374182,36,2023-04-25 16:05:07.762203
1,-102,1,-107374182,39,2023-04-25 16:05:07.981026
1,-102,1,-107374182,45,2023-04-25 16:05:08.198429
1,-102,1,-107374182,48,2023-04-25 16:05:08.421000
1,-102,1,-107374182,54,2023-04-25 16:05:08.673204
1,-102,1,-107374182,54,2023-04-25 16:05:08.895444
1,-102,1,-107374182,48,2023-04-25 16:05:09.163537
