dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1691678539753947700, 
 ,1, ,1691678540036068000
2, ,1691678542004546500, 
 ,2, ,1691678542617906800
3, ,1691678544178636000, 
 ,3, ,1691678544637467800
4, ,1691678546602111100, 
 ,4, ,1691678547109244000
5, ,1691678549050938000, 
 ,5, ,1691678549366747600
6, ,1691678551360872700, 
 ,6, ,1691678551630645000
7, ,1691678553850817100, 
 ,7, ,1691678554055417200
8, ,1691678556059934500, 
 ,8, ,1691678556218473500
9, ,1691678558376843200, 
 ,9, ,1691678558486423800
10, ,1691678560662419400, 
 ,10, ,1691678560820776900
11, ,1691678563024548800, 
 ,11, ,1691678563151250400
12, ,1691678565440782700, 
 ,12, ,1691678565533095400
13, ,1691678567670398400, 
 ,13, ,1691678567795332400
14, ,1691678570009730400, 
 ,14, ,1691678570120588300
15, ,1691678572297401900, 
 ,15, ,1691678572455545500
16, ,1691678574682122300, 
 ,16, ,1691678574808600800
17, ,1691678577014892600, 
 ,17, ,1691678577109673700
18, ,1691678579298228100, 
 ,18, ,1691678579471965400
19, ,1691678581600410900, 
 ,19, ,1691678581805792000
20, ,1691678584006259700, 
 ,20, ,1691678584117597100
21, ,1691678586357247600, 
 ,21, ,1691678586484392300
22, ,1691678588651743400, 
 ,22, ,1691678588777892200
23, ,1691678590929443100, 
 ,23, ,1691678591101959100
24, ,1691678593290503400, 
 ,24, ,1691678593449569000
25, ,1691678595671334500, 
 ,25, ,1691678595861111000
26, ,1691678598013040200, 
 ,26, ,1691678598123897300
27, ,1691678600312437300, 
 ,27, ,1691678600467726100
28, ,1691678602628012200, 
 ,28, ,1691678602785969000
29, ,1691678604932128600, 
 ,29, ,1691678605072058500
30, ,1691678607300163300, 
 ,30, ,1691678607455593200
31, ,1691678609607502000, 
 ,31, ,1691678609765903300
32, ,1691678611987636100, 
 ,32, ,1691678612130459900
33, ,1691678614290530100, 
 ,33, ,1691678614430492300
34, ,1691678616637244700, 
 ,34, ,1691678616808763400
35, ,1691678618951202500, 
 ,35, ,1691678619123535800
36, ,1691678621214395500, 
 ,36, ,1691678621354849200
37, ,1691678623618623400, 
 ,37, ,1691678623823728300
38, ,1691678625901631100, 
 ,38, ,1691678626107944200
39, ,1691678628277094400, 
 ,39, ,1691678628419433800
40, ,1691678630614009200, 
 ,40, ,1691678630834723200
41, ,1691678632995310900, 
 ,41, ,1691678633182684000
42, ,1691678634964163500, 
 ,42, ,1691678635232351100
43, ,1691678637602475200, 
 ,43, ,1691678637762276300
44, ,1691678639952856500, 
 ,44, ,1691678640156769700
45, ,1691678642213655800, 
 ,45, ,1691678642449251300
46, ,1691678644579585200, 
 ,46, ,1691678644878363500
47, ,1691678646775555700, 
 ,47, ,1691678647060365500
48, ,1691678649191349300, 
 ,48, ,1691678649364638300
49, ,1691678651543048300, 
 ,49, ,1691678651762989200
50, ,1691678653921476000, 
 ,50, ,1691678654143125000
51, ,1691678656294349200, 
 ,51, ,1691678656419655500
52, ,1691678658537113700, 
 ,52, ,1691678658742189300
53, ,1691678660928612800, 
 ,53, ,1691678661037089200
54, ,1691678663222859300, 
 ,54, ,1691678663365097900
55, ,1691678665561311600, 
 ,55, ,1691678665735032800
56, ,1691678667828864400, 
 ,56, ,1691678668014849700
57, ,1691678670188385000, 
 ,57, ,1691678670378970300
58, ,1691678672482932900, 
 ,58, ,1691678672719976300
59, ,1691678674840205700, 
 ,59, ,1691678675028128200
60, ,1691678677115317800, 
 ,60, ,1691678677271481500
61, ,1691678679514229000, 
 ,61, ,1691678679657396000
62, ,1691678681802032700, 
 ,62, ,1691678682021989600
63, ,1691678684165931100, 
 ,63, ,1691678684323047600
64, ,1691678686450711500, 
 ,64, ,1691678686625562000
65, ,1691678688876990800, 
 ,65, ,1691678689034656200
66, ,1691678691194267800, 
 ,66, ,1691678691399154300
67, ,1691678693511940300, 
 ,67, ,1691678693655219200
68, ,1691678695734679000, 
 ,68, ,1691678695940823000
69, ,1691678698055799300, 
 ,69, ,1691678698261280600
70, ,1691678700460399900, 
 ,70, ,1691678700602054600
71, ,1691678702832730500, 
 ,71, ,1691678703006090200
72, ,1691678705126994200, 
 ,72, ,1691678705284107500
73, ,1691678707437655800, 
 ,73, ,1691678707594696600
74, ,1691678709797141800, 
 ,74, ,1691678709970487200
75, ,1691678712169982700, 
 ,75, ,1691678712309516600
76, ,1691678714501895400, 
 ,76, ,1691678714692211800
77, ,1691678716791807200, 
 ,77, ,1691678716949398200
78, ,1691678719143408300, 
 ,78, ,1691678719365936000
79, ,1691678721521866300, 
 ,79, ,1691678721773176100
80, ,1691678723863371100, 
 ,80, ,1691678724054164400
81, ,1691678726220701500, 
 ,81, ,1691678726424993100
82, ,1691678728428733400, 
 ,82, ,1691678728603353600
83, ,1691678730798558500, 
 ,83, ,1691678730987726900
84, ,1691678733109033000, 
 ,84, ,1691678733315416500
85, ,1691678735437024800, 
 ,85, ,1691678735754365500
86, ,1691678738009607400, 
 ,86, ,1691678738278198700
