dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1691674959665677500, 
 ,1, ,1691674959992041700
2, ,1691674961587412200, 
 ,2, ,1691674962060362600
3, ,1691674963921290400, 
 ,3, ,1691674964478616500
4, ,1691674966263509900, 
 ,4, ,1691674966636910800
5, ,1691674968524720800, 
 ,5, ,1691674968888054400
6, ,1691674970923069400, 
 ,6, ,1691674971219109600
7, ,1691674973284122800, 
 ,7, ,1691674973676826600
8, ,1691674975564512400, 
 ,8, ,1691674976296289000
9, ,1691674977896886100, 
 ,9, ,1691674978825249400
10, ,1691674980275438100, 
 ,10, ,1691674980973742900
11, ,1691674982587744200, 
 ,11, ,1691674983364042100
12, ,1691674984885136200, 
 ,12, ,1691674985477138200
13, ,1691674987302714700, 
 ,13, ,1691674987740999100
14, ,1691674989600111100, 
 ,14, ,1691674989833995200
15, ,1691674991847113200, 
 ,15, ,1691674992021443100
16, ,1691674994237183600, 
 ,16, ,1691674994410383800
17, ,1691674996568509400, 
 ,17, ,1691674996756878300
18, ,1691674998821823400, 
 ,18, ,1691674999087256700
19, ,1691675001230199600, 
 ,19, ,1691675001464143900
20, ,1691675003601161700, 
 ,20, ,1691675003804145400
21, ,1691675005926897300, 
 ,21, ,1691675006114877200
22, ,1691675008225754200, 
 ,22, ,1691675008399971900
23, ,1691675010588620700, 
 ,23, ,1691675010808226300
24, ,1691675012894680100, 
 ,24, ,1691675013052708000
25, ,1691675015225994700, 
 ,25, ,1691675015396149500
26, ,1691675017542987200, 
 ,26, ,1691675017734177800
27, ,1691675019890696900, 
 ,27, ,1691675020093093300
28, ,1691675022322363500, 
 ,28, ,1691675022479796600
29, ,1691675024566786800, 
 ,29, ,1691675024753278400
30, ,1691675026878743400, 
 ,30, ,1691675027051498200
31, ,1691675029221199900, 
 ,31, ,1691675029407946700
32, ,1691675031578132300, 
 ,32, ,1691675031813182100
33, ,1691675033911902100, 
 ,33, ,1691675034099373800
34, ,1691675036302547700, 
 ,34, ,1691675036474747000
35, ,1691675038531061300, 
 ,35, ,1691675039114450300
36, ,1691675040945420400, 
 ,36, ,1691675041243515500
37, ,1691675043180647600, 
 ,37, ,1691675043431780300
38, ,1691675045480330900, 
 ,38, ,1691675045684338300
39, ,1691675047793746700, 
 ,39, ,1691675048000855900
40, ,1691675050122522000, 
 ,40, ,1691675050311472100
41, ,1691675052488298000, 
 ,41, ,1691675052645498800
42, ,1691675054827651800, 
 ,42, ,1691675054983184700
43, ,1691675057171230900, 
 ,43, ,1691675057377918000
44, ,1691675059519291400, 
 ,44, ,1691675059815412300
45, ,1691675061733793900, 
 ,45, ,1691675061887577400
46, ,1691675064162189500, 
 ,46, ,1691675064331496800
47, ,1691675066426376200, 
 ,47, ,1691675066565832100
48, ,1691675068782889500, 
 ,48, ,1691675068939039200
49, ,1691675071064957700, 
 ,49, ,1691675071252413400
50, ,1691675073478208900, 
 ,50, ,1691675073605342900
51, ,1691675075824310900, 
 ,51, ,1691675076026936100
52, ,1691675078115452700, 
 ,52, ,1691675078258730500
53, ,1691675080464036900, 
 ,53, ,1691675080653878500
54, ,1691675082771589500, 
 ,54, ,1691675082945466200
55, ,1691675085096560400, 
 ,55, ,1691675085313577300
56, ,1691675087459527500, 
 ,56, ,1691675087664847200
57, ,1691675089798763400, 
 ,57, ,1691675089956542700
58, ,1691675092075728100, 
 ,58, ,1691675092218074800
59, ,1691675094439985700, 
 ,59, ,1691675094613206000
60, ,1691675096746418800, 
 ,60, ,1691675096886625200
61, ,1691675099078702800, 
 ,61, ,1691675099219816300
62, ,1691675101401178200, 
 ,62, ,1691675101558266500
63, ,1691675103774562100, 
 ,63, ,1691675103964006400
64, ,1691675106054706600, 
 ,64, ,1691675106227306600
65, ,1691675108430651800, 
 ,65, ,1691675108603547300
66, ,1691675110747592600, 
 ,66, ,1691675110872778600
67, ,1691675113064476300, 
 ,67, ,1691675113207796100
