dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1692973317866391700, 
 ,1, ,1692973318190579300
2, ,1692973319581982800, 
 ,2, ,1692973319828656400
3, ,1692973321918147100, 
 ,3, ,1692973322119918600
4, ,1692973324384177500, 
 ,4, ,1692973324570017400
5, ,1692973326846985500, 
 ,5, ,1692973326986449700
6, ,1692973329349357600, 
 ,6, ,1692973329551868000
7, ,1692973331787411800, 
 ,7, ,1692973331910367200
8, ,1692973334279170700, 
 ,8, ,1692973334418791100
9, ,1692973338063745100, 
 ,9, ,1692973338235408000
10, ,1692973339461362900, 
 ,10, ,1692973339631503900
11, ,1692973342882753400, 
 ,11, ,1692973343097938500
12, ,1692973345382155000, 
 ,12, ,1692973345568105100
13, ,1692973347833449300, 
 ,13, ,1692973348021218600
14, ,1692973349258987300, 
 ,14, ,1692973349398199200
15, ,1692973351492253600, 
 ,15, ,1692973351646420400
16, ,1692973353040581500, 
 ,16, ,1692973353227140800
17, ,1692973355165132300, 
 ,17, ,1692973355336331200
18, ,1692973357599829300, 
 ,18, ,1692973357800679800
19, ,1692973360054828100, 
 ,19, ,1692973360194554200
20, ,1692973362514487600, 
 ,20, ,1692973362653440300
21, ,1692973364485025900, 
 ,21, ,1692973364579885300
22, ,1692973365287663200, 
 ,22, ,1692973365409682500
23, ,1692973368722410500, 
 ,23, ,1692973368800957700
24, ,1692973370091783800, 
 ,24, ,1692973370231885400
25, ,1692973372454299000, 
 ,25, ,1692973372564860500
26, ,1692973373803507900, 
 ,26, ,1692973373942295800
27, ,1692973377260781900, 
 ,27, ,1692973377400808400
28, ,1692973379870657300, 
 ,28, ,1692973379995749400
29, ,1692973383484173300, 
 ,29, ,1692973383637568300
30, ,1692973384274735900, 
 ,30, ,1692973384430659400
31, ,1692973388375164100, 
 ,31, ,1692973388483352700
32, ,1692973390964461300, 
 ,32, ,1692973391135130200
33, ,1692973393289039300, 
 ,33, ,1692973393422310300
34, ,1692973396869808500, 
 ,34, ,1692973397070223300
35, ,1692973399506123400, 
 ,35, ,1692973399660834600
36, ,1692973401974293000, 
 ,36, ,1692973402127379200
37, ,1692973405605815200, 
 ,37, ,1692973405758732400
38, ,1692973409209680400, 
 ,38, ,1692973409379383900
39, ,1692973415381530200, 
 ,39, ,1692973415567379500
40, ,1692973419124430600, 
 ,40, ,1692973419262511900
41, ,1692973425266474300, 
 ,41, ,1692973425420929300
42, ,1692973428967479600, 
 ,42, ,1692973429185154400
43, ,1692973432693782900, 
 ,43, ,1692973432882198500
44, ,1692973436294043400, 
 ,44, ,1692973436449915000
45, ,1692973440077112700, 
 ,45, ,1692973440293386900
46, ,1692973441268125300, 
 ,46, ,1692973441515512800
47, ,1692973444926190400, 
 ,47, ,1692973445127628100
48, ,1692973447474349800, 
 ,48, ,1692973447644368100
49, ,1692973451105728100, 
 ,49, ,1692973451275756400
50, ,1692973453600280800, 
 ,50, ,1692973453756469000
51, ,1692973457197764900, 
 ,51, ,1692973457367719800
52, ,1692973459824805600, 
 ,52, ,1692973460031282300
53, ,1692973461087498000, 
 ,53, ,1692973461273915700
54, ,1692973464671273300, 
 ,54, ,1692973464875823700
55, ,1692973465870158400, 
 ,55, ,1692973466055170300
56, ,1692973468318462100, 
 ,56, ,1692973468505777700
57, ,1692973471957449300, 
 ,57, ,1692973472144364800
58, ,1692973475741969100, 
 ,58, ,1692973475961302000
59, ,1692973479530962600, 
 ,59, ,1692973479718129500
60, ,1692973480816881800, 
 ,60, ,1692973481033570900
61, ,1692973484282773000, 
 ,61, ,1692973484497438100
62, ,1692973486849002900, 
63, ,1692973491794280600, 
 ,62, ,1692973492011453400
64, ,1692973493330962500, 
 ,63, ,1692973493502915500
65, ,1692973496690320900, 
66, ,1692973500313991200, 
 ,64, ,1692973500545294700
67, ,1692973502768092700, 
 ,65, ,1692973503186166700
68, ,1692973505228428500, 
 ,66, ,1692973505556153300
69, ,1692973508936126400, 
 ,67, ,1692973509235284500
70, ,1692973515056821200, 
 ,68, ,1692973515427569100
71, ,1692973518702954700, 
 ,69, ,1692973519030585200
72, ,1692973521295760900, 
 ,70, ,1692973521668969400
73, ,1692973523724378300, 
 ,71, ,1692973524064512100
74, ,1692973526167908700, 
 ,72, ,1692973526584552600
75, ,1692973529753294400, 
 ,73, ,1692973530112236700
76, ,1692973533458370500, 
 ,74, ,1692973533786308500
77, ,1692973537197049100, 
 ,75, ,1692973537538416000
78, ,1692973540914798800, 
 ,76, ,1692973541225709400
79, ,1692973545852643900, 
 ,77, ,1692973546222822700
80, ,1692973549484654400, 
 ,78, ,1692973549871423500
81, ,1692973552053942100, 
 ,79, ,1692973552393197600
82, ,1692973554581625600, 
 ,80, ,1692973554844697500
83, ,1692973555804535600, 
 ,81, ,1692973556035873800
84, ,1692973563078566300, 
 ,82, ,1692973563372608800
85, ,1692973569197071200, 
 ,83, ,1692973569538727500
86, ,1692973572958462900, 
 ,84, ,1692973573285635400
87, ,1692973576557238700, 
 ,85, ,1692973576897007600
88, ,1692973577331699200, 
 ,86, ,1692973577626556600
89, ,1692973579206984900, 
 ,87, ,1692973579487440400
