latency,RSSI,attn1,TIMESTAMP
347,-94,48,1691685703725931600
277,-102,52,1691685703891172800
277,-103,56,1691685704012917900
277,-103,58,1691685704133289200
277,-103,60,1691685704272459600
277,-103,52,1691685704388862000
337,-96,36,1691685704642585500
345,-85,28,1691685704769723700
345,-77,20,1691685704916908700
345,-77,24,1691685705055533000
346,-81,26,1691685705186850500
346,-85,30,1691685705305252700
346,-87,32,1691685705430622700
346,-89,36,1691685705539707900
346,-92,38,1691685705649416800
338,-94,42,1691685705775202400
346,-98,44,1691685705898036300
338,-100,48,1691685706023744600
309,-103,50,1691685706147707000
309,-103,54,1691685706273021500
309,-103,56,1691685706382661900
309,-103,60,1691685706505712600
309,-103,60,1691685706648332500
309,-103,48,1691685706776753200
243,-98,40,1691685706932099100
346,-89,32,1691685707040423800
345,-83,24,1691685707167518100
344,-77,22,1691685707294179300
337,-79,24,1691685707415985400
346,-81,26,1691685707528239800
342,-84,30,1691685707653531100
346,-87,34,1691685707792599400
344,-91,36,1691685707917920800
347,-92,40,1691685708048383700
343,-96,44,1691685708191484100
335,-99,48,1691685708355283600
321,-102,50,1691685708482836900
321,-103,54,1691685708620227400
321,-103,58,1691685708746606100
321,-103,60,1691685708873859700
321,-103,56,1691685709007556900
321,-102,48,1691685709144082200
346,-93,36,1691685709295220300
346,-86,28,1691685709422173500
346,-79,20,1691685709534179300
346,-77,22,1691685709655912200
346,-80,24,1691685709779843900
347,-82,28,1691685709908784400
346,-85,30,1691685710014928900
347,-86,34,1691685710124913400
346,-92,36,1691685710253779600
346,-92,40,1691685710390306700
346,-96,42,1691685710500023000
347,-98,46,1691685710624451000
342,-101,48,1691685710739363800
314,-103,52,1691685710859604600
314,-104,56,1691685710983697700
314,-104,58,1691685711107695800
314,-104,60,1691685711218703200
314,-104,56,1691685711326537800
314,-104,48,1691685711435452000
344,-94,40,1691685711592551000
348,-89,32,1691685711699779600
347,-82,24,1691685711811007600
348,-77,22,1691685711966609100
343,-79,24,1691685712096786800
347,-81,28,1691685712218691700
347,-85,30,1691685712339981300
347,-88,34,1691685712471232200
347,-92,38,1691685712620998100
345,-94,42,1691685712760657300
333,-96,44,1691685712887452800
346,-99,48,1691685713025828800
322,-104,52,1691685713173141400
322,-103,54,1691685713288687400
322,-103,58,1691685713414378200
322,-103,60,1691685713525356100
322,-103,56,1691685713634971600
322,-103,48,1691685713760008400
266,-97,36,1691685713939246700
347,-87,28,1691685714057850200
343,-79,20,1691685714194252200
347,-77,22,1691685714321389600
346,-80,26,1691685714445095800
346,-83,28,1691685714568155700
344,-85,32,1691685714701943600
348,-89,34,1691685714818256300
347,-91,38,1691685714954434000
339,-94,42,1691685715088952400
347,-97,44,1691685715224651100
348,-98,48,1691685715334499100
324,-102,50,1691685715452651700
324,-103,54,1691685715565684500
324,-104,56,1691685715684214300
324,-104,60,1691685715801596900
324,-104,60,1691685715938671500
324,-104,52,1691685716085218100
336,-94,36,1691685716281467900
346,-84,28,1691685716458635100
345,-77,22,1691685716641747700
346,-80,26,1691685716802194700
346,-83,30,1691685716956106700
346,-86,34,1691685717113456700
345,-91,38,1691685717302326400
342,-95,42,1691685717477471700
345,-98,46,1691685717632626400
323,-103,50,1691685717776462100
323,-104,54,1691685717928246100
323,-104,58,1691685718075129400
323,-104,60,1691685718232061500
323,-104,52,1691685718382983800
347,-96,36,1691685718604326200
347,-84,28,1691685718757917600
348,-76,20,1691685718909679500
348,-80,24,1691685719079150300
348,-82,28,1691685719249512300
347,-86,32,1691685719406187300
348,-90,36,1691685719553991400
346,-94,40,1691685719740452300
