latency,RSSI,attn1,TIMESTAMP
65235,-75,40,1691864159706219600
65243,-74,24,1691864159898872700
65247,-72,20,1691864160048380300
65247,-73,24,1691864160201408000
65251,-73,28,1691864160370706200
65251,-75,32,1691864160530668100
65255,-76,38,1691864160735469100
65259,-76,42,1691864160920691300
65259,-77,46,1691864161095264900
65263,-75,50,1691864161258069500
65267,-75,54,1691864161413169200
65271,-80,58,1691864161586122500
65271,-77,60,1691864161732019600
65275,-75,48,1691864161904344800
65275,-74,36,1691864162076716400
65279,-75,24,1691864162241604300
65283,-78,22,1691864162419246000
65286,-75,26,1691864162572963200
65286,-77,30,1691864162734501700
65278,-80,34,1691864162896065600
65278,-81,38,1691864163068074200
65216,-77,42,1691864163224738300
65198,-74,46,1691864163381746900
65198,-76,50,1691864163543841300
65149,-67,54,1691864163696851200
65149,-72,58,1691864163842557800
65130,-74,60,1691864164015609700
65136,-79,48,1691864164221327900
65136,-78,36,1691864164385830900
65142,-74,28,1691864164531347100
65142,-70,20,1691864164709862800
65148,-68,24,1691864164884887800
65154,-74,30,1691864165059897300
65154,-77,34,1691864165218566900
65149,-78,38,1691864165380135100
65155,-81,42,1691864165547539200
65155,-85,46,1691864165736746800
65150,-86,50,1691864165920180400
65147,-88,56,1691864166092568800
65134,-86,60,1691864166267392600
65134,-88,56,1691864166410315200
65120,-86,44,1691864166596278900
65110,-83,32,1691864166769443700
65110,-73,24,1691864166932593400
65116,-65,22,1691864167088680700
65116,-67,26,1691864167245675100
65090,-69,30,1691864167412884600
65077,-75,34,1691864167586574400
65077,-78,38,1691864167734635200
65084,-80,42,1691864167918285200
65084,-94,46,1691864168060393300
65026,-87,50,1691864168220065300
64945,-90,54,1691864168392594400
64945,-92,58,1691864168569318500
64918,-100,60,1691864168721354300
64736,-96,48,1691864168884857400
64736,-89,40,1691864169030606500
64713,-76,28,1691864169187044600
64713,-68,20,1691864169377408300
64725,-65,26,1691864169550611400
64737,-73,30,1691864169713989700
64737,-77,34,1691864169881129100
64749,-80,38,1691864170064750900
64761,-84,42,1691864170209176200
64761,-88,46,1691864170382068600
64773,-92,50,1691864170555929800
64740,-93,54,1691864170718259700
64740,-97,58,1691864170901740800
64612,-100,60,1691864171063194500
64365,-94,44,1691864171246009500
64365,-80,36,1691864171419431300
64383,-72,24,1691864171577643900
64383,-66,22,1691864171751272400
64401,-72,26,1691864171924761700
64418,-76,30,1691864172066943000
64418,-79,34,1691864172225443400
64435,-82,38,1691864172396622800
64435,-85,42,1691864172536650200
64452,-89,46,1691864172709864200
64437,-90,50,1691864172898205100
64437,-92,54,1691864173070774100
64417,-97,58,1691864173227553600
64217,-100,56,1691864173408315700
64217,-92,48,1691864173561677400
63948,-84,36,1691864173718674000
63972,-73,28,1691864173865362900
63972,-65,20,1691864174020575500
63996,-70,24,1691864174201288200
63996,-72,30,1691864174383544900
63978,-79,34,1691864174560724900
64002,-82,38,1691864174707909200
64002,-83,42,1691864174874713700
64025,-89,46,1691864175018917300
64025,-94,50,1691864175175002700
64035,-97,54,1691864175332484600
63797,-100,58,1691864175522361100
63797,-102,60,1691864175697454600
63169,-97,44,1691864175923685100
62864,-84,36,1691864176076924100
62864,-73,24,1691864176213500700
62905,-68,20,1691864176363149000
62905,-70,24,1691864176534001300
62946,-75,28,1691864176678582500
62946,-77,32,1691864176818969500
62986,-80,36,1691864176975097800
62986,-83,40,1691864177132782200
63025,-88,44,1691864177287434900
62994,-90,48,1691864177434858500
62994,-90,52,1691864177591063500
62995,-94,56,1691864177760818100
62995,-99,60,1691864177919236600
62912,-99,56,1691864178076843600
62483,-94,48,1691864178220332300
62483,-83,36,1691864178373958300
62498,-75,24,1691864178535063000
62545,-66,20,1691864178703171600
62545,-71,24,1691864178850618800
62591,-75,28,1691864179005565200
62591,-77,32,1691864179177219700
62637,-79,38,1691864179349832200
62637,-84,40,1691864179496017600
62682,-91,46,1691864179684518200
62726,-89,50,1691864179844110300
62726,-92,54,1691864179996260300
62727,-96,58,1691864180167043300
62430,-100,60,1691864180338668100
62430,-96,52,1691864180501416500
62154,-85,40,1691864180687771000
62206,-74,28,1691864180855299900
62206,-66,20,1691864181018929200
62258,-70,26,1691864181216864300
62309,-75,30,1691864181375718400
62309,-78,34,1691864181550250300
62225,-81,38,1691864181740175300
62225,-87,42,1691864181882999700
62276,-90,46,1691864182041410600
62276,-91,50,1691864182227106100
62274,-93,56,1691864182400107700
62274,-100,60,1691864182559775300
61874,-100,56,1691864182748324900
61510,-91,44,1691864182923215200
61510,-81,32,1691864183083688200
61501,-70,20,1691864183269009800
61564,-69,24,1691864183457572500
61564,-72,28,1691864183616511000
61589,-76,32,1691864183786406700
61631,-80,36,1691864183946344400
61631,-82,40,1691864184121429100
61674,-88,44,1691864184289649900
61674,-91,48,1691864184485789600
61645,-92,52,1691864184638706100
61664,-94,58,1691864184811505800
61546,-103,60,1691864184985369400
61546,-95,48,1691864185188292500
61374,-85,40,1691864185346038700
61439,-76,28,1691864185503179100
61439,-66,20,1691864185675310300
61503,-70,26,1691864185862214700
61566,-73,30,1691864186035261300
61566,-78,34,1691864186210156500
61628,-82,38,1691864186399270000
61655,-86,44,1691864186593701600
61655,-90,48,1691864186762953100
61715,-91,52,1691864186944781900
61754,-94,56,1691864187105261300
61642,-99,60,1691864187283277400
61642,-96,52,1691864187460391200
61416,-88,40,1691864187615641600
61416,-78,32,1691864187775327100
61464,-70,20,1691864187934592200
61508,-68,22,1691864188098673600
61508,-72,26,1691864188252964600
61570,-77,30,1691864188408578700
61570,-80,34,1691864188585432300
61543,-83,38,1691864188738570700
61572,-86,42,1691864188895742900
61572,-90,48,1691864189082812400
61617,-91,52,1691864189260618000
61678,-93,56,1691864189428878000
61678,-97,60,1691864189618816500
61559,-97,52,1691864189780924200
61407,-87,44,1691864189935406600
61407,-78,32,1691864190110320100
61455,-67,20,1691864190258373400
61502,-67,22,1691864190425799000
61502,-71,26,1691864190572701700
61565,-76,30,1691864190741979100
