dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1692970235611980900, 
 ,1, ,1692970235893472600
2, ,1692970237596377900, 
 ,2, ,1692970237846869600
3, ,1692970242271090300, 
 ,3, ,1692970242439853700
4, ,1692970246884829000, 
 ,4, ,1692970247008140400
5, ,1692970251550520600, 
 ,5, ,1692970251736170500
6, ,1692970256278481100, 
 ,6, ,1692970256448702200
7, ,1692970260944857300, 
 ,7, ,1692970261070414500
8, ,1692970265657498500, 
 ,8, ,1692970265811391000
9, ,1692970270189178100, 
 ,9, ,1692970270313459400
10, ,1692970274960400200, 
 ,10, ,1692970275099731600
11, ,1692970279535770000, 
 ,11, ,1692970279706082700
12, ,1692970286532024000, 
 ,12, ,1692970286751309400
13, ,1692970291300282800, 
 ,13, ,1692970291455826400
14, ,1692970295830087700, 
 ,14, ,1692970295968146300
15, ,1692970300508662700, 
 ,15, ,1692970300648678600
16, ,1692970305173860900, 
 ,16, ,1692970305406344000
17, ,1692970309930793500, 
 ,17, ,1692970310164057900
18, ,1692970314481165000, 
 ,18, ,1692970314682935500
19, ,1692970321417617900, 
 ,19, ,1692970321559213100
20, ,1692970326117934000, 
 ,20, ,1692970326256917900
21, ,1692970333171991700, 
 ,21, ,1692970333295931300
22, ,1692970337879555800, 
 ,22, ,1692970338065973700
23, ,1692970344415753100, 
 ,23, ,1692970344601064700
24, ,1692970346856772700, 
 ,24, ,1692970347060212300
25, ,1692970348315293600, 
 ,25, ,1692970348516313600
26, ,1692970350141342500, 
 ,26, ,1692970350342635200
27, ,1692970352293837700, 
 ,27, ,1692970352451079700
28, ,1692970354171234500, 
 ,28, ,1692970354356559300
29, ,1692970358820115500, 
 ,29, ,1692970359050335000
30, ,1692970363437087100, 
 ,30, ,1692970363608088100
31, ,1692970368076225600, 
 ,31, ,1692970368278864800
32, ,1692970372751521800, 
 ,32, ,1692970372921726600
33, ,1692970377528507500, 
 ,33, ,1692970377681910200
34, ,1692970382110455600, 
 ,34, ,1692970382310326100
35, ,1692970386799138300, 
 ,35, ,1692970387019054000
36, ,1692970391464111000, 
 ,36, ,1692970391663500000
37, ,1692970396073820000, 
 ,37, ,1692970396243822000
38, ,1692970400803750500, 
 ,38, ,1692970401020803900
39, ,1692970405430070800, 
 ,39, ,1692970405615338800
40, ,1692970410055748000, 
 ,40, ,1692970410178940800
41, ,1692970414636293200, 
 ,41, ,1692970414806249100
42, ,1692970419363800800, 
 ,42, ,1692970419510210600
43, ,1692970421989639000, 
 ,43, ,1692970422174734400
44, ,1692970426448577800, 
 ,44, ,1692970426713185900
45, ,1692970431102489400, 
 ,45, ,1692970431351950700
46, ,1692970435773219800, 
 ,46, ,1692970436036345700
47, ,1692970440290356400, 
 ,47, ,1692970440461506800
48, ,1692970447301084100, 
 ,48, ,1692970447503550400
49, ,1692970452108109300, 
 ,49, ,1692970452369556100
50, ,1692970456594882000, 
 ,50, ,1692970456795420800
51, ,1692970458997372200, 
 ,51, ,1692970459232146500
52, ,1692970460035456500, 
 ,52, ,1692970460281399700
53, ,1692970461408528300, 
 ,53, ,1692970461658720000
54, ,1692970463020069100, 
 ,54, ,1692970463284646500
55, ,1692970468342956400, 
 ,55, ,1692970468574114800
56, ,1692970472979902300, 
 ,56, ,1692970473275805000
57, ,1692970477555456700, 
 ,57, ,1692970477786413600
58, ,1692970482348499800, 
 ,58, ,1692970482597326400
59, ,1692970486971321800, 
 ,59, ,1692970487219662300
60, ,1692970491588679300, 
 ,60, ,1692970491804677300
61, ,1692970496240694700, 
 ,61, ,1692970496470383600
62, ,1692970500896106500, 
 ,62, ,1692970501129000700
63, ,1692970505599557600, 
 ,63, ,1692970505878758100
64, ,1692970510291773200, 
 ,64, ,1692970510556640700
65, ,1692970514915647900, 
 ,65, ,1692970515164426400
66, ,1692970519525186000, 
 ,66, ,1692970519773473800
67, ,1692970524219452200, 
 ,67, ,1692970524420250200
68, ,1692970528930826800, 
 ,68, ,1692970529161681100
69, ,1692970535825220900, 
 ,69, ,1692970536040709900
70, ,1692970540633516900, 
 ,70, ,1692970540960665100
71, ,1692970545233548300, 
 ,71, ,1692970545482133700
72, ,1692970549844771000, 
 ,72, ,1692970550047884000
73, ,1692970554384127800, 
 ,73, ,1692970554601072500
74, ,1692970559194161200, 
 ,74, ,1692970559427620200
75, ,1692970566118144700, 
 ,75, ,1692970566364629500
