dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1691682146054901000, 
 ,1, ,1691682146540983300
2, ,1691682148753836300, 
 ,2, ,1691682148941584700
3, ,1691682151031165800, 
 ,3, ,1691682151236150700
4, ,1691682153377167600, 
 ,4, ,1691682153532642500
5, ,1691682155730198200, 
 ,5, ,1691682155887988400
6, ,1691682157988703500, 
 ,6, ,1691682158113920000
7, ,1691682160434968500, 
 ,7, ,1691682160528375600
8, ,1691682162674441900, 
 ,8, ,1691682162830704400
9, ,1691682165015207900, 
 ,9, ,1691682165155155100
10, ,1691682167346792100, 
 ,10, ,1691682167552595000
11, ,1691682169662677100, 
 ,11, ,1691682169804421500
12, ,1691682171976449600, 
 ,12, ,1691682172099346400
13, ,1691682174335066100, 
 ,13, ,1691682174444768500
14, ,1691682176679477500, 
 ,14, ,1691682176818536400
15, ,1691682179012682000, 
 ,15, ,1691682179185905800
16, ,1691682181328019500, 
 ,16, ,1691682181516705400
17, ,1691682183687379300, 
 ,17, ,1691682183796467800
18, ,1691682185948434500, 
 ,18, ,1691682186074957700
19, ,1691682188311323700, 
 ,19, ,1691682188483266500
20, ,1691682190651483700, 
 ,20, ,1691682190806410500
21, ,1691682192952652000, 
 ,21, ,1691682193154959800
22, ,1691682195278193900, 
 ,22, ,1691682195404305800
23, ,1691682197450348100, 
 ,23, ,1691682197670715400
24, ,1691682200042538900, 
 ,24, ,1691682200169317700
25, ,1691682202280401500, 
 ,25, ,1691682202422588000
26, ,1691682204670621400, 
 ,26, ,1691682204827545800
27, ,1691682206951335100, 
 ,27, ,1691682207282206900
28, ,1691682209236716400, 
 ,28, ,1691682209456931800
29, ,1691682211610855300, 
 ,29, ,1691682211783391400
30, ,1691682213989896700, 
 ,30, ,1691682214162067300
31, ,1691682216263376700, 
 ,31, ,1691682216451182900
32, ,1691682218623275800, 
 ,32, ,1691682218811369300
33, ,1691682220921554400, 
 ,33, ,1691682221094781200
34, ,1691682223212782700, 
 ,34, ,1691682223385845000
35, ,1691682225603491000, 
 ,35, ,1691682225731203300
36, ,1691682227896058800, 
 ,36, ,1691682228113609700
37, ,1691682230288659000, 
 ,37, ,1691682230477425400
38, ,1691682232671764700, 
 ,38, ,1691682232846375800
39, ,1691682234874602500, 
 ,39, ,1691682235045638300
40, ,1691682237268432600, 
 ,40, ,1691682237441864400
41, ,1691682239543101900, 
 ,41, ,1691682239701485400
42, ,1691682241778063800, 
 ,42, ,1691682241996555400
43, ,1691682244160750600, 
 ,43, ,1691682244362288700
44, ,1691682246401896300, 
 ,44, ,1691682246650885300
45, ,1691682248931049500, 
 ,45, ,1691682249117732900
46, ,1691682251251210300, 
 ,46, ,1691682251470676800
47, ,1691682253591951300, 
 ,47, ,1691682253764170300
48, ,1691682255844480700, 
 ,48, ,1691682256063104200
