dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1691681347264583900, 
 ,1, ,1691681347987773700
2, ,1691681349502330400, 
 ,2, ,1691681350177110800
3, ,1691681351877971500, 
 ,3, ,1691681352713942400
4, ,1691681354177281000, 
 ,4, ,1691681354852465400
5, ,1691681356476312300, 
 ,5, ,1691681356884272400
6, ,1691681358845895900, 
 ,6, ,1691681359035364300
7, ,1691681361193903900, 
 ,7, ,1691681361335726000
8, ,1691681363510863000, 
 ,8, ,1691681363575293700
9, ,1691681365867081400, 
 ,9, ,1691681365994444500
10, ,1691681368165356300, 
 ,10, ,1691681368322351200
11, ,1691681370432245500, 
 ,11, ,1691681370559622100
12, ,1691681372588182800, 
 ,12, ,1691681372841266000
13, ,1691681375096030100, 
 ,13, ,1691681375223385900
14, ,1691681377524910200, 
 ,14, ,1691681377696859800
15, ,1691681379776406800, 
 ,15, ,1691681379948693500
16, ,1691681382121366400, 
 ,16, ,1691681382276544900
17, ,1691681384430827000, 
 ,17, ,1691681384604362900
18, ,1691681386736252900, 
 ,18, ,1691681386895071400
19, ,1691681389032699500, 
 ,19, ,1691681389255287200
20, ,1691681391339376200, 
 ,20, ,1691681391527794700
21, ,1691681393638806800, 
 ,21, ,1691681393846114400
22, ,1691681396107860700, 
 ,22, ,1691681396219484600
23, ,1691681398423691100, 
 ,23, ,1691681398644248300
24, ,1691681400827825800, 
 ,24, ,1691681401035261100
25, ,1691681403133433300, 
 ,25, ,1691681403336453700
26, ,1691681405439842800, 
 ,26, ,1691681405628536200
27, ,1691681407777068000, 
 ,27, ,1691681407934450000
28, ,1691681410046911600, 
 ,28, ,1691681410296886900
29, ,1691681412248804800, 
 ,29, ,1691681412517226000
30, ,1691681414784453700, 
 ,30, ,1691681415003875600
31, ,1691681417069582000, 
 ,31, ,1691681417256198700
32, ,1691681419416565200, 
 ,32, ,1691681419589202500
33, ,1691681421729499100, 
 ,33, ,1691681421885206600
34, ,1691681424086918300, 
 ,34, ,1691681424260903400
35, ,1691681426450752200, 
 ,35, ,1691681426640726300
36, ,1691681428726347000, 
 ,36, ,1691681428981805100
37, ,1691681431086925800, 
 ,37, ,1691681431259431300
38, ,1691681433381833600, 
 ,38, ,1691681433587315500
39, ,1691681435709653800, 
 ,39, ,1691681435945109400
