latency,RSSI,attn1,TIMESTAMP
19,-104,45,1688599211290606500
288,-95,39,1688599211456147600
263,-92,35,1688599211571302200
277,-88,34,1688599211705177100
302,-91,38,1688599211829738000
280,-93,42,1688599211955048900
301,-96,44,1688599212080129400
281,-98,48,1688599212225163300
229,-102,52,1688599212350057900
109,-103,54,1688599212474505700
0,-103,53,1688599212599256400
0,-102,49,1688599212724141000
285,-99,45,1688599212848325100
259,-96,39,1688599213003567100
256,-92,35,1688599213117407100
294,-89,34,1688599213251551400
260,-90,38,1688599213366960800
293,-94,42,1688599213490913700
271,-96,44,1688599213616117600
285,-100,48,1688599213739669500
217,-101,50,1688599213884446000
125,-102,54,1688599214008230000
3,-103,53,1688599214132646100
0,-103,49,1688599214257771200
149,-100,45,1688599214411733000
296,-95,41,1688599214535867900
278,-93,37,1688599214649521000
271,-90,34,1688599214762861200
293,-90,38,1688599214907698100
302,-94,40,1688599215033233100
275,-95,44,1688599215158099900
297,-97,48,1688599215283057000
280,-100,50,1688599215427651600
133,-104,54,1688599215551762300
11,-104,53,1688599215676183800
0,-104,49,1688599215801012000
58,-99,45,1688599215944062100
262,-97,41,1688599216088314300
271,-93,35,1688599216221831800
295,-88,34,1688599216337727000
270,-90,38,1688599216482288900
265,-93,42,1688599216606921700
290,-96,44,1688599216731029500
281,-98,48,1688599216866214200
244,-101,50,1688599216980735900
185,-105,54,1688599217105758700
58,-105,53,1688599217231083900
0,-103,49,1688599217355756500
201,-99,45,1688599217480462200
277,-97,41,1688599217604866100
299,-93,37,1688599217729302300
278,-90,34,1688599217851592500
259,-89,36,1688599217978616000
280,-92,40,1688599218124294400
283,-95,44,1688599218269647000
295,-99,48,1688599218394495800
264,-101,50,1688599218517204200
129,-101,54,1688599218642236300
20,-101,55,1688599218767501000
0,-102,49,1688599218891457600
0,-100,45,1688599219014084400
295,-97,41,1688599219151154800
301,-92,37,1688599219285436000
269,-90,34,1688599219409222500
298,-89,38,1688599219534151300
280,-92,40,1688599219658730200
295,-95,44,1688599219791993700
270,-98,46,1688599219907521300
251,-100,50,1688599220052877800
156,-102,54,1688599220177383100
30,-103,55,1688599220302148800
0,-103,51,1688599220425564000
0,-101,47,1688599220548540300
303,-97,41,1688599220693314400
256,-94,37,1688599220818645000
290,-90,34,1688599220953239800
303,-91,36,1688599221077233200
280,-93,40,1688599221223232400
283,-96,44,1688599221347551600
260,-97,46,1688599221472283100
286,-101,50,1688599221628620300
131,-102,54,1688599221742196100
1,-104,53,1688599221898676500
0,-102,49,1688599222012873300
150,-100,45,1688599222135860500
276,-96,41,1688599222259470100
297,-93,37,1688599222403573300
263,-89,34,1688599222509812400
296,-89,38,1688599222642989600
276,-92,40,1688599222757946500
296,-94,44,1688599222882763300
277,-99,46,1688599223007113000
301,-99,50,1688599223151844000
159,-101,54,1688599223276503200
34,-102,55,1688599223400988000
0,-103,51,1688599223525391000
0,-100,47,1688599223647396300
259,-98,41,1688599223791443400
267,-93,37,1688599223916827900
295,-90,34,1688599224040627000
270,-89,36,1688599224165218100
293,-92,40,1688599224289656300
271,-94,42,1688599224422564100
289,-98,46,1688599224538872800
267,-100,50,1688599224663036200
199,-102,52,1688599224786113300
72,-103,55,1688599224912392800
0,-103,53,1688599225024655400
0,-103,47,1688599225180774900
276,-98,43,1688599225311120100
303,-94,39,1688599225419899100
292,-91,35,1688599225545454600
265,-89,36,1688599225670227200
290,-93,38,1688599225795649800
265,-94,42,1688599225920575200
293,-97,44,1688599226045164000
263,-100,48,1688599226190925500
206,-102,52,1688599226315556400
91,-104,55,1688599226470696000
0,-105,51,1688599226583422800
0,-103,47,1688599226717740400
295,-99,43,1688599226832199800
276,-96,39,1688599226965706400
295,-92,35,1688599227082179500
275,-88,36,1688599227235881000
281,-92,38,1688599227351856600
258,-94,42,1688599227497413200
262,-97,46,1688599227621118800
287,-101,48,1688599227754018800
212,-104,52,1688599227890923100
69,-104,55,1688599228015420600
0,-105,51,1688599228140420500
0,-101,47,1688599228265672500
238,-99,43,1688599228390816400
267,-95,39,1688599228535773000
282,-91,35,1688599228646732100
270,-89,36,1688599228762609000
290,-92,38,1688599228894845200
271,-94,42,1688599229031701700
279,-97,46,1688599229156033100
252,-99,48,1688599229280634400
279,-100,52,1688599229405663300
153,-103,54,1688599229530250700
25,-103,53,1688599229655198400
0,-102,49,1688599229778305200
279,-99,45,1688599229902493300
299,-95,41,1688599230038352200
261,-92,35,1688599230165292100
293,-88,34,1688599230300144400
305,-91,38,1688599230436280400
278,-94,42,1688599230561112700
295,-96,44,1688599230685434700
278,-99,48,1688599230810670900
250,-104,50,1688599230934255700
130,-104,54,1688599231058544700
5,-104,53,1688599231182274000
0,-104,51,1688599231286306600
171,-99,45,1688599231432056700
277,-96,41,1688599231555638800
289,-93,37,1688599231679551200
283,-90,34,1688599231804303000
264,-89,36,1688599231908532200
298,-92,40,1688599232032498300
282,-94,42,1688599232156890600
303,-97,46,1688599232292434800
274,-100,48,1688599232406442600
204,-102,52,1688599232531702100
79,-101,55,1688599232655995000
0,-102,53,1688599232761107500
0,-102,49,1688599232885653600
273,-97,43,1688599233030211400
285,-96,39,1688599233152526900
294,-92,35,1688599233286229200
284,-88,34,1688599233381224000
281,-90,38,1688599233505463800
306,-93,40,1688599233619129400
295,-95,44,1688599233743798400
258,-99,46,1688599233867705500
295,-99,50,1688599233992826600
171,-102,52,1688599234117882500
43,-104,55,1688599234242210200
0,-104,51,1688599234366920100
0,-100,47,1688599234491270400
271,-97,43,1688599234615438800
298,-93,39,1688599234719104000
295,-91,35,1688599234854111200
263,-88,36,1688599234975583400
290,-92,40,1688599235113124900
297,-93,42,1688599235238513900
267,-96,46,1688599235362503000
254,-99,48,1688599235487181300
218,-103,52,1688599235611393200
94,-104,54,1688599235736570600
0,-104,53,1688599235870858600
0,-102,49,1688599235986144200
270,-100,43,1688599236131540200
277,-94,39,1688599236254026800
303,-91,35,1688599236388402800
281,-88,34,1688599236484192500
282,-89,38,1688599236588517900
275,-92,40,1688599236713787500
301,-94,44,1688599236839486200
273,-97,46,1688599236963645300
295,-101,50,1688599237088468300
222,-103,52,1688599237212778300
101,-103,55,1688599237348396800
0,-104,51,1688599237462419900
0,-102,47,1688599237595459800
272,-98,43,1688599237711694600
302,-94,39,1688599237836888200
277,-91,35,1688599237938226000
279,-89,34,1688599238044356300
276,-90,38,1688599238148678000
274,-92,40,1688599238269951800
300,-96,44,1688599238376762900
291,-98,46,1688599238481750900
279,-99,48,1688599238605534800
206,-103,52,1688599238730432800
91,-104,54,1688599238834302700
0,-104,53,1688599238937847000
0,-104,49,1688599239060384600
195,-100,45,1688599239215709600
304,-95,41,1688599239319717400
297,-92,37,1688599239435114100
287,-91,34,1688599239526100500
290,-88,36,1688599239641989100
282,-92,38,1688599239766651800
295,-94,42,1688599239880577500
290,-96,44,1688599239984870400
281,-98,48,1688599240109586700
255,-102,50,1688599240234252500
136,-104,54,1688599240338065200
31,-104,55,1688599240442151300
0,-104,51,1688599240567061100
0,-101,47,1688599240691585700
258,-99,43,1688599240813481100
302,-95,39,1688599240917088800
285,-90,35,1688599241040418600
273,-89,36,1688599241167353200
298,-91,38,1688599241292336300
277,-93,42,1688599241396511400
269,-96,44,1688599241521268200
291,-99,48,1688599241644857200
274,-102,50,1688599241757526100
165,-102,54,1688599241874223200
38,-104,55,1688599241998203100
0,-103,51,1688599242122427700
0,-101,45,1688599242267573300
294,-97,43,1688599242371158700
294,-94,39,1688599242493344600
265,-92,35,1688599242618712600
298,-88,36,1688599242721451200
293,-91,38,1688599242846747200
271,-93,42,1688599242950843700
265,-96,44,1688599243075363200
288,-99,48,1688599243200439200
261,-102,50,1688599243325092600
135,-103,54,1688599243466113400
0,-102,53,1688599243570306600
0,-102,49,1688599243694213000
67,-99,45,1688599243817405800
294,-96,41,1688599243944019500
266,-94,39,1688599244047183300
267,-90,34,1688599244169454600
288,-88,36,1688599244296485300
270,-92,40,1688599244429666200
285,-95,42,1688599244575469200
286,-97,46,1688599244691370000
277,-101,48,1688599244796256200
222,-100,52,1688599244900730300
117,-102,54,1688599245005210300
13,-104,55,1688599245109421300
0,-104,51,1688599245235301100
0,-102,47,1688599245360138000
297,-97,41,1688599245504714200
262,-94,37,1688599245606310100
303,-90,35,1688599245709349200
