dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1691034360428117600, 
 ,1, ,1691034361145213500
2, ,1691034362064422700, 
 ,2, ,1691034362626217600
3, ,1691034363888089600, 
 ,3, ,1691034364342675600
4, ,1691034365665272400, 
 ,4, ,1691034366068633300
5, ,1691034367412331800, 
 ,5, ,1691034367850769100
6, ,1691034369174127400, 
 ,6, ,1691034369529575200
7, ,1691034370998526200, 
 ,7, ,1691034371394424200
8, ,1691034372771165400, 
 ,8, ,1691034373084885600
9, ,1691034374487387500, 
 ,9, ,1691034374861287300
10, ,1691034376296984700, 
 ,10, ,1691034376608960700
11, ,1691034378136777400, 
 ,11, ,1691034378494620200
12, ,1691034379881990500, 
 ,12, ,1691034380161991000
13, ,1691034381678776500, 
 ,13, ,1691034381937009500
14, ,1691034383419208300, 
 ,14, ,1691034384261823500
15, ,1691034385291148000, 
 ,15, ,1691034386029669700
16, ,1691034386983479100, 
 ,16, ,1691034387908993800
17, ,1691034388813798000, 
 ,17, ,1691034389618081600
18, ,1691034390435115900, 
 ,18, ,1691034390998089700
19, ,1691034392027618100, 
 ,19, ,1691034392605593800
20, ,1691034394069007800, 
 ,20, ,1691034394914555100
21, ,1691034395931765400, 
 ,21, ,1691034396882460400
22, ,1691034397736047100, 
 ,22, ,1691034398159140300
23, ,1691034399489398300, 
 ,23, ,1691034400268471600
24, ,1691034401244413500, 
 ,24, ,1691034402071924900
25, ,1691034402976600600, 
 ,25, ,1691034403597614100
26, ,1691034404793602400, 
 ,26, ,1691034405369045300
27, ,1691034406283805600, 
 ,27, ,1691034406720991700
28, ,1691034407813752300, 
 ,28, ,1691034408371834500
29, ,1691034409369122200, 
 ,29, ,1691034409772534300
30, ,1691034411127611800, 
 ,30, ,1691034411935961600
31, ,1691034413668885900, 
 ,31, ,1691034413996725700
32, ,1691034415510078800, 
 ,32, ,1691034415897976200
33, ,1691034417229104400, 
 ,33, ,1691034417570270000
34, ,1691034419059394900, 
 ,34, ,1691034419368737900
35, ,1691034420830362600, 
 ,35, ,1691034421139700300
36, ,1691034422655477800, 
 ,36, ,1691034422969582700
37, ,1691034424352900800, 
 ,37, ,1691034424649788300
38, ,1691034426126954600, 
 ,38, ,1691034426423316600
39, ,1691034427926074400, 
 ,39, ,1691034428251103200
40, ,1691034429696424700, 
 ,40, ,1691034429992903900
41, ,1691034431478751900, 
 ,41, ,1691034431777548800
42, ,1691034432806243300, 
 ,42, ,1691034433243853200
