latency,RSSI,attn1,TIMESTAMP
150,-103,51,1688598871694783700
65,-98,43,1688598871885228600
284,-97,39,1688598872017712200
293,-91,35,1688598872118173600
272,-88,36,1688598872260084200
239,-92,40,1688598872418844200
289,-98,42,1688598872550942300
267,-100,44,1688598872666350200
246,-103,48,1688598872797989900
213,-102,52,1688598872934698400
79,-103,54,1688598873051394200
0,-103,53,1688598873151149800
0,-103,49,1688598873252558500
99,-101,45,1688598873383577500
273,-96,41,1688598873506838200
292,-94,37,1688598873653576700
301,-90,34,1688598873786466800
273,-90,38,1688598873921141600
292,-94,40,1688598874036834000
272,-95,44,1688598874163033000
295,-98,48,1688598874289624600
247,-101,52,1688598874473531300
77,-103,55,1688598874622279000
0,-103,53,1688598874722322400
0,-101,49,1688598874822688400
88,-99,43,1688598874994356900
300,-95,39,1688598875122967700
285,-92,35,1688598875231387200
275,-89,36,1688598875375156000
277,-92,40,1688598875532985800
281,-94,44,1688598875675904700
276,-97,46,1688598875840622500
271,-101,50,1688598875976941100
163,-103,54,1688598876107328300
50,-103,55,1688598876212035400
0,-104,51,1688598876335998200
148,-101,45,1688598876476380100
277,-98,41,1688598876589123900
264,-94,37,1688598876703655800
294,-89,35,1688598876826554800
280,-89,36,1688598876930666400
272,-92,40,1688598877087057200
265,-94,44,1688598877243293100
272,-98,46,1688598877353078400
248,-101,50,1688598877516231900
148,-103,52,1688598877627681300
26,-103,55,1688598877744999900
0,-105,51,1688598877877039200
126,-100,47,1688598877997830400
265,-98,43,1688598878125865700
284,-93,37,1688598878264141600
298,-90,34,1688598878381009400
270,-89,36,1688598878503401500
262,-91,38,1688598878614758500
293,-94,42,1688598878772843500
288,-96,46,1688598878903793800
303,-101,50,1688598879040841300
166,-103,52,1688598879176754900
35,-104,55,1688598879310139400
0,-107,51,1688598879432270400
0,-99,47,1688598879532983100
283,-99,43,1688598879632942900
284,-95,41,1688598879733136500
285,-93,37,1688598879833107200
282,-90,34,1688598879933488900
277,-88,36,1688598880050021200
269,-92,38,1688598880185863600
271,-94,42,1688598880295238500
263,-96,44,1688598880402163400
265,-99,48,1688598880503578400
258,-101,50,1688598880613098700
154,-104,52,1688598880723050400
30,-103,55,1688598880866915200
0,-104,51,1688598880966884100
0,-102,47,1688598881092978100
260,-98,41,1688598881246336300
263,-94,37,1688598881377832300
286,-90,34,1688598881507558000
296,-91,38,1688598881652755900
263,-92,40,1688598881763166500
295,-96,44,1688598881889498100
270,-98,46,1688598881989790200
269,-101,48,1688598882099029800
206,-101,52,1688598882210245500
