dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,1688597371943715900, 
 ,1, ,1688597374547157600
2, ,1688597377661834600, 
 ,2, ,1688597379326225900
3, ,1688597380838390100, 
 ,3, ,1688597382306323800
4, ,1688597383862235000, 
 ,4, ,1688597384626538900
5, ,1688597385496291100, 
 ,5, ,1688597385764424900
6, ,1688597387216499900, 
 ,6, ,1688597387423747400
7, ,1688597388491661900, 
 ,7, ,1688597388677052500
8, ,1688597390089302400, 
 ,8, ,1688597390297681900
9, ,1688597391649598700, 
 ,9, ,1688597391898894500
10, ,1688597393041243200, 
 ,10, ,1688597393228936800
11, ,1688597394623548200, 
 ,11, ,1688597394788720600
12, ,1688597396182084200, 
 ,12, ,1688597396409564800
13, ,1688597397720516600, 
 ,13, ,1688597397927321600
14, ,1688597399069563300, 
 ,14, ,1688597399399661200
15, ,1688597400645129400, 
 ,15, ,1688597400853354700
16, ,1688597402286231100, 
 ,16, ,1688597402556175400
17, ,1688597403408713200, 
 ,17, ,1688597403930908300
18, ,1688597405502160800, 
 ,18, ,1688597405750253900
19, ,1688597407058799200, 
 ,19, ,1688597407265480900
20, ,1688597408489767400, 
 ,20, ,1688597408676013800
21, ,1688597409879213800, 
 ,21, ,1688597410273561600
22, ,1688597411500780400, 
 ,22, ,1688597411820801100
23, ,1688597412890400300, 
 ,23, ,1688597413347457900
24, ,1688597414426436200, 
 ,24, ,1688597414862644000
25, ,1688597415848752400, 
 ,25, ,1688597416450525800
26, ,1688597417908840900, 
 ,26, ,1688597418291652100
27, ,1688597420162540600, 
 ,27, ,1688597420496533100
